Time,Locations
2010-07-28 10:42:25.720000,00:09:42:00:19:8f
2010-07-28 10:42:26.360000,00:09:42:00:19:8f
2010-07-28 10:42:27,00:09:42:00:19:8f
2010-07-28 10:42:27.640000,00:09:42:00:19:8f
2010-07-28 10:42:28.280000,00:09:42:00:19:8f
2010-07-28 10:42:28.920000,00:09:42:00:19:8f
2010-07-28 10:42:29.560000,00:09:42:00:19:8f
2010-07-28 10:42:30.200000,00:09:42:00:19:8f
2010-07-28 10:42:30.840000,00:09:42:00:19:8f
2010-07-28 10:42:31.480000,00:09:42:00:19:8f
2010-07-28 10:42:32.120000,00:09:42:00:19:8f
2010-07-28 10:42:32.760000,00:09:42:00:19:8f
2010-07-28 10:42:33.400000,00:09:42:00:19:8f
2010-07-28 10:42:34.040000,00:09:42:00:19:8f
2010-07-28 10:42:34.680000,00:09:42:00:19:8f
2010-07-28 10:42:35.320000,00:09:42:00:19:8f
2010-07-28 10:42:35.960000,00:09:42:00:19:8f
2010-07-28 10:42:36.600000,00:09:42:00:19:8f
2010-07-28 10:42:37.240000,00:09:42:00:19:8f
2010-07-28 10:42:37.880000,00:09:42:00:19:8f
2010-07-28 10:42:38.520000,00:09:42:00:19:8f
2010-07-28 10:42:39.160000,00:09:42:00:19:8f
2010-07-28 10:42:39.800000,00:09:42:00:19:8f
2010-07-28 10:42:40.440000,00:09:42:00:19:8f
2010-07-28 10:42:41.080000,00:09:42:00:19:8f
2010-07-28 10:42:41.720000,00:09:42:00:19:8f
2010-07-28 10:42:42.360000,00:09:42:00:19:8f
2010-07-28 10:42:43,00:09:42:00:19:8f
2010-07-28 10:42:43.640000,00:09:42:00:19:8f
2010-07-28 10:42:44.280000,00:09:42:00:19:8f
2010-07-28 10:42:44.920000,00:09:42:00:19:8f
2010-07-28 10:42:45.560000,00:09:42:00:19:8f
2010-07-28 10:42:46.200000,00:09:42:00:19:8f
2010-07-28 10:42:46.840000,00:09:42:00:19:8f
2010-07-28 10:42:47.480000,00:09:42:00:19:8f
2010-07-28 10:42:48.120000,00:09:42:00:19:8f
2010-07-28 10:42:48.760000,00:09:42:00:19:8f
2010-07-28 10:42:49.400000,00:09:42:00:19:8f
2010-07-28 10:42:50.040000,00:09:42:00:19:8f
2010-07-28 10:42:50.680000,00:09:42:00:19:8f
2010-07-28 10:42:51.320000,00:09:42:00:19:8f
2010-07-28 10:42:51.960000,00:09:42:00:19:8f
2010-07-28 10:42:52.600000,00:09:42:00:19:8f
2010-07-28 10:42:53.240000,00:09:42:00:19:8f
2010-07-28 10:42:53.880000,00:09:42:00:19:8f
2010-07-28 10:42:54.520000,00:09:42:00:19:8f
2010-07-28 10:42:55.160000,00:09:42:00:19:8f
2010-07-28 10:42:55.800000,00:09:42:00:19:8f
2010-07-28 10:42:56.440000,00:09:42:00:19:8f
2010-07-28 10:42:57.080000,00:09:42:00:19:8f
2010-07-28 10:42:57.720000,00:09:42:00:19:8f
2010-07-28 10:42:58.360000,00:09:42:00:19:8f
2010-07-28 10:42:59,00:09:42:00:19:8f
2010-07-28 10:42:59.640000,00:09:42:00:19:8f
2010-07-28 10:43:00.280000,00:09:42:00:19:8f
2010-07-28 10:43:00.920000,00:09:42:00:19:8f
2010-07-28 10:43:01.560000,00:09:42:00:19:8f
2010-07-28 10:43:02.200000,00:09:42:00:19:8f
2010-07-28 10:43:02.840000,00:09:42:00:19:8f
2010-07-28 10:43:03.480000,00:09:42:00:19:8f
2010-07-28 10:43:04.120000,00:09:42:00:19:8f
2010-07-28 10:43:04.760000,00:09:42:00:19:8f
2010-07-28 10:43:05.400000,00:09:42:00:19:8f
2010-07-28 10:43:06.040000,00:09:42:00:19:8f
2010-07-28 10:43:06.680000,00:09:42:00:19:8f
2010-07-28 10:43:07.320000,00:09:42:00:19:8f
2010-07-28 10:43:07.960000,00:09:42:00:19:8f
2010-07-28 10:43:08.600000,00:09:42:00:19:8f
2010-07-28 10:43:09.240000,00:09:42:00:19:8f
2010-07-28 10:43:09.880000,00:09:42:00:19:8f
2010-07-28 10:43:10.520000,00:09:42:00:19:8f
2010-07-28 10:43:11.160000,00:09:42:00:19:8f
2010-07-28 10:43:11.800000,00:09:42:00:19:8f
2010-07-28 10:43:12.440000,00:09:42:00:19:8f
2010-07-28 10:43:13.080000,00:09:42:00:19:8f
2010-07-28 10:43:13.720000,00:09:42:00:19:8f
2010-07-28 10:43:14.360000,00:09:42:00:19:8f
2010-07-28 10:43:15,00:09:42:00:19:8f
2010-07-28 10:43:15.640000,00:09:42:00:19:8f
2010-07-28 10:43:16.280000,00:09:42:00:19:8f
2010-07-28 10:43:16.920000,00:09:42:00:19:8f
2010-07-28 10:43:17.560000,00:09:42:00:19:8f
2010-07-28 10:43:18.200000,00:09:42:00:19:8f
2010-07-28 10:43:18.840000,00:09:42:00:19:8f
2010-07-28 10:43:19.480000,00:09:42:00:19:8f
2010-07-28 10:43:20.120000,00:09:42:00:19:8f
2010-07-28 10:43:20.760000,00:09:42:00:19:8f
2010-07-28 10:43:21.400000,00:09:42:00:19:8f
2010-07-28 10:43:22.040000,00:09:42:00:19:8f
2010-07-28 10:43:22.680000,00:09:42:00:19:8f
2010-07-28 10:43:23.320000,00:09:42:00:19:8f
2010-07-28 10:43:23.960000,00:09:42:00:19:8f
2010-07-28 10:43:24.600000,00:09:42:00:19:8f
2010-07-28 10:43:25.240000,00:09:42:00:19:8f
2010-07-28 10:43:25.880000,00:09:42:00:19:8f
2010-07-28 10:43:26.520000,00:09:42:00:19:8f
2010-07-28 10:43:27.160000,00:09:42:00:19:8f
2010-07-28 10:43:27.800000,00:09:42:00:19:8f
2010-07-28 10:43:28.440000,00:09:42:00:19:8f
2010-07-28 10:43:29.080000,00:09:42:00:19:8f
2010-07-28 10:43:29.720000,00:09:42:00:19:8f
2010-07-28 10:43:30.360000,00:09:42:00:19:8f
2010-07-28 10:43:31,00:09:42:00:19:8f
2010-07-28 10:43:31.640000,00:09:42:00:19:8f
2010-07-28 10:43:32.280000,00:09:42:00:19:8f
2010-07-28 10:43:32.920000,00:09:42:00:19:8f
2010-07-28 10:43:33.560000,00:09:42:00:19:8f
2010-07-28 10:43:34.200000,00:09:42:00:19:8f
2010-07-28 10:43:34.840000,00:09:42:00:19:8f
2010-07-28 10:43:35.480000,00:09:42:00:19:8f
2010-07-28 10:43:36.120000,00:09:42:00:19:8f
2010-07-28 10:43:36.760000,00:09:42:00:19:8f
2010-07-28 10:43:37.400000,00:09:42:00:19:8f
2010-07-28 10:43:38.040000,00:09:42:00:19:8f
2010-07-28 10:43:38.680000,00:09:42:00:19:8f
2010-07-28 10:43:39.320000,00:09:42:00:19:8f
2010-07-28 10:43:39.960000,00:09:42:00:19:8f
2010-07-28 10:43:40.600000,00:09:42:00:19:8f
2010-07-28 10:43:41.240000,00:09:42:00:19:8f
2010-07-28 10:43:41.880000,00:09:42:00:19:8f
2010-07-28 10:43:42.520000,00:09:42:00:19:8f
2010-07-28 10:43:43.160000,00:09:42:00:19:8f
2010-07-28 10:43:43.800000,00:09:42:00:19:8f
2010-07-28 10:43:44.440000,00:09:42:00:19:8f
2010-07-28 10:43:45.080000,00:09:42:00:19:8f
2010-07-28 10:43:45.720000,00:09:42:00:19:8f
2010-07-28 10:43:46.360000,00:09:42:00:19:8f
2010-07-28 10:43:47,00:09:42:00:19:8f
2010-07-28 10:43:47.640000,00:09:42:00:19:8f
2010-07-28 10:43:48.280000,00:09:42:00:19:8f
2010-07-28 10:43:48.920000,00:09:42:00:19:8f
2010-07-28 10:43:49.560000,00:09:42:00:19:8f
2010-07-28 10:43:50.200000,00:09:42:00:19:8f
2010-07-28 10:43:50.840000,00:09:42:00:19:8f
2010-07-28 10:43:51.480000,00:09:42:00:19:8f
2010-07-28 10:43:52.120000,00:09:42:00:19:8f
2010-07-28 10:43:52.760000,00:09:42:00:19:8f
2010-07-28 10:43:53.400000,00:09:42:00:19:8f
2010-07-28 10:43:54.040000,00:09:42:00:19:8f
2010-07-28 10:43:54.680000,00:09:42:00:19:8f
2010-07-28 10:43:55.320000,00:09:42:00:19:8f
2010-07-28 10:43:55.960000,00:09:42:00:19:8f
2010-07-28 10:43:56.600000,00:09:42:00:19:8f
2010-07-28 10:43:57.240000,00:09:42:00:19:8f
2010-07-28 10:43:57.880000,00:09:42:00:19:8f
2010-07-28 10:43:58.520000,00:09:42:00:19:8f
2010-07-28 10:43:59.160000,00:09:42:00:19:8f
2010-07-28 10:43:59.800000,00:09:42:00:19:8f
2010-07-28 10:44:00.440000,00:09:42:00:19:8f
2010-07-28 10:44:01.080000,00:09:42:00:19:8f
2010-07-28 10:44:01.720000,00:09:42:00:19:8f
2010-07-28 10:44:02.360000,00:09:42:00:19:8f
2010-07-28 10:44:03,00:09:42:00:19:8f
2010-07-28 10:44:03.640000,00:09:42:00:19:8f
2010-07-28 10:44:04.280000,00:09:42:00:19:8f
2010-07-28 10:44:04.920000,00:09:42:00:19:8f
2010-07-28 10:44:05.560000,00:09:42:00:19:8f
2010-07-28 10:44:06.200000,00:09:42:00:19:8f
2010-07-28 10:44:06.840000,00:09:42:00:19:8f
2010-07-28 10:44:07.480000,00:09:42:00:19:8f
2010-07-28 10:44:08.120000,00:09:42:00:19:8f
2010-07-28 10:44:08.760000,00:09:42:00:19:8f
2010-07-28 10:44:09.400000,00:09:42:00:19:8f
2010-07-28 10:44:10.040000,00:09:42:00:19:8f
2010-07-28 10:44:10.680000,00:09:42:00:19:8f
2010-07-28 10:44:11.320000,00:09:42:00:19:8f
2010-07-28 10:44:11.960000,00:09:42:00:19:8f
2010-07-28 10:44:12.600000,00:09:42:00:19:8f
2010-07-28 10:44:13.240000,00:09:42:00:19:8f
2010-07-28 10:44:13.880000,00:09:42:00:19:8f
2010-07-28 10:44:14.520000,00:09:42:00:19:8f
2010-07-28 10:44:15.160000,00:09:42:00:19:8f
2010-07-28 10:44:15.800000,00:09:42:00:19:8f
2010-07-28 10:44:16.440000,00:09:42:00:19:8f
2010-07-28 10:44:17.080000,00:09:42:00:19:8f
2010-07-28 10:44:17.720000,00:09:42:00:19:8f
2010-07-28 10:44:18.360000,00:09:42:00:19:8f
2010-07-28 10:44:19,00:09:42:00:19:8f
2010-07-28 10:44:19.640000,00:09:42:00:19:8f
2010-07-28 10:44:20.280000,00:09:42:00:19:8f
2010-07-28 10:44:20.920000,00:09:42:00:19:8f
2010-07-28 10:44:21.560000,00:09:42:00:19:8f
2010-07-28 10:44:22.200000,00:09:42:00:19:8f
2010-07-28 10:44:22.840000,00:09:42:00:19:8f
2010-07-28 10:44:23.480000,00:09:42:00:19:8f
2010-07-28 10:44:24.120000,00:09:42:00:19:8f
2010-07-28 10:44:24.760000,00:09:42:00:19:8f
2010-07-28 10:44:25.400000,00:09:42:00:19:8f
2010-07-28 10:44:26.040000,00:09:42:00:19:8f
2010-07-28 10:44:26.680000,00:09:42:00:19:8f
2010-07-28 10:44:27.320000,00:09:42:00:19:8f
2010-07-28 10:44:27.960000,00:09:42:00:19:8f
2010-07-28 10:44:28.600000,00:09:42:00:19:8f
2010-07-28 10:44:29.240000,00:09:42:00:19:8f
2010-07-28 10:44:29.880000,00:09:42:00:19:8f
2010-07-28 10:44:30.520000,00:09:42:00:19:8f
2010-07-28 10:44:31.160000,00:09:42:00:19:8f
2010-07-28 10:44:31.800000,00:09:42:00:19:8f
2010-07-28 10:44:32.440000,00:09:42:00:19:8f
2010-07-28 10:44:33.080000,00:09:42:00:19:8f
2010-07-28 10:44:33.720000,00:09:42:00:19:8f
2010-07-28 10:44:34.360000,00:09:42:00:19:8f
2010-07-28 10:44:35,00:09:42:00:19:8f
2010-07-28 10:44:35.640000,00:09:42:00:19:8f
2010-07-28 10:44:36.280000,00:09:42:00:19:8f
2010-07-28 10:44:36.920000,00:09:42:00:19:8f
2010-07-28 10:44:37.560000,00:09:42:00:19:8f
2010-07-28 10:44:38.200000,00:09:42:00:19:8f
2010-07-28 10:44:38.840000,00:09:42:00:19:8f
2010-07-28 10:44:39.480000,00:09:42:00:19:8f
2010-07-28 10:44:40.120000,00:09:42:00:19:8f
2010-07-28 10:44:40.760000,00:09:42:00:19:8f
2010-07-28 10:44:41.400000,00:09:42:00:19:8f
2010-07-28 10:44:42.040000,00:09:42:00:19:8f
2010-07-28 10:44:42.680000,00:09:42:00:19:8f
2010-07-28 10:44:43.320000,00:09:42:00:19:8f
2010-07-28 10:44:43.960000,00:09:42:00:19:8f
2010-07-28 10:44:44.600000,00:09:42:00:19:8f
2010-07-28 10:44:45.240000,00:09:42:00:19:8f
2010-07-28 10:44:45.880000,00:09:42:00:19:8f
2010-07-28 10:44:46.520000,00:09:42:00:19:8f
2010-07-28 10:44:47.160000,00:09:42:00:19:8f
2010-07-28 10:44:47.800000,00:09:42:00:19:8f
2010-07-28 10:44:48.440000,00:09:42:00:19:8f
2010-07-28 10:44:49.080000,00:09:42:00:19:8f
2010-07-28 10:44:49.720000,00:09:42:00:19:8f
2010-07-28 10:44:50.360000,00:09:42:00:19:8f
2010-07-28 10:44:51,00:09:42:00:19:8f
2010-07-28 10:44:51.640000,00:09:42:00:19:8f
2010-07-28 10:44:52.280000,00:09:42:00:19:8f
2010-07-28 10:44:52.920000,00:09:42:00:19:8f
2010-07-28 10:44:53.560000,00:09:42:00:19:8f
2010-07-28 10:44:54.200000,00:09:42:00:19:8f
2010-07-28 10:44:54.840000,00:09:42:00:19:8f
2010-07-28 10:44:55.480000,00:09:42:00:19:8f
2010-07-28 10:44:56.120000,00:09:42:00:19:8f
2010-07-28 10:44:56.760000,00:09:42:00:19:8f
2010-07-28 10:44:57.400000,00:09:42:00:19:8f
2010-07-28 10:44:58.040000,00:09:42:00:19:8f
2010-07-28 10:44:58.680000,00:09:42:00:19:8f
2010-07-28 10:44:59.320000,00:09:42:00:19:8f
2010-07-28 10:44:59.960000,00:09:42:00:19:8f
2010-07-28 10:45:00.600000,00:09:42:00:19:8f
2010-07-28 10:45:01.240000,00:09:42:00:19:8f
2010-07-28 10:45:01.880000,00:09:42:00:19:8f
2010-07-28 10:45:02.520000,00:09:42:00:19:8f
2010-07-28 10:45:03.160000,00:09:42:00:19:8f
2010-07-28 10:45:03.800000,00:09:42:00:19:8f
2010-07-28 10:45:04.440000,00:09:42:00:19:8f
2010-07-28 10:45:05.080000,00:09:42:00:19:8f
2010-07-28 10:45:05.720000,00:09:42:00:19:8f
2010-07-28 10:45:06.360000,00:09:42:00:19:8f
2010-07-28 10:45:07,00:09:42:00:19:8f
2010-07-28 10:45:07.640000,00:09:42:00:19:8f
2010-07-28 10:45:08.280000,00:09:42:00:19:8f
2010-07-28 10:45:08.920000,00:09:42:00:19:8f
2010-07-28 10:45:09.560000,00:09:42:00:19:8f
2010-07-28 10:45:10.200000,00:09:42:00:19:8f
2010-07-28 10:45:10.840000,00:09:42:00:19:8f
2010-07-28 10:45:11.480000,00:09:42:00:19:8f
2010-07-28 10:45:12.120000,00:09:42:00:19:8f
2010-07-28 10:45:12.760000,00:09:42:00:19:8f
2010-07-28 10:45:13.400000,00:09:42:00:19:8f
2010-07-28 10:45:14.040000,00:09:42:00:19:8f
2010-07-28 10:45:14.680000,00:09:42:00:19:8f
2010-07-28 10:45:15.320000,00:09:42:00:19:91
2010-07-28 10:45:15.960000,00:09:42:00:19:91
2010-07-28 10:45:16.600000,00:09:42:00:19:91
2010-07-28 10:45:17.240000,00:09:42:00:19:91
2010-07-28 10:45:17.880000,00:09:42:00:19:91
2010-07-28 10:45:18.520000,00:09:42:00:19:91
2010-07-28 10:45:19.160000,00:09:42:00:19:91
2010-07-28 10:45:19.800000,00:09:42:00:19:91
2010-07-28 10:45:20.440000,00:09:42:00:19:91
2010-07-28 10:45:21.080000,00:09:42:00:19:91
2010-07-28 10:45:21.720000,00:09:42:00:19:91
2010-07-28 10:45:22.360000,00:09:42:00:19:91
2010-07-28 10:45:23,00:09:42:00:19:91
2010-07-28 10:45:23.640000,00:09:42:00:19:91
2010-07-28 10:45:24.280000,00:09:42:00:19:91
2010-07-28 10:45:24.920000,00:09:42:00:19:91
2010-07-28 10:45:25.560000,00:09:42:00:19:91
2010-07-28 10:45:26.200000,00:09:42:00:19:91
2010-07-28 10:45:26.840000,00:09:42:00:19:91
2010-07-28 10:45:27.480000,00:09:42:00:19:91
2010-07-28 10:45:28.120000,00:09:42:00:19:91
2010-07-28 10:45:28.760000,00:09:42:00:19:91
2010-07-28 10:45:29.400000,00:09:42:00:19:91
2010-07-28 10:45:30.040000,00:09:42:00:19:91
2010-07-28 10:45:30.680000,00:09:42:00:19:91
2010-07-28 10:45:31.320000,00:09:42:00:19:91
2010-07-28 10:45:31.960000,00:09:42:00:19:91
2010-07-28 10:45:32.600000,00:09:42:00:19:91
2010-07-28 10:45:33.240000,00:09:42:00:19:91
2010-07-28 10:45:33.880000,00:09:42:00:19:91
2010-07-28 10:45:34.520000,00:09:42:00:19:91
2010-07-28 10:45:35.160000,00:09:42:00:19:91
2010-07-28 10:45:35.800000,00:09:42:00:19:91
2010-07-28 10:45:36.440000,00:09:42:00:19:91
2010-07-28 10:45:37.080000,00:09:42:00:19:91
2010-07-28 10:45:37.720000,00:09:42:00:19:91
2010-07-28 10:45:38.360000,00:09:42:00:19:91
2010-07-28 10:45:39,00:09:42:00:19:91
2010-07-28 10:45:39.640000,00:09:42:00:19:91
2010-07-28 10:45:40.280000,00:09:42:00:19:91
2010-07-28 10:45:40.920000,00:09:42:00:19:91
2010-07-28 10:45:41.560000,00:09:42:00:19:91
2010-07-28 10:45:42.200000,00:09:42:00:19:91
2010-07-28 10:45:42.840000,00:09:42:00:19:91
2010-07-28 10:45:43.480000,00:09:42:00:19:91
2010-07-28 10:45:44.120000,00:09:42:00:19:91
2010-07-28 10:45:44.760000,00:09:42:00:19:91
2010-07-28 10:45:45.400000,00:09:42:00:19:91
2010-07-28 10:45:46.040000,00:09:42:00:19:91
2010-07-28 10:45:46.680000,00:09:42:00:19:91
2010-07-28 10:45:47.320000,00:09:42:00:19:91
2010-07-28 10:45:47.960000,00:09:42:00:19:91
2010-07-28 10:45:48.600000,00:09:42:00:19:91
2010-07-28 10:45:49.240000,00:09:42:00:19:91
2010-07-28 10:45:49.880000,00:09:42:00:19:91
2010-07-28 10:45:50.520000,00:09:42:00:19:91
2010-07-28 10:45:51.160000,00:09:42:00:19:91
2010-07-28 10:45:51.800000,00:09:42:00:19:91
2010-07-28 10:45:52.440000,00:09:42:00:19:91
2010-07-28 10:45:53.080000,00:09:42:00:19:91
2010-07-28 10:45:53.720000,00:09:42:00:19:91
2010-07-28 10:45:54.360000,00:09:42:00:19:91
2010-07-28 10:45:55,00:09:42:00:19:91
2010-07-28 10:45:55.640000,00:09:42:00:19:91
2010-07-28 10:45:56.280000,00:09:42:00:19:91
2010-07-28 10:45:56.920000,00:09:42:00:19:91
2010-07-28 10:45:57.560000,00:09:42:00:19:91
2010-07-28 10:45:58.200000,00:09:42:00:19:91
2010-07-28 10:45:58.840000,00:09:42:00:19:91
2010-07-28 10:45:59.480000,00:09:42:00:19:91
2010-07-28 10:46:00.120000,00:09:42:00:19:91
2010-07-28 10:46:00.760000,00:09:42:00:19:91
2010-07-28 10:46:01.400000,00:09:42:00:19:91
2010-07-28 10:46:02.040000,00:09:42:00:19:91
2010-07-28 10:46:02.680000,00:09:42:00:19:91
2010-07-28 10:46:03.320000,00:09:42:00:19:91
2010-07-28 10:46:03.960000,00:09:42:00:19:91
2010-07-28 10:46:04.600000,00:09:42:00:19:91
2010-07-28 10:46:05.240000,00:09:42:00:19:91
2010-07-28 10:46:05.880000,00:09:42:00:19:91
2010-07-28 10:46:06.520000,00:09:42:00:19:91
2010-07-28 10:46:07.160000,00:09:42:00:19:91
2010-07-28 10:46:07.800000,00:09:42:00:19:91
2010-07-28 10:46:08.440000,00:09:42:00:19:91
2010-07-28 10:46:09.080000,00:09:42:00:19:91
2010-07-28 10:46:09.720000,00:09:42:00:19:91
2010-07-28 10:46:10.360000,00:09:42:00:19:91
2010-07-28 10:46:11,00:09:42:00:19:91
2010-07-28 10:46:11.640000,00:09:42:00:19:91
2010-07-28 10:46:12.280000,00:09:42:00:19:91
2010-07-28 10:46:12.920000,00:09:42:00:19:91
2010-07-28 10:46:13.560000,00:09:42:00:19:91
2010-07-28 10:46:14.200000,00:09:42:00:19:91
2010-07-28 10:46:14.840000,00:09:42:00:19:91
2010-07-28 10:46:15.480000,00:09:42:00:19:91
2010-07-28 10:46:16.120000,00:09:42:00:19:91
2010-07-28 10:46:16.760000,00:09:42:00:19:91
2010-07-28 10:46:17.400000,00:09:42:00:19:91
2010-07-28 10:46:18.040000,00:09:42:00:19:91
2010-07-28 10:46:18.680000,00:09:42:00:19:91
2010-07-28 10:46:19.320000,00:09:42:00:19:91
2010-07-28 10:46:19.960000,00:09:42:00:19:91
2010-07-28 10:46:20.600000,00:09:42:00:19:91
2010-07-28 10:46:21.240000,00:09:42:00:19:91
2010-07-28 10:46:21.880000,00:09:42:00:19:91
2010-07-28 10:46:22.520000,00:09:42:00:19:91
2010-07-28 10:46:23.160000,00:09:42:00:19:91
2010-07-28 10:46:23.800000,00:09:42:00:19:91
2010-07-28 10:46:24.440000,00:09:42:00:19:91
2010-07-28 10:46:25.080000,00:09:42:00:19:91
2010-07-28 10:46:25.720000,00:09:42:00:19:91
2010-07-28 10:46:26.360000,00:09:42:00:19:91
2010-07-28 10:46:27,00:09:42:00:19:91
2010-07-28 10:46:27.640000,00:09:42:00:19:91
2010-07-28 10:46:28.280000,00:09:42:00:19:91
2010-07-28 10:46:28.920000,00:09:42:00:19:91
2010-07-28 10:46:29.560000,00:09:42:00:19:91
2010-07-28 10:46:30.200000,00:09:42:00:19:91
2010-07-28 10:46:30.840000,00:09:42:00:19:91
2010-07-28 10:46:31.480000,00:09:42:00:19:91
2010-07-28 10:46:32.120000,00:09:42:00:19:91
2010-07-28 10:46:32.760000,00:09:42:00:19:91
2010-07-28 10:46:33.400000,00:09:42:00:19:91
2010-07-28 10:46:34.040000,00:09:42:00:19:91
2010-07-28 10:46:34.680000,00:09:42:00:19:91
2010-07-28 10:46:35.320000,00:09:42:00:19:91
2010-07-28 10:46:35.960000,00:09:42:00:19:91
2010-07-28 10:46:36.600000,00:09:42:00:19:91
2010-07-28 10:46:37.240000,00:09:42:00:19:91
2010-07-28 10:46:37.880000,00:09:42:00:19:91
2010-07-28 10:46:38.520000,00:09:42:00:19:91
2010-07-28 10:46:39.160000,00:09:42:00:19:91
2010-07-28 10:46:39.800000,00:09:42:00:19:91
2010-07-28 10:46:40.440000,00:09:42:00:19:91
2010-07-28 10:46:41.080000,00:09:42:00:19:91
2010-07-28 10:46:41.720000,00:09:42:00:19:91
2010-07-28 10:46:42.360000,00:09:42:00:19:91
2010-07-28 10:46:43,00:09:42:00:19:91
2010-07-28 10:46:43.640000,00:09:42:00:19:91
2010-07-28 10:46:44.280000,00:09:42:00:19:91
2010-07-28 10:46:44.920000,00:09:42:00:19:91
2010-07-28 10:46:45.560000,00:09:42:00:19:91
2010-07-28 10:46:46.200000,00:09:42:00:19:91
2010-07-28 10:46:46.840000,00:09:42:00:19:91
2010-07-28 10:46:47.480000,00:09:42:00:19:91
2010-07-28 10:46:48.120000,00:09:42:00:19:91
2010-07-28 10:46:48.760000,00:09:42:00:19:91
2010-07-28 10:46:49.400000,00:09:42:00:19:91
2010-07-28 10:46:50.040000,00:09:42:00:19:91
2010-07-28 10:46:50.680000,00:09:42:00:19:91
2010-07-28 10:46:51.320000,00:09:42:00:19:91
2010-07-28 10:46:51.960000,00:09:42:00:19:91
2010-07-28 10:46:52.600000,00:09:42:00:19:91
2010-07-28 10:46:53.240000,00:09:42:00:19:91
2010-07-28 10:46:53.880000,00:09:42:00:19:91
2010-07-28 10:46:54.520000,00:09:42:00:19:91
2010-07-28 10:46:55.160000,00:09:42:00:19:8f
2010-07-28 10:46:55.800000,00:09:42:00:19:8f
2010-07-28 10:46:56.440000,00:09:42:00:19:8f
2010-07-28 10:46:57.080000,00:09:42:00:19:8f
2010-07-28 10:46:57.720000,00:09:42:00:19:8f
2010-07-28 10:46:58.360000,00:09:42:00:19:8f
2010-07-28 10:46:59,00:09:42:00:19:8f
2010-07-28 10:46:59.640000,00:09:42:00:19:8f
2010-07-28 10:47:00.280000,00:09:42:00:19:8f
2010-07-28 10:47:00.920000,00:09:42:00:19:8f
2010-07-28 10:47:01.560000,00:09:42:00:19:8f
2010-07-28 10:47:02.200000,00:09:42:00:19:8f
2010-07-28 10:47:02.840000,00:09:42:00:19:8f
2010-07-28 10:47:03.480000,00:09:42:00:19:8f
2010-07-28 10:47:04.120000,00:09:42:00:19:8f
2010-07-28 10:47:04.760000,00:09:42:00:19:8f
2010-07-28 10:47:05.400000,00:09:42:00:19:8f
2010-07-28 10:47:06.040000,00:09:42:00:19:8f
2010-07-28 10:47:06.680000,00:09:42:00:19:8f
2010-07-28 10:47:07.320000,00:09:42:00:19:a3
2010-07-28 10:47:07.960000,00:09:42:00:19:a3
2010-07-28 10:47:08.600000,00:09:42:00:19:a3
2010-07-28 10:47:09.240000,00:09:42:00:19:a3
2010-07-28 10:47:09.880000,00:09:42:00:19:a3
2010-07-28 10:47:10.520000,00:09:42:00:19:a3
2010-07-28 10:47:11.160000,00:09:42:00:19:a3
2010-07-28 10:47:11.800000,00:09:42:00:19:a3
2010-07-28 10:47:12.440000,00:09:42:00:19:a3
2010-07-28 10:47:13.080000,00:09:42:00:19:a3
2010-07-28 10:47:13.720000,00:09:42:00:19:a3
2010-07-28 10:47:14.360000,00:09:42:00:19:a3
2010-07-28 10:47:15,00:09:42:00:19:a3
2010-07-28 10:47:15.640000,00:09:42:00:19:a3
2010-07-28 10:47:16.280000,00:09:42:00:19:a3
2010-07-28 10:47:16.920000,00:09:42:00:19:a3
2010-07-28 10:47:17.560000,00:09:42:00:19:a3
2010-07-28 10:47:18.200000,00:09:42:00:19:a3
2010-07-28 10:47:18.840000,00:09:42:00:19:a3
2010-07-28 10:47:19.480000,00:09:42:00:19:a3
2010-07-28 10:47:20.120000,00:09:42:00:19:a3
2010-07-28 10:47:20.760000,00:09:42:00:19:a3
2010-07-28 10:47:21.400000,00:09:42:00:19:a3
2010-07-28 10:47:22.040000,00:09:42:00:19:a3
2010-07-28 10:47:22.680000,00:09:42:00:19:a3
2010-07-28 10:47:23.320000,00:09:42:00:19:a3
2010-07-28 10:47:23.960000,00:09:42:00:19:a3
2010-07-28 10:47:24.600000,00:09:42:00:19:a3
2010-07-28 10:47:25.240000,00:09:42:00:19:a3
2010-07-28 10:47:25.880000,00:09:42:00:19:a3
2010-07-28 10:47:26.520000,00:09:42:00:19:a3
2010-07-28 10:47:27.160000,00:09:42:00:19:a3
2010-07-28 10:47:27.800000,00:09:42:00:19:a3
2010-07-28 10:47:28.440000,00:09:42:00:19:a3
2010-07-28 10:47:29.080000,00:09:42:00:19:a3
2010-07-28 10:47:29.720000,00:09:42:00:19:a3
2010-07-28 10:47:30.360000,00:09:42:00:19:a3
2010-07-28 10:47:31,00:09:42:00:19:a3
2010-07-28 10:47:31.640000,00:09:42:00:19:a3
2010-07-28 10:47:32.280000,00:09:42:00:19:a3
2010-07-28 10:47:32.920000,00:09:42:00:19:a3
2010-07-28 10:47:33.560000,00:09:42:00:19:a3
2010-07-28 10:47:34.200000,00:09:42:00:19:a3
2010-07-28 10:47:34.840000,00:09:42:00:19:a3
2010-07-28 10:47:35.480000,00:09:42:00:19:a3
2010-07-28 10:47:36.120000,00:09:42:00:19:a3
2010-07-28 10:47:36.760000,00:09:42:00:19:a3
2010-07-28 10:47:37.400000,00:09:42:00:19:a3
2010-07-28 10:47:38.040000,00:09:42:00:19:a3
