Time,laxen,laxmean,laxstd,layen,laymean,laystd,lazen,lazmean,lazstd,lgxen,lgxmean,lgxstd,lgyen,lgymean,lgystd,lgzen,lgzmean,lgzstd,raxen,raxmean,raxstd,rayen,raymean,raystd,razen,razmean,razstd,rgxen,rgxmean,rgxstd,rgyen,rgymean,rgystd,rgzen,rgzmean,rgzstd,xcorr,ycorr,zcorr,Annotations
2010-07-28 10:41:55,280.32515138326232,-214.2578125,8.5798146958336901,356.3938483873838,-195.9375,23.526829764122493,1065.388735561261,956.8515625,14.816634361709603,370.38098682751564,32.09375,54.923446367990238,227.36056033229409,79.0546875,18.822903516124811,510.27845597723262,125.359375,38.754986448318817,583.26157872607382,491.421875,10.609996299922775,122.14195648903463,-74.421875,5.5221278946050321,935.81849632062358,879.5859375,6.4123018289919687,139.11141324787499,30.0234375,11.15688187548805,202.83357859661282,-10.0234375,25.639162197380667,406.55633993216816,63.25,34.676180585525849,-13478579.0,1863843.0,107728771.0,Idle
2010-07-28 10:41:55.640000,283.36927356613728,-220.796875,7.2449976007156138,348.84050231115532,-197.484375,19.179246749009071,1033.4237605926394,955.453125,9.4098181562862848,272.30954998806317,29.03125,40.410575947856771,213.53570599841964,79.7421875,15.589582907019794,498.93815465147992,119.984375,38.70561659319452,579.66532483566118,500.0234375,11.041445248860937,129.79781378559505,-77.5078125,6.1479113497873206,935.72810186064567,873.609375,8.3742857671191882,141.91085105577511,29.421875,13.147961685537991,168.98999547837988,-11.2265625,20.593997473380291,404.91619212605184,57.75,35.109649670710191,-14134681.0,1956655.0,106838522.0,Idle
2010-07-28 10:41:56.280000,271.12294808551962,-221.0625,5.8866241386723512,344.17174893986015,-207.0859375,18.62585037645513,1022.186558875375,952.234375,8.1465909041374474,194.1515648354632,21.9453125,24.281007429209847,185.80232746205479,75.9375,12.983613470448049,449.73213756479856,115.34375,37.047781120297877,609.08389213752594,507.7734375,14.247924653562489,137.64701890124303,-80.1953125,6.6872763908293598,943.72558186099263,869.2734375,10.444582061221682,149.72384073793683,29.1796875,14.33605245185521,323.60463499337902,-1.46875,53.645528923084541,399.95873904189716,55.0,35.217183305880667,-14367944.0,2124813.0,105949749.0,Idle
2010-07-28 10:41:56.920000,261.39037744292932,-218.796875,4.5283126255123998,295.411368148826,-214.265625,11.989894426531661,1012.7781344534882,951.546875,6.6495528221358615,218.68498187953213,41.5546875,23.714713455518364,195.43030120453108,74.1484375,13.751755480977465,465.68547834489408,116.03125,39.140359904291884,626.03448948473635,511.359375,16.299316691486641,140.12445820719256,-81.5078125,6.6848664133880602,931.16102780537608,867.0,9.1369784392872457,169.86115896472282,30.484375,17.864937891282327,349.13946941733923,-4.3203125,55.08784654896526,444.91999140942039,57.40625,39.492372186759056,-14320841.0,2235266.0,105598597.0,Idle
2010-07-28 10:41:57.560000,270.71499746800669,-219.140625,5.959150493935776,359.68727847240109,-201.453125,21.558372566925708,1024.654402062062,955.2890625,7.7188409344339872,395.58245068941869,46.2265625,53.740001227517602,196.67187883624408,76.2109375,14.421475058782779,440.24162356773195,114.984375,36.175782726284929,625.34352576417768,520.953125,14.011635441103047,135.14647427094417,-83.140625,6.1767385900145557,910.70349531274678,860.8359375,6.6799342059704268,174.8594266029242,28.8515625,17.743436217615621,192.18875849610828,-17.3671875,20.951905899937689,415.15311929778147,55.34375,37.804686692756761,-14613196.0,2141303.0,105259101.0,Idle
2010-07-28 10:41:58.200000,269.34411073814255,-217.3828125,6.0803488460649815,349.37596118036987,-199.1484375,19.922541349150055,1044.225109963344,956.8125,9.4428792616447232,382.00089496713673,34.140625,53.578175123919394,194.90887391278326,74.703125,13.352410465319549,456.54410001425089,113.59375,37.522584345131399,641.44570759305975,526.1484375,14.504896718301504,126.27264840198561,-86.125,4.2093645601206839,962.11559091984191,858.0859375,10.283502673996528,126.49637810257326,27.875,10.233981385560558,311.7101314393978,-3.484375,49.648134465046873,389.17258316519184,56.71875,33.972170940896611,-14640478.0,2196471.0,105091536.0,Idle
2010-07-28 10:41:58.840000,258.18979874027428,-216.421875,4.2877175145262312,281.01657258074368,-209.84375,8.9078945850015536,1040.4150843405732,956.390625,8.5295757285679219,175.72235722979926,31.75,18.316232554758635,173.524344292112,77.5859375,10.533820045268181,519.36150056043175,116.78125,43.024509275963858,637.73379867121366,528.0234375,14.035370967081482,131.51219987824649,-87.7890625,4.6614314186839376,963.67484212407385,857.0390625,10.768445181227127,165.70502569553972,36.0078125,16.094688610372174,316.66382494428689,-2.078125,49.811301644148742,440.04349206897149,55.6875,38.296897312315004,-14627216.0,2357900.0,104916986.0,Idle
2010-07-28 10:41:59.480000,265.99884198645094,-217.0546875,5.2890048002761114,309.18516422019746,-214.6875,12.693348405759609,1024.4405848726665,957.3671875,7.4213281048504891,180.84240095632757,36.84375,18.276708837684644,177.42367312822213,77.578125,11.976284752976401,484.21420330407329,111.3984375,42.323962598728791,1022.3285008134294,477.296875,94.688169087982558,209.58369175120828,-80.078125,17.482406055356769,1133.9120348201343,883.625,44.545622680573231,373.09356039994174,43.7421875,47.66619709201526,1474.9661127545226,66.234375,245.15127614058912,598.8772219251623,63.25,58.40109159938708,-13271569.0,2193616.0,108284505.0,Idle
2010-07-28 10:42:00.120000,271.08455741515337,-214.015625,6.2499804687194827,318.57659260418245,-220.3046875,13.00454163080513,1023.592193013553,958.3515625,7.2258107717123172,183.40173603078307,31.46875,18.994216841910067,172.99940448293111,72.578125,11.756387475937283,422.01765212284209,104.9921875,33.706104810031725,1027.5994867402796,364.3125,104.72133781493626,207.31036650598412,-72.75,17.806248903123869,1235.3878483394478,938.5859375,43.980202816109134,397.18509831868045,34.7421875,54.04428827558786,1613.5941288487747,91.2890625,281.34279447921017,554.01156782210899,55.6875,61.61089468389499,-10008692.0,2051229.0,115132955.0,Idle
2010-07-28 10:42:00.760000,263.99141663806353,-209.9375,6.0204728842508706,298.57947059081107,-228.328125,9.2230260210179935,1010.1885671130119,957.3828125,5.5581037314756685,152.43263164139557,27.0390625,16.558797861592904,180.47748337444827,73.078125,12.099592823081899,478.79133579624784,128.1171875,42.95866856165172,581.06616158360146,326.8515625,47.511855402716002,154.80564973961802,-76.09375,11.149157409306769,1083.1909250733584,955.8203125,16.940813141710279,225.16553263985278,28.1015625,31.529460391173739,725.68946998527417,17.53125,160.00766278037281,474.80200267061133,41.25,45.270713491174405,-8776542.0,2228491.0,117131274.0,Idle
