339,-495,1139,123,-436,-543,PushLeft
1034,-899,1268,-140,-501,1357,PushLeft
1347,166,894,419,248,2896,PushLeft
1085,330,1043,-58,-110,3710,PushLeft
930,885,858,189,-175,3213,PushLeft
96,-15,1127,-41,-142,859,PushLeft
84,109,1064,-74,-61,995,PushLeft
30,198,995,57,-44,905,PushLeft
18,205,1007,40,-159,724,PushLeft
-19,205,1031,-41,-110,588,PushLeft
90,-149,1031,106,-110,45,PushLeft
153,-125,1049,139,-208,407,PushLeft
195,-17,1040,189,-224,452,PushLeft
248,27,1032,156,-208,543,PushLeft
201,138,986,123,-110,543,PushLeft
75,-344,1025,139,-142,-90,PushLeft
117,-260,1040,271,-159,362,PushLeft
159,-14,1031,172,-142,678,PushLeft
162,-6,1029,57,-159,678,PushLeft
215,171,1094,106,-159,769,PushLeft
62,258,1068,24,4,-90,PushRight
80,262,1083,40,69,-226,PushRight
56,184,990,254,52,-407,PushRight
132,210,1088,485,-240,-814,PushRight
296,36,1119,320,-77,-1267,PushRight
83,262,1071,156,101,-497,PushRight
95,204,1037,353,36,-859,PushRight
233,129,1127,699,-240,-1176,PushRight
290,-36,1172,419,-159,-1176,PushRight
122,-279,1017,353,-77,-1086,PushRight
39,250,1032,370,134,-543,PushRight
174,201,1119,518,-77,-995,PushRight
284,157,1175,782,-208,-1176,PushRight
284,90,1127,485,-126,-1402,PushRight
174,-104,1055,419,-77,-1131,PushRight
101,33,1016,73,-93,90,Still
108,30,1010,90,-77,90,Still
110,42,1010,73,-77,45,Still
107,34,1004,73,-93,90,Still
101,34,1013,73,-77,90,Still
105,36,1011,57,-93,90,Still
102,37,1011,90,-77,90,Still
99,34,1007,73,-77,135,Still
105,30,1007,90,-93,90,Still
101,37,1016,73,-93,90,Still
107,36,1013,73,-93,90,Still
111,34,1008,90,-93,45,Still
105,34,1013,73,-93,45,Still
102,39,1011,73,-93,135,Still
102,28,1016,73,-77,135,Still
105,24,1011,73,-93,90,Still
104,39,1008,90,-77,45,Still
102,46,1016,90,-77,90,Still
105,34,1014,73,-77,45,Still
98,39,1013,73,-93,90,Still
104,49,1011,73,-93,45,Still
105,39,1013,73,-77,90,Still
102,40,1017,73,-93,45,Still
104,36,1013,73,-93,45,Still
107,45,1011,73,-77,135,Still
104,34,1010,73,-93,135,Still
104,40,1011,57,-110,45,Still
107,36,1014,57,-110,0,Still
107,39,1014,90,-93,0,Still
111,46,1013,73,-77,45,Still
104,39,1014,73,-77,45,Still
104,39,1010,90,-77,90,Still
104,30,1017,73,-77,45,Still
107,42,1014,73,-93,135,Still
104,33,1008,73,-93,45,Still
99,43,1011,73,-93,45,Still
101,27,1014,73,-77,90,Still
102,39,1010,73,-93,90,Still
111,28,1013,73,-93,45,Still
105,43,1011,73,-93,135,Still
110,46,1016,73,-93,90,Still
107,4,1014,73,-93,45,Still
117,27,1013,24,-77,45,Still
116,22,1013,106,-44,135,Still
84,39,1028,57,-44,135,Still
111,13,1017,172,-12,135,Still
105,19,1047,139,69,135,Still
33,66,1020,7,20,90,Still
17,67,987,-8,-142,181,Still
56,22,1022,-58,-61,90,Still
8,-95,1035,57,-44,181,Still
-75,52,1068,123,-93,135,Still
57,-62,1077,57,-110,0,Still
0,-38,1014,123,-77,135,Still
-1,-5,990,90,-175,90,Still
117,-30,939,-173,-240,181,Still
-55,-48,1184,172,-44,226,Still
-84,58,1013,73,-110,135,Still
27,-32,986,-41,4,45,Still
-99,-107,1004,-140,-110,45,Still
63,-66,1059,-90,-93,0,Still
72,-90,1010,57,-61,135,Still
69,-75,1011,57,-44,90,Still
60,-84,1016,139,-28,181,Still
-6,-71,993,90,-77,45,Still
41,-108,1008,73,-93,45,Still
11,-78,1023,7,-142,45,Still
69,-86,957,222,-93,0,Still
89,-9,941,205,-142,45,Still
101,9,951,73,-110,90,Still
68,1,1007,73,-77,135,Still
60,19,1013,40,-61,45,Still
56,1,1023,-8,-77,45,Still
35,-57,1010,-41,-93,45,Still
57,-57,1020,-58,-142,45,Still
87,-60,989,24,-175,90,Still
99,-72,1010,40,-159,135,Still
93,-62,1013,106,-77,90,Still
102,-57,1028,40,-110,90,Still
96,-96,1004,106,-93,135,Still
74,-45,1002,123,-77,135,Still
81,-54,1013,123,-77,90,Still
78,-45,1013,90,-93,45,Still
80,-56,1008,90,-77,45,Still
80,-53,1022,90,-77,135,Still
77,-36,1025,73,-93,90,Still
87,-45,1014,73,-93,135,Still
75,-48,1010,106,-61,90,Still
78,-27,1014,106,-61,181,Still
74,-39,1010,156,-44,90,Still
50,-20,1029,156,4,90,Still
53,-24,1017,90,-61,45,Still
42,-9,1017,73,-77,45,Still
45,-12,1017,106,-61,90,Still
59,6,1026,73,-77,90,Still
42,-9,1022,57,-93,45,Still
47,-20,1016,57,-93,135,Still
33,-17,1016,73,-77,45,Still
51,-11,1020,73,-93,135,Still
48,-9,1023,90,-77,45,Still
54,-21,1016,73,-93,135,Still
50,-9,1020,73,-93,0,Still
50,-20,1017,73,-93,45,Still
45,-17,1017,90,-77,135,Still
48,-14,1020,73,-93,45,Still
50,-14,1020,73,-93,135,Still
51,-9,1014,73,-93,90,Still
48,-15,1023,90,-93,45,Still
50,-14,1016,90,-93,90,Still
48,-8,1017,73,-93,135,Still
47,-11,1022,57,-93,135,Still
51,-14,1020,57,-93,135,Still
48,-8,1017,57,-77,45,Still
50,-14,1022,73,-93,135,Still
45,-11,1017,90,-77,90,Still
53,-8,1017,90,-93,90,Still
50,-2,1020,73,-93,135,Still
53,-15,1020,90,-93,45,Still
50,-8,1017,73,-93,135,Still
48,-11,1020,73,-93,135,Still
50,-11,1016,73,-77,135,Still
51,-15,1020,73,-77,90,Still
50,-8,1020,73,-93,45,Still
50,-15,1014,73,-93,90,Still
51,-14,1016,73,-77,90,Still
47,-8,1020,73,-77,90,Still
51,-11,1020,73,-93,90,Still
53,-23,1014,57,-93,135,Still
50,-12,1020,73,-77,135,Still
44,-9,1020,73,-61,135,Still
51,-17,1022,73,-93,135,Still
51,-8,1022,73,-93,90,Still
50,-12,1016,73,-93,45,Still
47,-18,1014,73,-93,135,Still
53,-20,1020,73,-77,135,Still
45,-11,1017,73,-93,45,Still
56,-15,1017,73,-93,135,Still
50,-11,1017,57,-93,90,Still
48,-12,1017,90,-77,90,Still
47,-15,1020,73,-93,90,Still
48,-11,1022,73,-93,135,Still
51,-15,1014,57,-110,90,Still
50,-12,1017,73,-77,45,Still
47,-15,1020,73,-93,90,Still
