@relation 1811dataset2-weka.filters.unsupervised.attribute.Remove-R1

@attribute ' ax' numeric
@attribute ' ay' numeric
@attribute ' az' numeric
@attribute ' gx' numeric
@attribute ' gy' numeric
@attribute ' gz' numeric
@attribute ' gesture' {Down,Idle,Left,LRollL,LRollR,Right,RollL,RollR,Up}

@data
51,571,855,-41,-77,90,LRollR
42,580,866,-41,-126,0,LRollR
39,579,876,-25,-159,-45,LRollR
53,588,879,-25,-191,-45,LRollR
63,594,872,-8,-191,0,LRollR
68,601,864,-8,-175,0,LRollR
75,606,861,7,-159,-45,LRollR
74,609,861,7,-126,0,LRollR
57,606,863,24,-110,0,LRollR
57,606,860,40,-93,-90,LRollR
63,621,854,40,-77,45,LRollR
72,616,855,40,-61,0,LRollR
74,612,851,57,-61,90,LRollR
87,610,845,73,-28,45,LRollR
90,613,839,57,-28,90,LRollR
75,615,833,73,-28,90,LRollR
66,613,830,73,-28,90,LRollR
75,619,818,90,-28,45,LRollR
74,612,819,73,-61,90,LRollR
66,610,818,90,-77,90,LRollR
75,609,819,90,-93,90,LRollR
75,606,812,90,-93,45,LRollR
75,600,804,73,-110,45,LRollR
74,598,798,90,-93,45,LRollR
86,594,795,90,-77,45,LRollR
96,592,803,73,-77,90,LRollR
86,591,803,57,-61,45,LRollR
81,582,812,73,-61,90,LRollR
65,568,821,57,-61,45,LRollR
44,553,828,57,-61,90,LRollR
24,550,830,57,-77,135,LRollR
39,555,833,57,-110,135,LRollR
63,553,830,57,-126,90,LRollR
86,561,830,57,-110,90,LRollR
98,559,825,57,-110,90,LRollR
101,561,833,57,-77,135,LRollR
96,568,840,73,-61,90,LRollR
87,568,843,73,-44,135,LRollR
80,573,845,57,-44,45,LRollR
65,573,843,73,-28,90,LRollR
60,574,837,90,-44,45,LRollR
56,577,834,90,-61,90,LRollR
68,577,831,106,-77,45,LRollR
78,579,831,90,-93,45,LRollR
96,588,836,90,-93,90,LRollR
101,585,834,106,-77,90,LRollR
99,583,833,106,-44,90,LRollR
93,582,831,106,-28,90,LRollR
86,580,830,106,-12,45,LRollR
80,577,819,106,-28,0,LRollR
86,583,812,106,-28,45,LRollR
77,579,815,123,-28,45,LRollR
72,585,810,106,-44,90,LRollR
81,586,812,106,-44,45,LRollR
92,585,807,106,-61,90,LRollR
98,576,801,73,-77,0,LRollR
108,579,797,106,-44,0,LRollR
117,574,794,106,-12,0,LRollR
117,573,788,106,4,0,LRollR
101,570,782,106,20,0,LRollR
95,570,776,106,36,0,LRollR
78,564,768,106,20,0,LRollR
75,556,759,90,20,-45,LRollR
68,559,749,90,4,-45,LRollR
66,565,744,73,4,-45,LRollR
72,570,732,73,4,-45,LRollR
66,561,720,57,20,-45,LRollR
68,556,720,40,52,-90,LRollR
48,543,713,24,69,0,LRollR
30,528,707,-8,85,-45,LRollR
2,520,710,-25,101,-90,LRollR
-21,522,701,-58,101,-90,LRollR
-36,526,690,-58,101,-90,LRollR
-46,535,687,-107,85,-135,LRollR
-48,529,678,-123,85,-135,LRollR
-46,514,683,-140,101,-90,LRollR
-40,504,684,-173,101,-135,LRollR
-42,501,684,-206,134,-90,LRollR
-54,502,686,-222,167,-90,LRollR
-69,505,680,-255,183,-45,LRollR
-78,516,675,-305,183,-90,LRollR
-67,513,674,-305,216,-45,LRollR
-55,511,677,-371,216,45,LRollR
-52,498,683,-387,232,0,LRollR
-60,486,686,-436,232,-45,LRollR
-63,477,669,-469,264,45,LRollR
-66,489,677,-502,264,-45,LRollR
-48,499,671,-552,264,0,LRollR
-30,504,686,-585,264,0,LRollR
-13,499,717,-618,281,0,LRollR
-21,486,774,-634,297,-45,LRollR
-34,448,833,-667,297,-45,LRollR
-67,423,873,-684,264,-45,LRollR
-82,400,893,-700,232,-90,LRollR
-69,414,896,-700,167,-45,LRollR
-45,442,893,-700,118,-90,LRollR
-19,450,912,-717,85,-90,LRollR
-9,448,917,-733,101,-135,LRollR
-18,427,956,-749,134,-45,LRollR
-42,393,1035,-749,134,-135,LRollR
-76,342,1070,-733,118,-181,LRollR
-99,312,1094,-717,101,-181,LRollR
-103,304,1100,-733,36,-135,LRollR
-105,309,1086,-684,52,-181,LRollR
-96,324,1067,-667,36,-181,LRollR
-103,319,1071,-651,52,-135,LRollR
-120,298,1088,-651,36,-271,LRollR
-138,267,1109,-634,69,-135,LRollR
-145,237,1128,-618,69,-135,LRollR
-157,204,1170,-601,52,-90,LRollR
-163,175,1194,-552,20,-135,LRollR
-157,157,1197,-519,-12,-90,LRollR
-141,160,1191,-486,-12,-135,LRollR
-138,162,1182,-436,-12,-135,LRollR
-141,163,1164,-404,4,-135,LRollR
-145,156,1140,-371,36,-90,LRollR
-138,153,1122,-354,52,-90,LRollR
-145,145,1124,-338,85,-90,LRollR
-156,127,1109,-321,85,-90,LRollR
-160,115,1112,-305,85,-90,LRollR
-168,103,1122,-288,69,-90,LRollR
-181,91,1122,-255,36,-45,LRollR
-181,97,1110,-239,36,-90,LRollR
-183,103,1107,-222,4,-90,LRollR
-175,109,1094,-206,4,-45,LRollR
-183,103,1089,-189,4,-45,LRollR
-195,91,1085,-173,-12,0,LRollR
-204,72,1086,-156,-28,45,LRollR
-193,66,1091,-140,-12,0,LRollR
-186,66,1092,-123,-12,45,LRollR
-183,66,1094,-107,4,90,LRollR
-181,63,1089,-74,36,90,LRollR
-186,66,1079,-58,20,45,LRollR
-196,72,1065,-58,20,90,LRollR
-192,70,1059,-41,4,45,LRollR
-196,70,1050,-25,4,45,LRollR
-195,73,1041,-25,-12,90,LRollR
-193,79,1037,-25,-28,135,LRollR
-180,76,1046,-25,-28,135,LRollR
-177,70,1049,-25,-28,135,LRollR
-177,66,1044,-8,-28,135,LRollR
-178,67,1037,-8,-28,135,LRollR
-181,66,1037,7,-28,135,LRollR
-186,58,1031,24,-28,90,LRollR
-177,58,1022,24,-44,135,LRollR
-171,63,1020,24,-44,90,LRollR
-157,60,1020,24,-44,90,LRollR
-165,54,1031,24,-28,135,LRollR
-174,52,1031,40,-28,135,LRollR
-172,57,1029,40,-44,90,LRollR
-175,57,1029,57,-28,90,LRollR
-169,60,1023,40,-44,135,LRollR
-169,55,1028,57,-44,135,LRollR
-168,54,1022,40,-44,90,LRollR
-162,55,1028,57,-28,181,LRollR
-162,52,1031,57,-44,135,LRollR
-162,49,1029,57,-28,90,LRollR
-163,55,1026,73,-28,90,LRollR
-168,64,1023,73,-28,90,LRollR
-165,63,1022,73,-28,90,LRollR
-159,66,1019,73,-28,90,LRollR
-160,60,1019,73,-28,90,LRollR
-156,55,1025,73,-28,90,LRollR
-163,55,1019,90,-28,90,LRollR
-169,54,1014,90,-28,90,LRollR
-168,64,1014,90,-28,90,LRollR
-172,60,1014,90,-28,90,LRollR
-178,58,1016,90,-28,90,LRollR
-177,55,1019,90,-28,135,LRollR
-178,57,1017,90,-28,135,LRollR
-184,57,1016,90,-28,135,LRollR
-181,52,1019,73,-44,90,LRollR
-177,52,1020,73,-44,90,LRollR
-172,51,1016,73,-61,90,LRollR
-174,49,1019,73,-44,90,LRollR
-165,48,1016,90,-44,90,LRollR
-162,52,1011,90,-44,45,LRollR
-171,58,1005,90,-44,45,LRollR
-180,60,1005,90,-61,45,LRollR
-174,58,1014,90,-44,90,LRollR
-172,60,1017,106,-44,90,LRollR
-166,57,1016,90,-61,90,LRollR
-172,63,1010,106,-28,135,LRollR
-171,60,1008,90,-28,181,LRollR
-172,66,1004,90,-28,135,LRollR
-174,61,1005,73,-61,135,LRollR
-180,60,1008,73,-61,135,LRollR
-175,67,1010,90,-61,90,LRollR
-174,64,1010,90,-61,135,LRollR
-169,61,1017,73,-61,90,LRollR
-175,57,1019,73,-61,90,LRollR
-175,58,1007,90,-61,90,LRollR
-169,63,1014,90,-44,135,LRollR
-172,57,1014,90,-44,90,LRollR
-171,58,1011,90,-44,90,LRollR
-174,63,1007,90,-44,90,LRollR
-175,63,1011,90,-44,135,LRollR
-181,57,1017,90,-44,181,LRollR
-184,51,1016,90,-61,135,LRollR
-177,60,1011,90,-61,90,LRollR
-171,61,1011,90,-61,135,LRollR
-166,66,1008,90,-61,90,LRollR
-165,70,1008,57,-77,181,LRollR
-169,72,1016,90,-44,135,LRollR
-172,69,1007,90,-28,135,LRollR
-178,63,1005,90,-44,90,LRollR
-180,67,1001,73,-77,0,LRollR
-181,61,1002,90,-61,90,LRollR
-172,63,1004,90,-61,90,LRollR
-172,64,1004,73,-61,90,LRollR
-168,64,996,73,-61,90,LRollR
-162,67,999,73,-44,135,LRollR
-171,64,1001,73,-44,90,LRollR
-174,67,999,73,-44,135,LRollR
-183,63,1001,73,-44,90,LRollR
-181,55,990,73,-44,90,LRollR
-175,57,993,73,-44,90,LRollR
-165,57,993,57,-61,135,LRollR
-159,54,996,57,-44,135,LRollR
-159,60,990,57,-28,135,LRollR
-162,54,995,57,-44,90,LRollR
-162,45,989,73,-28,90,LRollR
-166,45,990,57,-44,90,LRollR
-157,43,990,57,-44,90,LRollR
-150,42,993,40,-61,90,LRollR
-150,36,990,40,-44,90,LRollR
-132,40,990,40,-44,90,LRollR
-133,37,984,40,-12,90,LRollR
-130,40,983,40,-12,45,LRollR
-127,39,990,24,-12,90,LRollR
-129,27,990,7,-28,90,LRollR
-120,19,993,24,-28,45,LRollR
-94,9,1004,24,-28,0,LRollR
-79,-3,1010,24,-28,45,LRollR
-76,-14,1004,24,-44,45,LRollR
-66,-21,1007,24,-61,0,LRollR
365,426,665,90,183,316,LRollR
335,453,698,40,167,181,LRollR
311,466,746,7,150,90,LRollR
270,459,776,-41,134,90,LRollR
236,445,812,-58,101,45,LRollR
198,435,852,-74,85,-45,LRollR
158,430,893,-90,36,0,LRollR
107,435,923,-90,4,-45,LRollR
77,438,941,-74,-28,-90,LRollR
50,460,951,-58,-77,-90,LRollR
50,474,957,-41,-126,-90,LRollR
54,478,956,-25,-142,-181,LRollR
66,483,945,-25,-142,-45,LRollR
72,487,938,7,-126,-45,LRollR
74,498,936,7,-110,45,LRollR
66,507,936,24,-93,0,LRollR
66,513,947,24,-77,0,LRollR
83,525,947,57,-61,45,LRollR
92,537,945,57,-44,45,LRollR
101,538,936,57,-12,135,LRollR
108,540,924,57,4,135,LRollR
102,538,906,73,4,90,LRollR
95,535,897,73,4,90,LRollR
99,531,890,90,-28,45,LRollR
95,529,885,90,-44,45,LRollR
90,529,876,106,-44,45,LRollR
98,535,879,106,-77,0,LRollR
102,535,878,106,-77,90,LRollR
107,525,878,106,-77,45,LRollR
111,523,878,123,-61,45,LRollR
98,522,879,123,-44,0,LRollR
90,522,858,123,-44,45,LRollR
86,525,860,123,-44,0,LRollR
80,520,851,139,-28,45,LRollR
83,522,849,123,-44,45,LRollR
81,519,845,123,-44,45,LRollR
72,511,845,106,-61,45,LRollR
63,510,854,106,-44,45,LRollR
60,505,857,106,-61,90,LRollR
68,502,854,106,-61,135,LRollR
83,507,857,90,-61,90,LRollR
77,507,854,73,-61,135,LRollR
90,510,849,90,-61,90,LRollR
113,516,852,73,-61,135,LRollR
119,513,855,57,-77,45,LRollR
126,511,858,73,-44,90,LRollR
128,517,861,73,-44,90,LRollR
111,516,861,73,-44,45,LRollR
104,510,872,73,-44,0,LRollR
108,511,875,73,-61,45,LRollR
102,508,875,73,-77,90,LRollR
96,507,875,73,-93,90,LRollR
110,508,873,90,-93,0,LRollR
125,511,864,73,-93,0,LRollR
131,502,861,73,-93,45,LRollR
137,498,861,73,-93,0,LRollR
132,489,860,73,-77,45,LRollR
126,481,857,73,-61,45,LRollR
110,480,854,73,-61,0,LRollR
102,474,843,106,-44,90,LRollR
98,471,839,73,-61,-90,LRollR
96,475,831,73,-61,-90,LRollR
89,471,830,73,-77,-90,LRollR
90,474,825,57,-93,-90,LRollR
95,474,818,57,-93,-90,LRollR
98,466,809,57,-77,-90,LRollR
95,459,809,57,-61,-135,LRollR
84,448,798,40,-28,-135,LRollR
83,442,789,40,-12,-135,LRollR
78,432,782,40,20,-135,LRollR
68,426,774,40,36,-181,LRollR
56,439,762,24,52,-181,LRollR
42,468,755,7,52,-181,LRollR
21,487,750,-8,36,-181,LRollR
15,493,740,-41,36,-181,LRollR
17,492,749,-74,36,-181,LRollR
26,495,755,-90,20,-181,LRollR
39,486,761,-123,20,-181,LRollR
44,481,767,-156,36,-181,LRollR
38,490,776,-173,52,-226,LRollR
24,486,774,-206,85,-181,LRollR
8,490,771,-206,101,-271,LRollR
-18,495,768,-239,118,-226,LRollR
-39,496,771,-255,101,-226,LRollR
-57,495,762,-288,101,-181,LRollR
-54,495,770,-305,85,-181,LRollR
-28,487,788,-338,69,-181,LRollR
-15,489,797,-354,69,-181,LRollR
-3,478,803,-387,52,-181,LRollR
9,477,812,-404,101,-90,LRollR
-3,465,815,-436,101,-181,LRollR
-22,457,828,-453,118,-135,LRollR
-37,450,836,-469,118,-181,LRollR
-66,444,839,-502,118,-181,LRollR
-93,441,836,-519,101,-135,LRollR
-102,432,839,-552,85,-181,LRollR
-96,424,837,-568,69,-181,LRollR
-61,414,858,-601,36,-135,LRollR
-54,390,881,-618,36,-181,LRollR
-57,372,905,-634,36,-135,LRollR
-72,355,944,-634,52,-135,LRollR
-85,336,959,-651,52,-90,LRollR
-88,327,959,-651,69,-90,LRollR
-76,319,965,-651,69,-135,LRollR
-67,309,962,-667,85,45,LRollR
-60,292,983,-667,69,-90,LRollR
-58,271,996,-684,36,0,LRollR
-66,253,1031,-651,36,-135,LRollR
-97,226,1073,-634,20,-90,LRollR
-103,207,1089,-618,4,-135,LRollR
-88,210,1079,-585,4,-135,LRollR
-63,208,1089,-568,4,-90,LRollR
-63,193,1110,-552,20,-90,LRollR
-81,171,1119,-535,36,-90,LRollR
-70,148,1136,-519,36,-45,LRollR
-76,133,1164,-469,36,-135,LRollR
-91,117,1173,-453,36,-90,LRollR
-97,108,1164,-420,36,-90,LRollR
-88,117,1140,-387,36,-90,LRollR
-85,124,1127,-371,52,-45,LRollR
-72,129,1103,-354,69,-90,LRollR
-85,118,1115,-338,69,-90,LRollR
-100,102,1118,-321,69,-90,LRollR
-106,81,1140,-321,52,-45,LRollR
-126,58,1154,-288,36,-45,LRollR
-129,49,1155,-272,20,-45,LRollR
-120,48,1133,-239,20,-45,LRollR
-109,64,1115,-222,20,0,LRollR
-97,72,1097,-206,36,0,LRollR
-103,70,1077,-189,52,0,LRollR
-112,61,1085,-189,36,45,LRollR
-108,42,1109,-173,36,45,LRollR
-112,18,1112,-156,20,45,LRollR
-105,9,1098,-140,20,45,LRollR
-115,18,1089,-123,20,0,LRollR
-129,15,1088,-123,-12,0,LRollR
-138,10,1085,-90,4,45,LRollR
-129,12,1085,-74,-12,45,LRollR
-127,12,1082,-74,-12,90,LRollR
-121,15,1073,-58,-12,90,LRollR
-130,15,1068,-41,-12,45,LRollR
-129,12,1073,-25,-12,90,LRollR
-138,4,1071,-25,-12,45,LRollR
-151,4,1073,-8,-28,45,LRollR
-151,0,1068,-25,-61,45,LRollR
-138,-2,1064,7,-44,45,LRollR
-138,-2,1061,24,-61,90,LRollR
-135,-2,1059,24,-44,135,LRollR
-130,-3,1056,57,-28,90,LRollR
-135,-9,1050,57,-28,135,LRollR
-139,1,1049,73,-12,45,LRollR
-148,0,1046,73,-28,90,LRollR
-151,10,1038,57,-44,45,LRollR
-138,7,1038,90,-28,135,LRollR
-136,18,1037,73,-44,135,LRollR
-126,19,1044,90,-28,181,LRollR
-127,13,1040,90,-28,90,LRollR
-127,15,1037,90,-28,181,LRollR
-123,19,1031,90,-44,135,LRollR
-126,25,1028,73,-44,135,LRollR
-130,22,1025,106,-28,90,LRollR
-126,16,1022,106,-28,90,LRollR
-129,21,1022,106,-44,90,LRollR
-132,27,1014,106,-44,90,LRollR
-133,27,1011,106,-44,90,LRollR
-121,30,1008,106,-44,90,LRollR
-126,31,1005,106,-44,90,LRollR
-130,25,1008,106,-44,90,LRollR
-123,24,1008,106,-28,135,LRollR
-123,24,1007,90,-28,135,LRollR
-130,21,1010,106,-28,90,LRollR
-132,19,1007,106,-28,90,LRollR
-133,21,1002,90,-44,90,LRollR
-123,15,1002,106,-28,90,LRollR
-138,22,1005,90,-28,181,LRollR
-130,19,1014,90,-28,135,LRollR
-133,22,1016,90,-28,135,LRollR
-133,16,1019,73,-44,135,LRollR
-132,21,1020,90,-28,90,LRollR
-136,24,1017,90,-28,90,LRollR
-132,18,1017,90,-44,90,LRollR
-139,19,1016,106,-28,90,LRollR
-141,22,1010,90,-28,45,LRollR
-138,25,1016,106,-28,90,LRollR
-136,30,1017,106,-44,90,LRollR
-139,30,1022,106,-44,135,LRollR
-130,30,1020,90,-44,90,LRollR
-135,31,1017,106,-28,181,LRollR
-138,24,1016,106,-12,135,LRollR
-139,25,1008,106,-12,181,LRollR
-138,27,1008,90,-12,135,LRollR
-139,30,1010,90,-28,135,LRollR
-141,25,1008,73,-28,135,LRollR
-138,31,1005,90,-44,90,LRollR
-138,31,1001,73,-44,135,LRollR
-132,27,1005,73,-44,90,LRollR
-127,31,999,73,-44,90,LRollR
-121,30,998,73,-44,135,LRollR
-120,27,989,57,-44,90,LRollR
-126,25,987,57,-28,90,LRollR
-129,22,990,57,-28,226,LRollR
-132,22,987,40,-44,90,LRollR
-127,13,990,40,-61,90,LRollR
-117,9,986,24,-61,135,LRollR
-114,9,981,7,-61,226,LRollR
-112,1,981,-8,-77,135,LRollR
-118,-3,977,-8,-93,90,LRollR
-133,-14,972,-41,-126,90,LRollR
-133,-26,974,-58,-175,135,LRollR
-103,-39,983,-90,-208,181,LRollR
252,439,774,-8,150,135,LRollR
216,459,824,-25,101,45,LRollR
197,454,861,-41,69,0,LRollR
186,448,885,-58,52,0,LRollR
150,444,906,-58,36,0,LRollR
111,432,923,-41,4,-90,LRollR
77,439,933,-41,-12,-45,LRollR
74,454,939,-25,-28,0,LRollR
78,459,944,-8,-44,0,LRollR
83,471,942,7,-28,0,LRollR
75,477,939,24,-28,0,LRollR
57,489,938,40,-28,0,LRollR
59,492,933,57,-28,45,LRollR
72,493,920,57,-28,45,LRollR
78,501,903,57,-12,45,LRollR
101,510,899,57,4,45,LRollR
102,520,900,57,4,90,LRollR
114,520,894,73,20,90,LRollR
122,519,887,57,52,90,LRollR
125,525,885,57,52,135,LRollR
122,520,875,73,36,45,LRollR
129,525,881,57,36,90,LRollR
128,526,882,73,36,135,LRollR
117,520,879,73,20,90,LRollR
111,529,876,73,20,90,LRollR
117,529,872,73,4,90,LRollR
116,522,873,73,-12,45,LRollR
119,517,870,90,-28,45,LRollR
122,511,873,90,-28,45,LRollR
120,510,873,90,-12,45,LRollR
116,520,876,90,4,45,LRollR
92,525,881,90,20,45,LRollR
81,525,879,90,4,45,LRollR
71,516,884,90,4,90,LRollR
68,504,891,90,-12,90,LRollR
72,504,891,73,-28,135,LRollR
78,504,891,90,-28,90,LRollR
84,502,893,73,-28,181,LRollR
84,501,887,73,-12,135,LRollR
84,508,885,73,-12,181,LRollR
89,501,885,73,-12,135,LRollR
90,496,885,73,-12,181,LRollR
99,492,885,73,-12,181,LRollR
102,498,896,73,-12,135,LRollR
104,498,897,73,-12,135,LRollR
104,502,890,73,-28,135,LRollR
107,501,897,90,-28,135,LRollR
117,495,894,90,-44,135,LRollR
125,499,894,90,-44,135,LRollR
119,502,903,90,-28,90,LRollR
111,505,905,90,-44,90,LRollR
104,501,902,90,-44,135,LRollR
104,505,897,106,-44,90,LRollR
105,505,891,90,-61,90,LRollR
107,502,882,106,-61,90,LRollR
101,501,879,90,-61,90,LRollR
108,501,876,106,-61,90,LRollR
108,504,873,106,-61,90,LRollR
104,499,873,106,-44,90,LRollR
95,504,866,90,-44,90,LRollR
84,499,869,106,-44,90,LRollR
71,502,872,90,-61,90,LRollR
63,499,864,90,-77,90,LRollR
68,502,864,90,-77,90,LRollR
74,498,864,90,-93,90,LRollR
80,498,855,90,-77,90,LRollR
90,502,855,90,-77,90,LRollR
98,505,855,73,-61,45,LRollR
98,517,860,90,-44,90,LRollR
89,517,858,90,-28,90,LRollR
83,510,861,73,-28,45,LRollR
75,507,864,73,-44,90,LRollR
77,504,864,73,-61,45,LRollR
78,502,863,90,-61,90,LRollR
80,505,861,73,-77,45,LRollR
89,508,864,73,-61,45,LRollR
99,511,861,90,-61,45,LRollR
104,510,863,90,-44,45,LRollR
107,507,864,73,-28,90,LRollR
99,502,864,73,-28,90,LRollR
90,499,866,73,-12,90,LRollR
86,496,869,73,-12,90,LRollR
92,493,869,73,-28,90,LRollR
84,489,864,73,-28,0,LRollR
99,492,860,73,-28,90,LRollR
105,493,863,73,-28,45,LRollR
104,495,857,90,-12,45,LRollR
108,499,851,73,-12,45,LRollR
105,493,852,73,4,45,LRollR
101,490,840,57,4,0,LRollR
93,486,837,57,4,0,LRollR
90,487,833,40,4,0,LRollR
93,489,834,40,4,90,LRollR
96,486,831,40,4,45,LRollR
93,481,831,24,4,45,LRollR
83,481,831,24,4,45,LRollR
80,475,825,7,4,0,LRollR
83,472,822,-8,20,0,LRollR
89,469,821,-8,20,0,LRollR
81,465,818,-25,36,0,LRollR
77,462,813,-25,36,0,LRollR
65,460,813,-41,36,0,LRollR
66,463,812,-58,36,0,LRollR
63,466,807,-74,36,-45,LRollR
60,465,816,-90,52,0,LRollR
50,462,819,-90,52,0,LRollR
42,460,821,-107,52,-45,LRollR
51,460,828,-123,52,-45,LRollR
50,451,821,-140,69,-45,LRollR
54,450,818,-140,69,-45,LRollR
50,459,812,-156,85,-45,LRollR
57,457,807,-173,101,-45,LRollR
66,457,821,-189,101,-45,LRollR
39,450,825,-206,118,-45,LRollR
32,448,830,-222,101,-45,LRollR
36,442,824,-239,85,-90,LRollR
45,438,822,-239,101,-90,LRollR
59,438,815,-272,101,-45,LRollR
51,427,807,-272,118,-135,LRollR
45,417,801,-305,134,-135,LRollR
35,417,813,-321,150,-135,LRollR
9,408,833,-338,134,-135,LRollR
-9,400,848,-371,118,-181,LRollR
-10,400,866,-387,101,-181,LRollR
-22,393,879,-404,85,-181,LRollR
-30,384,878,-420,69,-181,LRollR
-22,369,890,-436,52,-181,LRollR
-13,355,890,-436,52,-181,LRollR
-9,345,900,-453,69,-181,LRollR
-9,331,912,-469,69,-181,LRollR
-6,331,923,-469,85,-181,LRollR
-22,327,942,-486,85,-181,LRollR
-45,310,945,-486,69,-181,LRollR
-36,303,936,-486,69,-181,LRollR
-30,292,941,-502,69,-181,LRollR
-25,276,954,-502,85,-181,LRollR
-31,264,966,-502,85,-181,LRollR
-34,255,980,-502,101,-181,LRollR
-25,261,987,-502,118,-226,LRollR
-40,256,1001,-502,134,-181,LRollR
-69,246,1020,-519,134,-181,LRollR
-97,228,1038,-519,101,-181,LRollR
-123,204,1055,-502,85,-181,LRollR
-115,189,1062,-502,36,-181,LRollR
-109,183,1068,-486,20,-181,LRollR
-91,177,1076,-486,20,-181,LRollR
-93,168,1088,-469,20,-181,LRollR
-90,156,1094,-453,36,-135,LRollR
-90,151,1104,-436,52,-135,LRollR
-102,139,1115,-420,85,-90,LRollR
-123,121,1115,-404,69,-135,LRollR
-139,108,1119,-371,52,-90,LRollR
-141,105,1133,-354,36,-90,LRollR
-148,94,1133,-338,20,-90,LRollR
-142,90,1134,-305,20,-90,LRollR
-117,94,1142,-272,20,-90,LRollR
-109,91,1145,-255,36,-45,LRollR
-118,88,1136,-222,69,-45,LRollR
-114,90,1145,-206,69,-45,LRollR
-141,79,1133,-173,85,0,LRollR
-147,70,1125,-156,85,0,LRollR
-160,75,1119,-140,52,0,LRollR
-156,73,1100,-107,36,0,LRollR
-151,81,1104,-90,20,0,LRollR
-142,85,1106,-74,4,45,LRollR
-129,85,1103,-74,4,45,LRollR
-123,81,1098,-58,4,45,LRollR
-118,79,1088,-58,4,45,LRollR
-127,76,1082,-41,4,90,LRollR
-130,66,1077,-25,4,45,LRollR
-130,58,1076,-25,-12,45,LRollR
-129,51,1070,-8,-12,90,LRollR
-127,54,1062,7,-28,90,LRollR
-126,55,1061,24,-28,45,LRollR
-117,52,1059,24,-28,90,LRollR
-114,55,1061,40,-28,90,LRollR
-123,42,1065,40,-28,90,LRollR
-127,40,1055,40,-28,181,LRollR
-117,40,1044,57,-28,90,LRollR
-115,40,1038,57,-12,90,LRollR
-121,43,1032,57,-12,90,LRollR
-123,42,1031,57,-12,181,LRollR
-126,49,1026,57,-12,90,LRollR
-132,51,1032,73,-12,90,LRollR
-133,55,1029,57,-28,90,LRollR
-135,49,1031,57,-44,90,LRollR
-130,43,1029,73,-44,90,LRollR
-121,40,1026,90,-44,45,LRollR
-120,42,1020,73,-44,90,LRollR
-114,39,1020,73,-28,45,LRollR
-117,42,1019,73,-28,45,LRollR
-118,43,1020,73,-28,45,LRollR
-121,49,1025,73,-28,90,LRollR
-129,48,1026,73,-28,90,LRollR
-129,48,1023,73,-28,90,LRollR
-129,51,1017,90,-44,90,LRollR
-127,45,1016,73,-44,90,LRollR
-127,43,1014,73,-44,90,LRollR
-132,42,1008,73,-44,90,LRollR
-123,49,1014,90,-44,90,LRollR
-129,45,1017,90,-44,90,LRollR
-129,51,1019,90,-44,90,LRollR
-133,48,1014,90,-28,90,LRollR
-132,45,1010,90,-28,90,LRollR
-142,42,1008,90,-28,90,LRollR
-138,39,1011,90,-44,90,LRollR
-138,37,1011,90,-44,90,LRollR
-130,36,1016,90,-44,135,LRollR
-127,42,1014,106,-28,135,LRollR
-126,37,1008,90,-28,135,LRollR
-130,43,1011,90,-12,135,LRollR
-132,49,1008,90,-12,135,LRollR
-135,52,1010,73,-28,135,LRollR
-138,48,1010,90,-28,90,LRollR
-136,43,1007,90,-28,90,LRollR
-135,45,1007,90,-28,45,LRollR
-130,45,999,73,-44,90,LRollR
-130,49,999,73,-28,45,LRollR
-130,55,996,90,-28,45,LRollR
-127,49,999,73,-12,135,LRollR
-127,43,1002,73,-12,135,LRollR
-129,42,1001,57,-28,90,LRollR
-130,36,1004,73,-12,135,LRollR
-132,36,1002,57,-28,90,LRollR
-123,30,999,40,-44,90,LRollR
-118,31,998,40,-44,181,LRollR
-118,33,1002,40,-44,90,LRollR
-108,30,996,40,-44,135,LRollR
-102,31,1002,40,-44,90,LRollR
-100,28,1007,24,-44,90,LRollR
53,466,879,-123,-93,0,LRollR
41,466,902,-123,-110,45,LRollR
23,471,915,-107,-110,45,LRollR
23,481,921,-90,-93,45,LRollR
14,493,917,-74,-77,90,LRollR
6,499,911,-74,-77,90,LRollR
11,507,906,-41,-44,135,LRollR
20,513,905,-41,-44,135,LRollR
27,520,905,-8,-12,90,LRollR
32,541,917,-8,20,135,LRollR
27,558,914,24,20,135,LRollR
15,565,905,24,20,90,LRollR
6,565,896,40,20,90,LRollR
2,570,881,57,4,45,LRollR
8,573,875,57,-12,45,LRollR
26,580,863,57,-28,45,LRollR
41,585,860,57,-28,90,LRollR
54,585,860,73,-28,90,LRollR
50,586,863,73,-12,90,LRollR
38,579,858,57,-12,90,LRollR
36,574,854,73,20,90,LRollR
23,567,858,57,4,90,LRollR
11,567,854,57,4,135,LRollR
6,562,852,57,-12,90,LRollR
15,565,845,57,-28,90,LRollR
6,565,852,57,-28,45,LRollR
17,552,857,57,-44,90,LRollR
27,544,860,57,-44,90,LRollR
21,538,860,57,-28,90,LRollR
18,537,866,57,-28,135,LRollR
20,538,863,57,-12,90,LRollR
21,537,866,57,-12,135,LRollR
29,535,869,57,-12,135,LRollR
26,529,866,57,-12,135,LRollR
21,525,870,57,-12,90,LRollR
21,522,873,57,-28,90,LRollR
32,528,875,24,-44,226,LRollR
38,526,872,57,-44,90,LRollR
39,532,875,57,-44,135,LRollR
44,532,873,57,-44,90,LRollR
45,519,876,24,-77,45,LRollR
35,519,881,57,-44,45,LRollR
29,517,885,57,-44,135,LRollR
