@relation 1811dataset2-weka.filters.unsupervised.attribute.Remove-R1

@attribute ' ax' numeric
@attribute ' ay' numeric
@attribute ' az' numeric
@attribute ' gx' numeric
@attribute ' gy' numeric
@attribute ' gz' numeric
@attribute ' gesture' {Down,Idle,Left,LRollL,LRollR,Right,RollL,RollR,Up}

@data
-126,196,984,73,-61,-45,Left
-115,195,989,90,-61,45,Left
-112,192,990,73,-61,0,Left
-112,196,987,73,-61,0,Left
-102,198,990,73,-44,0,Left
-102,201,990,90,-44,-45,Left
-96,196,987,90,-44,-45,Left
-87,208,990,90,-44,-45,Left
-85,201,995,90,-44,-90,Left
-87,201,1001,106,-28,-90,Left
-90,207,1004,90,-28,-90,Left
-91,211,996,90,-28,-90,Left
-85,202,995,90,-28,-90,Left
-78,211,992,106,-12,-135,Left
-76,207,980,90,-12,-181,Left
-72,208,989,90,4,-181,Left
-90,211,999,90,4,-135,Left
-109,201,998,90,4,-226,Left
-111,201,1005,106,4,-181,Left
-115,202,999,106,4,-135,Left
-114,195,996,106,-12,-226,Left
-112,201,989,106,4,-271,Left
-121,202,980,106,20,-271,Left
-132,205,986,123,52,-181,Left
-153,193,993,106,52,-271,Left
-165,193,993,106,69,-271,Left
-157,195,993,106,101,-226,Left
-178,193,996,123,167,-271,Left
-261,187,998,139,199,-271,Left
-361,169,1001,139,183,-271,Left
-459,159,1020,139,134,-271,Left
-624,147,1062,139,69,-181,Left
-763,103,1073,156,-12,-45,Left
-831,105,1076,156,-93,45,Left
-927,133,1085,156,-208,271,Left
59,219,1025,73,-159,-226,Left
62,222,1028,73,-159,-271,Left
56,222,1020,106,-159,-226,Left
75,237,1011,106,-142,-271,Left
81,252,1008,123,-126,-226,Left
75,264,1008,123,-93,-271,Left
69,267,1002,139,-77,-271,Left
65,282,1004,156,-61,-271,Left
63,291,993,139,-44,-362,Left
53,297,987,139,-44,-316,Left
39,301,978,156,-44,-362,Left
30,301,974,172,-77,-362,Left
32,306,968,172,-93,-362,Left
30,307,966,172,-110,-407,Left
27,303,959,156,-126,-452,Left
27,306,956,172,-126,-452,Left
23,307,959,172,-142,-407,Left
20,312,959,189,-142,-497,Left
15,321,963,189,-142,-497,Left
5,321,954,172,-126,-452,Left
3,319,953,172,-142,-452,Left
3,321,948,172,-126,-497,Left
0,322,944,172,-126,-497,Left
-1,321,947,172,-110,-407,Left
3,324,950,172,-110,-407,Left
-10,327,936,156,-110,-407,Left
-10,324,936,156,-93,-407,Left
0,328,935,139,-93,-407,Left
-13,334,936,123,-110,-407,Left
-19,336,942,139,-93,-407,Left
-30,330,941,123,-110,-362,Left
-13,322,941,123,-126,-452,Left
-6,322,942,106,-142,-407,Left
-9,324,935,106,-126,-452,Left
0,328,927,90,-126,-362,Left
2,330,930,90,-110,-362,Left
17,331,932,73,-93,-362,Left
8,325,941,57,-93,-407,Left
-3,319,947,57,-61,-362,Left
-30,310,950,57,-61,-362,Left
-34,313,948,40,-93,-407,Left
-24,324,939,40,-77,-362,Left
-12,333,929,40,-77,-362,Left
5,336,930,24,-77,-362,Left
-7,331,944,7,-61,-362,Left
-28,319,957,7,-77,-362,Left
-48,301,981,-8,-93,-407,Left
-66,291,989,-8,-142,-407,Left
-54,294,984,7,-142,-407,Left
-34,306,969,-8,-175,-452,Left
-12,318,951,-8,-175,-452,Left
6,316,947,-8,-142,-407,Left
21,319,954,-8,-110,-407,Left
3,307,963,-25,-77,-407,Left
-36,291,980,-25,-77,-407,Left
-54,282,986,-25,-77,-362,Left
-51,286,992,-8,-110,-452,Left
-51,286,989,-25,-126,-407,Left
-46,289,980,-25,-126,-452,Left
-34,295,975,-25,-142,-452,Left
-31,294,972,-25,-142,-452,Left
-40,286,978,-25,-110,-452,Left
-51,280,981,-25,-110,-452,Left
-49,273,992,-25,-110,-407,Left
-58,265,1002,-25,-126,-362,Left
-60,262,996,-8,-110,-452,Left
-52,261,993,-25,-110,-407,Left
-54,259,990,-8,-93,-362,Left
-60,259,992,-8,-77,-452,Left
-84,259,1002,-8,-77,-452,Left
-96,253,999,-8,-77,-407,Left
-82,265,992,-8,-93,-452,Left
-76,265,993,-8,-77,-407,Left
-79,255,990,7,-77,-452,Left
-91,256,996,7,-93,-407,Left
-100,240,1010,7,-93,-407,Left
-109,228,1017,7,-110,-452,Left
-105,223,1008,40,-110,-452,Left
-94,234,996,24,-110,-452,Left
-85,240,984,40,-93,-452,Left
-84,244,974,24,-77,-407,Left
-87,246,978,40,-44,-407,Left
-111,232,990,40,-61,-452,Left
-112,220,993,40,-61,-362,Left
-114,222,998,40,-61,-407,Left
-123,210,1002,40,-61,-407,Left
-124,210,992,57,-77,-407,Left
-126,217,986,57,-61,-362,Left
-115,220,981,57,-44,-316,Left
-114,217,987,40,-44,-316,Left
-127,208,989,40,-28,-362,Left
-130,201,998,40,-28,-316,Left
-154,196,1002,57,-28,-362,Left
-150,187,1004,57,-28,-271,Left
-141,196,996,57,-28,-316,Left
-150,207,984,57,-28,-271,Left
-151,214,974,40,-77,-407,Left
-151,213,981,57,-44,-271,Left
-157,207,990,57,-44,-226,Left
-138,207,995,57,-28,-226,Left
-142,199,998,57,-28,-271,Left
-151,192,992,73,-12,-271,Left
-150,199,986,73,-12,-181,Left
-144,205,989,73,4,-90,Left
-139,205,995,57,-12,-181,Left
-151,207,996,73,-12,-135,Left
-156,204,999,57,-12,-135,Left
-154,204,1001,73,-12,-90,Left
-157,204,996,57,-28,-90,Left
-151,205,993,57,-28,-135,Left
-145,204,990,73,-28,-90,Left
-139,207,992,57,-28,-135,Left
-145,210,998,57,-12,-45,Left
-151,207,998,57,-28,-90,Left
-150,205,998,73,-12,-90,Left
-151,202,1004,57,-28,-45,Left
-150,204,1002,73,-28,-90,Left
-151,204,1004,90,-12,0,Left
-159,199,1002,73,-28,-45,Left
-159,208,996,73,-28,0,Left
-144,213,995,73,-28,0,Left
-142,211,995,57,-28,90,Left
-138,216,996,90,-12,0,Left
-148,216,996,90,-12,0,Left
-156,214,992,90,4,0,Left
-151,216,993,40,-61,-45,Left
-154,207,999,73,-28,45,Left
-157,205,995,57,-93,-90,Left
-151,207,995,73,-61,45,Left
-147,211,990,73,-61,-90,Left
-147,211,993,73,-61,45,Left
-145,207,995,73,-44,45,Left
-142,207,999,73,-44,90,Left
-133,210,999,73,-44,90,Left
-129,204,996,73,-28,90,Left
-139,204,993,73,-12,90,Left
-154,205,986,90,-12,45,Left
-151,205,990,73,-28,45,Left
-157,213,990,73,-44,45,Left
-145,208,995,73,-44,90,Left
-132,204,993,57,-61,135,Left
-126,207,995,57,-44,90,Left
-121,207,992,73,-28,90,Left
-129,204,987,73,-12,90,Left
-136,207,986,73,-28,45,Left
-141,205,984,73,-28,90,Left
-139,210,992,57,-61,135,Left
-138,202,993,73,-44,135,Left
-127,201,990,57,-61,45,Left
-114,204,992,73,-44,90,Left
-118,205,989,57,-61,90,Left
-127,204,990,73,-28,45,Left
-132,205,990,73,-28,135,Left
-138,204,996,57,-44,45,Left
-130,202,996,73,-44,90,Left
-120,205,998,73,-44,135,Left
-112,199,1001,73,-28,90,Left
-114,202,996,73,-28,45,Left
-118,205,996,73,-28,90,Left
-129,208,993,73,-28,45,Left
-139,204,987,73,-28,90,Left
-136,199,993,73,-44,90,Left
-132,199,996,73,-44,90,Left
-123,201,996,73,-44,90,Left
-117,201,993,73,-44,90,Left
-112,199,990,73,-28,90,Left
-120,201,989,73,-28,90,Left
-130,198,989,73,-28,90,Left
-135,201,993,73,-44,135,Left
-123,202,996,90,-44,45,Left
-123,202,993,73,-44,135,Left
-118,199,990,90,-28,45,Left
-112,202,992,73,-28,0,Left
-123,202,990,90,-28,90,Left
-130,201,987,73,-44,90,Left
-123,199,989,57,-44,135,Left
-118,201,987,73,-44,135,Left
-123,205,990,90,-28,90,Left
-120,205,992,73,-44,90,Left
-115,198,992,73,-28,90,Left
-126,196,992,73,-44,90,Left
-124,198,992,73,-28,90,Left
-120,195,998,57,-61,90,Left
-112,199,999,73,-44,90,Left
-103,198,998,57,-44,90,Left
-105,202,1001,73,-28,90,Left
-105,199,995,90,-28,90,Left
-114,202,995,57,-44,135,Left
-120,204,993,57,-61,135,Left
-112,199,993,73,-44,90,Left
-106,202,999,40,-61,135,Left
-109,198,1001,73,-28,90,Left
-109,195,1001,73,-28,90,Left
-106,201,998,73,-12,135,Left
-120,199,998,73,-28,90,Left
-121,201,995,73,-28,45,Left
-126,202,998,73,-44,45,Left
-124,204,998,73,-44,90,Left
-117,204,1005,73,-44,45,Left
-112,198,999,73,-44,90,Left
-108,201,998,90,-28,0,Left
-111,202,992,106,-12,-45,Left
-117,204,990,73,-28,45,Left
-124,208,990,106,-28,135,Left
-129,207,990,73,-44,135,Left
-115,204,993,73,-44,135,Left
-114,199,1002,73,-44,45,Left
-106,195,996,57,-44,90,Left
-109,192,995,73,-44,90,Left
-121,193,989,73,-28,90,Left
-115,193,989,73,-28,90,Left
-117,196,992,73,-44,0,Left
-118,195,992,73,-44,90,Left
-109,201,992,73,-44,45,Left
-105,201,990,73,-44,90,Left
-108,198,989,73,-44,45,Left
-111,190,987,73,-44,45,Left
-106,192,989,73,-28,45,Left
-105,190,984,73,-28,0,Left
-105,198,981,73,-28,0,Left
-106,199,980,40,-44,135,Left
-112,198,984,57,-28,0,Left
-123,198,987,57,-28,45,Left
-117,190,992,57,-28,0,Left
-123,187,987,40,-44,45,Left
-117,187,986,57,-44,45,Left
-124,190,980,57,-44,0,Left
-132,196,986,40,-44,0,Left
-141,189,990,40,-44,45,Left
-145,190,993,57,-28,0,Left
-151,189,995,40,-44,45,Left
-157,183,990,40,-44,0,Left
-156,181,995,40,-44,0,Left
-168,178,995,57,-28,0,Left
-186,180,990,57,4,0,Left
-217,187,996,57,4,45,Left
-264,186,1001,57,-12,45,Left
-333,187,993,73,-12,45,Left
-406,192,1005,57,-77,135,Left
-483,180,1014,40,-142,181,Left
317,253,875,156,-44,181,Left
291,249,882,90,-77,181,Left
252,231,905,57,-77,90,Left
209,192,939,-8,-93,45,Left
192,171,975,-25,-61,0,Left
156,163,1011,-41,-28,-45,Left
119,153,1049,-41,-28,-135,Left
75,153,1061,-25,4,-90,Left
47,168,1056,-8,4,-90,Left
24,192,1047,7,4,-90,Left
21,216,1023,24,-28,-135,Left
26,240,1008,24,-61,-90,Left
23,264,989,24,-110,-135,Left
39,270,987,24,-126,-90,Left
57,283,986,40,-126,-135,Left
78,292,987,24,-142,-181,Left
81,297,987,24,-126,-135,Left
96,298,978,40,-93,-181,Left
113,303,974,40,-44,-181,Left
122,310,971,24,-28,-226,Left
98,301,969,24,4,-226,Left
87,292,965,40,-12,-271,Left
75,291,969,40,-28,-271,Left
65,286,975,40,-61,-316,Left
60,291,969,57,-93,-316,Left
68,297,969,57,-126,-362,Left
60,289,969,57,-159,-407,Left
84,291,963,73,-159,-407,Left
98,297,959,90,-159,-452,Left
81,297,965,90,-159,-497,Left
84,294,957,106,-142,-633,Left
83,294,971,106,-126,-588,Left
47,277,977,106,-126,-497,Left
32,273,977,123,-126,-543,Left
36,276,972,106,-142,-588,Left
30,285,968,90,-142,-588,Left
23,283,966,90,-142,-588,Left
12,291,968,73,-142,-588,Left
-9,286,966,73,-159,-588,Left
-1,285,957,57,-175,-588,Left
6,295,975,57,-175,-633,Left
-22,280,984,40,-175,-543,Left
-24,280,974,40,-175,-633,Left
-10,286,969,40,-142,-588,Left
5,298,957,40,-126,-543,Left
0,298,947,24,-110,-588,Left
-19,297,944,24,-93,-588,Left
-22,294,957,7,-93,-543,Left
-60,271,980,7,-93,-452,Left
-93,252,990,7,-126,-588,Left
-82,244,998,7,-159,-543,Left
-75,243,1001,7,-191,-543,Left
-66,243,989,24,-208,-588,Left
-45,258,978,24,-191,-543,Left
-33,262,978,24,-142,-497,Left
-37,256,993,24,-126,-588,Left
-58,250,992,40,-110,-543,Left
-82,252,990,40,-77,-543,Left
-121,247,990,40,-93,-543,Left
-120,250,984,40,-110,-452,Left
-111,261,980,40,-142,-452,Left
-85,261,975,57,-126,-452,Left
-79,256,989,40,-110,-452,Left
-102,243,993,40,-93,-452,Left
-96,234,1001,40,-61,-407,Left
-126,238,1004,57,-44,-407,Left
-157,237,998,57,-44,-362,Left
-163,243,989,57,-77,-362,Left
-139,252,989,73,-93,-316,Left
-118,259,989,57,-93,-316,Left
-118,258,987,73,-77,-271,Left
-124,255,992,57,-93,-271,Left
-130,258,987,57,-93,-271,Left
-123,261,987,57,-93,-226,Left
-109,255,987,57,-93,-226,Left
-96,259,978,57,-77,-181,Left
-81,268,981,73,-61,-181,Left
-76,268,965,73,-61,-226,Left
-72,271,957,57,-44,-226,Left
-70,274,957,57,-44,-226,Left
-82,273,957,57,-28,-226,Left
-78,274,965,57,-44,-226,Left
-81,280,956,40,-28,-181,Left
-73,273,965,40,-44,-181,Left
-72,265,963,40,-44,-226,Left
-69,268,951,24,-61,-181,Left
-64,265,962,24,-61,-181,Left
-67,259,957,24,-77,-181,Left
-70,258,954,24,-77,-226,Left
-75,258,962,7,-93,-226,Left
-76,241,969,-25,-110,-316,Left
-72,234,963,-8,-93,-271,Left
-66,229,975,-8,-93,-226,Left
-79,220,986,-8,-93,-271,Left
-97,210,989,-8,-77,-181,Left
-99,220,981,7,-61,-226,Left
-105,223,980,-8,-77,-271,Left
-103,223,984,-8,-61,-271,Left
-93,219,989,7,-44,-271,Left
-94,213,995,7,-61,-226,Left
-100,211,998,7,-61,-271,Left
-106,208,999,7,-28,-181,Left
-109,211,999,-8,-44,-181,Left
-103,210,1002,40,4,-135,Left
-100,205,999,7,-28,-135,Left
-100,207,1008,7,-12,-181,Left
-111,204,1017,7,-28,-226,Left
-124,201,1013,24,-12,-181,Left
-123,199,1017,24,-28,-135,Left
-114,204,1017,40,-28,-90,Left
-106,202,1017,40,-28,-135,Left
-100,207,1010,57,-28,-135,Left
-100,211,1004,57,4,-90,Left
-117,211,1005,57,-12,-90,Left
-123,208,1004,57,4,-45,Left
-124,210,1014,57,-28,-90,Left
-117,207,1016,57,-44,-135,Left
-108,210,1016,57,-44,-90,Left
-114,207,1013,73,-44,-90,Left
-112,211,1005,73,-44,-45,Left
-114,211,1002,73,-44,-90,Left
-120,211,1001,73,-44,-90,Left
-121,207,1002,73,-44,-45,Left
-112,213,1011,73,-44,0,Left
-123,211,1005,73,-44,-45,Left
-126,211,999,73,-28,0,Left
-132,214,993,73,-44,-45,Left
-132,211,996,73,-44,0,Left
-129,211,993,73,-44,0,Left
-124,205,999,57,-44,0,Left
-120,207,999,73,-44,-90,Left
-112,202,1002,90,-28,-45,Left
-117,210,1001,73,-28,0,Left
-127,205,996,73,-12,135,Left
-126,204,1002,73,-28,135,Left
-118,202,999,73,-28,45,Left
-120,204,998,73,-12,135,Left
-123,199,1001,73,-28,45,Left
-118,205,998,73,-28,90,Left
-112,207,996,90,-28,45,Left
-109,207,996,73,-28,90,Left
-115,207,993,90,-28,45,Left
-118,198,998,73,-28,90,Left
-114,196,1002,73,-44,45,Left
-99,201,1002,90,-44,45,Left
-93,196,999,90,-28,45,Left
-99,204,996,90,-28,90,Left
-91,204,993,90,-12,90,Left
-106,204,995,90,-12,181,Left
-118,208,992,90,-28,90,Left
-115,207,1002,90,-44,90,Left
-103,205,1004,90,-44,45,Left
-90,204,1001,90,-44,90,Left
-82,207,998,90,-28,90,Left
-99,205,989,90,-28,90,Left
-100,208,992,90,-12,90,Left
-103,205,993,90,-28,90,Left
-108,204,995,90,-28,45,Left
-111,208,995,90,-44,90,Left
-109,208,995,90,-44,90,Left
-103,208,992,90,-44,90,Left
-99,205,996,90,-44,90,Left
-93,210,993,90,-28,90,Left
-100,208,995,90,-28,90,Left
-102,207,993,90,-28,135,Left
-103,207,992,90,-28,90,Left
-96,204,989,90,-28,135,Left
-99,198,992,90,-28,90,Left
-100,199,990,90,-12,45,Left
-106,205,986,90,-28,45,Left
-105,213,989,90,-28,45,Left
-100,205,990,90,-28,90,Left
-102,211,993,90,-44,45,Left
-102,216,989,90,-44,45,Left
-99,214,989,90,-44,90,Left
-94,214,984,73,-28,90,Left
-91,214,981,73,-28,90,Left
-91,213,989,73,-12,90,Left
-103,213,993,90,-12,45,Left
-105,213,992,90,-12,90,Left
-105,216,995,90,-28,45,Left
-109,213,989,90,-28,90,Left
-109,214,987,90,-44,45,Left
-111,208,986,73,-44,45,Left
-102,211,990,90,-44,45,Left
-102,211,996,90,-28,45,Left
-99,210,998,90,-28,45,Left
-108,214,995,90,4,90,Left
-112,213,990,90,-12,90,Left
-121,213,986,73,-28,90,Left
-123,216,987,90,-28,45,Left
-126,210,989,73,-44,90,Left
-106,210,992,73,-44,90,Left
-88,211,995,73,-44,90,Left
-90,222,990,73,-28,45,Left
-93,217,995,57,-28,90,Left
-103,211,992,73,-12,45,Left
-114,207,992,90,-12,45,Left
-118,214,995,73,-28,90,Left
-103,208,993,90,-44,90,Left
-93,214,993,90,-28,135,Left
-85,219,989,73,-44,90,Left
-85,214,990,90,-12,135,Left
-87,217,989,73,-12,90,Left
-103,214,987,57,-28,90,Left
-114,210,993,73,-28,90,Left
-114,204,995,90,-28,90,Left
-99,208,993,73,-44,90,Left
-87,214,989,90,-28,45,Left
-93,213,986,90,-28,90,Left
-87,214,986,106,4,45,Left
-94,216,984,90,-12,0,Left
-115,211,989,73,-12,45,Left
-108,214,989,73,-12,45,Left
-111,213,987,90,-28,0,Left
-111,207,990,73,-28,45,Left
-100,207,981,73,-28,45,Left
-105,205,980,90,-28,45,Left
-115,202,981,73,-28,45,Left
-141,196,990,73,-28,45,Left
-163,186,992,73,-44,45,Left
-204,180,996,73,-93,90,Left
-271,172,1005,73,-142,90,Left
-405,165,1002,73,-256,90,Left
-570,159,1026,57,-436,181,Left
-766,147,1034,40,-632,181,Left
-937,109,1080,7,-827,407,Left
-1020,79,1083,-25,-990,724,Left
-1006,49,1104,-41,-1088,1086,Left
-841,-21,1169,-25,-1039,1357,Left
-61,277,971,57,-208,-724,Left
-51,280,968,73,-224,-724,Left
-37,294,963,73,-208,-724,Left
-34,303,956,90,-175,-724,Left
-36,306,956,73,-159,-724,Left
-45,304,959,73,-126,-678,Left
-69,294,966,73,-110,-678,Left
-76,289,959,73,-77,-633,Left
-75,283,974,73,-61,-633,Left
-97,282,978,73,-61,-588,Left
-114,268,975,73,-44,-588,Left
-105,282,971,73,-61,-588,Left
-124,285,974,57,-93,-588,Left
-120,285,969,73,-61,-497,Left
-93,291,968,73,-61,-497,Left
-90,289,962,73,-44,-497,Left
-90,285,959,57,-28,-497,Left
-111,280,974,57,-28,-452,Left
-130,279,972,57,-44,-452,Left
-126,289,974,40,-28,-362,Left
-123,289,972,57,-12,-362,Left
-112,285,971,57,-12,-271,Left
-108,279,975,57,-12,-316,Left
-123,279,972,40,-44,-271,Left
-108,279,968,24,-44,-226,Left
-88,283,962,24,-28,-271,Left
-85,286,956,7,-28,-316,Left
-93,279,953,24,-12,-271,Left
-102,271,972,24,4,-226,Left
-127,259,978,24,-12,-226,Left
-123,255,980,24,-28,-226,Left
-112,256,978,24,-44,-181,Left
-109,262,978,24,-44,-181,Left
-108,258,968,24,-44,-226,Left
-99,256,972,24,-44,-181,Left
-91,249,977,24,-28,-226,Left
-94,252,977,24,-12,-181,Left
-99,255,975,40,4,-226,Left
-124,246,987,24,4,-135,Left
-130,244,984,24,-12,-135,Left
-129,250,990,24,-44,-135,Left
-124,246,986,40,-28,-135,Left
-105,252,977,24,-44,-135,Left
-106,249,978,24,-44,-181,Left
-106,241,981,24,-28,-181,Left
-109,234,989,40,-12,-90,Left
-118,234,996,40,-12,-135,Left
-126,238,995,40,-12,-135,Left
-118,238,993,40,-12,-90,Left
-118,243,993,40,-12,-135,Left
-114,237,995,57,-12,-181,Left
-111,240,998,57,-12,-181,Left
-117,241,992,73,-12,-45,Left
-115,240,996,73,-12,-45,Left
-117,249,995,57,-12,-45,Left
-118,249,993,73,-12,-45,Left
-123,252,990,57,-28,-45,Left
-114,249,990,57,-28,-90,Left
-111,255,989,57,-28,0,Left
-106,253,990,57,-12,-45,Left
-111,250,996,57,-28,-45,Left
-117,244,993,57,-28,-45,Left
-120,250,993,57,-28,0,Left
-120,247,995,57,-44,-45,Left
-130,241,995,57,-44,0,Left
-133,243,995,57,-61,-45,Left
-130,238,995,73,-61,0,Left
-121,240,996,57,-61,45,Left
-123,243,999,73,-44,45,Left
-112,246,998,57,-44,45,Left
-123,244,1002,57,-28,135,Left
-127,243,993,73,-28,45,Left
-130,231,998,73,-28,0,Left
-129,231,999,73,-44,0,Left
-124,234,998,40,-77,45,Left
-115,240,992,90,-44,0,Left
-114,244,987,90,-44,0,Left
-111,249,987,73,-61,-90,Left
-117,243,987,90,-28,45,Left
-117,243,993,73,-28,45,Left
-117,240,984,90,-28,90,Left
-108,237,989,90,-28,0,Left
-108,237,986,90,-44,0,Left
-114,237,981,90,-28,90,Left
-114,247,984,90,-44,0,Left
-120,243,987,90,-44,45,Left
-109,244,986,90,-44,90,Left
-103,240,986,90,-44,0,Left
-108,240,987,90,-28,90,Left
-114,238,981,90,-12,45,Left
-115,234,980,90,-28,0,Left
-109,243,981,90,-28,45,Left
-112,241,980,90,-28,90,Left
-111,247,978,90,-28,90,Left
-108,249,978,90,-28,45,Left
-111,247,975,90,-44,45,Left
-109,243,978,73,-44,90,Left
-103,238,975,90,-44,90,Left
-102,241,974,90,-44,45,Left
-96,244,974,73,-44,45,Left
-102,250,972,73,-28,0,Left
-100,249,974,73,-28,45,Left
-108,249,974,73,-28,0,Left
-117,246,972,73,-44,0,Left
-115,244,975,57,-44,0,Left
-112,235,986,57,-44,0,Left
-114,232,984,73,-44,0,Left
-108,237,984,57,-44,45,Left
-111,238,978,57,-28,45,Left
-117,240,975,57,-28,45,Left
-117,241,977,73,-28,90,Left
-120,240,977,73,-28,0,Left
-121,237,980,57,-28,45,Left
-124,238,981,57,-44,0,Left
-126,237,974,57,-44,0,Left
-121,244,972,57,-28,45,Left
-117,238,968,57,-44,0,Left
-118,247,966,57,-28,45,Left
-129,240,965,57,-28,45,Left
-135,237,959,40,-28,0,Left
-136,240,954,40,-28,45,Left
-145,238,954,24,-12,90,Left
-171,231,954,40,-12,0,Left
-201,225,969,24,-61,45,Left
-238,211,978,24,-93,45,Left
-271,207,990,24,-159,45,Left
-303,196,992,40,-191,90,Left
-357,187,989,24,-289,90,Left
-456,189,995,24,-403,45,Left
-574,178,998,24,-501,181,Left
-67,298,1034,73,-77,-497,Left
-76,313,1019,73,-142,-452,Left
-48,327,1013,73,-191,-497,Left
-43,327,1010,73,-224,-497,Left
-21,325,1004,73,-240,-452,Left
8,325,990,90,-224,-497,Left
15,327,987,90,-208,-407,Left
9,321,975,90,-175,-452,Left
21,325,963,90,-159,-452,Left
27,327,956,90,-126,-452,Left
18,331,950,90,-126,-407,Left
6,334,954,90,-110,-452,Left
-30,322,957,90,-126,-452,Left
-31,318,954,106,-159,-407,Left
-3,324,965,123,-159,-407,Left
-12,328,968,106,-175,-407,Left
-6,319,962,139,-159,-452,Left
23,325,950,139,-159,-407,Left
32,333,944,139,-126,-497,Left
23,339,930,139,-93,-497,Left
20,340,920,139,-61,-497,Left
9,346,914,139,-61,-497,Left
-24,348,927,123,-77,-497,Left
-54,333,935,106,-110,-452,Left
-51,325,936,106,-142,-497,Left
-49,321,953,90,-191,-452,Left
-49,310,954,90,-208,-497,Left
-25,307,954,90,-208,-497,Left
-1,316,942,90,-159,-407,Left
14,315,941,90,-126,-452,Left
3,322,935,90,-61,-452,Left
-25,324,945,73,-28,-452,Left
-69,324,950,73,-28,-362,Left
-85,318,953,57,-44,-407,Left
-84,322,956,73,-77,-362,Left
-72,324,957,57,-126,-362,Left
-60,325,948,57,-142,-407,Left
-43,333,944,40,-159,-362,Left
-37,334,950,40,-159,-362,Left
-34,324,947,24,-126,-407,Left
-28,319,954,24,-93,-362,Left
-40,316,962,24,-77,-407,Left
-49,310,962,7,-77,-316,Left
-52,309,957,40,-61,-316,Left
-42,315,951,24,-77,-316,Left
-43,324,945,24,-77,-316,Left
-51,324,947,24,-61,-316,Left
-73,321,944,7,-77,-362,Left
-76,318,942,-8,-93,-362,Left
-69,315,959,-8,-110,-362,Left
-75,294,971,-8,-126,-316,Left
-72,279,977,-8,-142,-362,Left
-66,276,974,-8,-142,-316,Left
-64,294,957,-8,-142,-316,Left
-57,300,950,-8,-110,-271,Left
-49,301,947,-8,-93,-316,Left
-54,301,944,-8,-61,-316,Left
-57,295,953,-8,-44,-362,Left
-70,283,969,-8,-28,-226,Left
-94,267,975,-8,-28,-316,Left
-103,261,975,-25,-44,-226,Left
-106,264,977,-8,-44,-316,Left
-111,261,968,-25,-61,-271,Left
-94,259,971,-8,-77,-316,Left
-87,268,956,-8,-61,-271,Left
-82,277,962,-25,-61,-316,Left
-85,273,962,-25,-28,-316,Left
-88,268,978,-25,-28,-316,Left
-117,255,986,-25,-28,-316,Left
-117,252,990,-25,-28,-226,Left
-121,256,977,-25,-28,-271,Left
-109,262,968,-25,-28,-226,Left
-114,258,969,-41,-44,-226,Left
-115,253,980,-41,-44,-226,Left
-115,247,992,-41,-61,-226,Left
-109,244,992,-41,-44,-226,Left
-103,243,989,-41,-28,-181,Left
-100,250,978,-41,-28,-226,Left
-114,250,975,-41,-12,-226,Left
-115,256,986,-25,-12,-271,Left
-127,238,993,-41,-12,-226,Left
-126,234,993,-25,-12,-181,Left
-118,229,995,-25,-28,-135,Left
-130,223,1001,-25,-28,-181,Left
-124,216,995,-25,-44,-181,Left
-126,220,998,-8,-28,-135,Left
-133,217,1001,-25,-44,-135,Left
-129,213,1002,-8,-44,-135,Left
-123,211,1001,-8,-44,-135,Left
-120,210,999,-8,-28,-135,Left
-121,208,1010,7,-28,-135,Left
-126,205,1008,7,4,-90,Left
-142,207,1001,7,4,-135,Left
-145,211,1005,24,4,-90,Left
-148,207,1013,24,4,-90,Left
-156,205,1005,24,4,-90,Left
-150,202,1004,24,-12,-90,Left
-141,205,1004,40,-12,-45,Left
-136,211,1004,24,-12,-45,Left
-139,201,1002,24,-12,-45,Left
-133,211,1001,40,4,-45,Left
-145,207,1005,40,-12,-45,Left
-151,207,1008,40,-12,45,Left
-148,205,1008,40,-12,0,Left
-145,205,1005,40,-12,0,Left
-141,210,1008,40,-28,0,Left
-138,204,1010,57,-12,45,Left
-135,205,1004,40,-28,45,Left
-130,208,1005,57,-12,45,Left
-133,205,1004,57,-28,45,Left
-139,204,1004,57,-28,0,Left
-136,205,1002,73,-28,0,Left
-130,205,1004,73,-12,0,Left
-126,201,1005,73,-12,45,Left
-132,202,1011,73,-28,45,Left
-135,201,1008,73,-12,45,Left
-135,202,999,90,-12,45,Left
-136,204,1001,90,-12,90,Left
-135,207,998,90,-28,0,Left
-132,207,996,90,-28,45,Left
-120,205,996,73,-44,45,Left
-121,201,998,90,-28,45,Left
-126,202,993,90,-12,45,Left
-127,204,992,90,-12,45,Left
-133,202,993,90,4,90,Left
-142,204,993,90,-12,90,Left
-141,207,995,73,-44,45,Left
-130,202,998,106,-44,90,Left
-124,205,993,90,-28,90,Left
-126,201,992,106,-28,90,Left
-126,199,990,90,-12,135,Left
-129,202,992,90,-28,90,Left
-127,199,990,90,-12,90,Left
-129,204,993,106,-12,45,Left
-126,201,990,90,-28,90,Left
-115,204,995,106,-12,90,Left
-117,202,995,90,-12,90,Left
-123,201,993,106,4,90,Left
-127,204,996,90,-28,90,Left
-130,201,990,90,-12,90,Left
-133,199,996,90,-28,90,Left
-123,202,990,90,-28,90,Left
-117,198,992,90,-44,135,Left
-103,205,992,90,-28,90,Left
-100,204,992,73,-28,45,Left
-115,204,989,90,4,90,Left
-129,199,992,90,-12,135,Left
-133,199,990,106,-12,90,Left
