42617000,-174,136,947,254,-110,135
42617010,-172,139,950,238,-126,135
42617020,-159,145,953,254,-110,226
42617030,-147,160,960,254,-110,90
42617040,-150,165,959,254,-93,90
42617050,-156,172,960,271,-61,90
42617060,-175,171,968,271,-44,90
42617070,-202,201,968,254,-44,90
42617080,-219,282,1005,254,-61,90
42617090,-225,337,1047,222,-110,0
42617100,-213,331,1062,189,-142,90
42617110,-201,327,1077,172,-159,90
42617120,-214,339,1083,156,-175,90
42617130,-210,316,1085,139,-191,135
42617140,-187,238,1070,123,-191,135
42617150,-175,204,1058,139,-175,181
42617160,-169,192,1031,139,-159,226
42617170,-160,175,1011,156,-126,181
42617180,-154,157,987,172,-93,181
42617190,-147,156,975,189,-61,181
42617200,-153,169,956,189,-44,181
42617210,-157,168,938,205,-44,135
42617220,-154,175,917,189,-44,135
42617230,-150,186,909,189,-44,90
42617240,-147,192,905,189,-28,90
42617250,-132,205,902,189,-28,135
42617260,-136,226,902,172,-28,90
42617270,-135,237,905,156,-12,90
42617280,-127,247,912,139,-12,135
42617290,-144,253,915,106,-28,90
42617300,-147,258,917,90,-12,90
42617310,-135,256,918,73,-44,90
42617320,-132,256,915,40,-44,90
42617330,-121,252,918,40,-61,90
42617340,-97,249,927,7,-61,45
42617350,-94,247,935,7,-44,90
42617360,-108,247,947,-8,-28,45
42617370,-121,246,962,-25,-28,45
42617380,-130,244,983,-8,-12,45
42617390,-132,232,1004,-25,-28,0
42617400,-130,232,1016,-8,-12,0
42617410,-136,226,1023,7,-28,-45
42617420,-141,222,1022,7,-28,0
42617430,-144,211,1026,7,-28,45
42617440,-141,207,1020,7,-44,-45
42617450,-142,199,1013,24,-12,45
42617460,-144,195,1008,40,-12,0
42617470,-147,192,1007,57,4,0
42617480,-139,205,1005,57,20,0
42617490,-135,213,1001,73,36,0
42617500,-138,220,1002,73,52,45
42617510,-150,222,998,73,52,0
42617520,-163,226,996,73,36,0
42617530,-157,226,996,73,36,0
42617540,-148,220,983,73,4,45
42617550,-145,226,983,73,4,0
42617560,-138,228,975,57,4,45
42617570,-135,223,972,90,36,45
42617580,-150,229,969,73,20,0
42617590,-160,223,975,73,20,0
42617600,-163,222,980,73,20,45
42617610,-163,222,983,73,20,45
42617620,-162,223,987,73,4,45
42617630,-169,213,987,73,4,45
42617640,-163,217,987,73,-12,45
42617650,-157,222,980,73,-12,45
42617660,-171,220,980,73,-12,45
42617670,-163,214,977,57,-12,45
42617680,-166,211,975,57,-12,45
42617690,-162,211,975,57,4,45
42617700,-163,211,975,57,4,45
42617710,-166,211,980,57,4,45
42617720,-168,201,986,57,4,45
42617730,-166,201,986,57,-12,45
42617740,-163,201,989,40,-12,90
42617750,-160,204,984,57,-12,45
42617760,-160,202,977,40,-12,45
42617770,-156,205,975,40,-12,45
42617780,-148,214,977,40,-12,45
42617790,-151,210,980,40,4,45
42617800,-156,207,975,24,4,90
42617810,-151,216,978,24,-12,45
42617820,-153,220,980,7,-12,90
42617830,-175,210,987,7,-28,45
42617840,-172,205,989,7,-61,90
42617850,-154,196,996,7,-61,45
42617860,-147,202,1005,7,-61,45
42617870,-144,193,1004,24,-44,0
42617880,-148,190,1005,7,-44,0
42617890,-147,186,1002,24,-12,-45
42617900,-160,181,1002,24,-28,-90
42617910,-171,184,1013,40,4,-45
42617920,-174,180,1011,57,-12,-135
42617930,-180,177,1010,57,4,-90
42617940,-177,166,1011,90,20,-181
42617950,-162,172,1010,106,36,-135
42617960,-163,178,1013,106,52,-135
42617970,-168,178,1017,123,52,-181
42617980,-175,175,1023,123,52,-226
42617990,-171,174,1022,156,52,-271
42618000,-183,181,1017,139,36,-226
42618010,-183,180,1004,156,20,-271
42618020,-184,175,990,156,4,-316
42618030,-162,177,990,172,4,-316
42618040,-145,181,995,189,4,-407
42618050,-150,181,999,189,4,-407
42618060,-160,186,984,189,20,-407
42618070,-168,192,980,156,-28,-497
42618080,-171,198,975,189,4,-452
42618090,-160,189,977,189,-12,-452
42618100,-153,187,968,205,-12,-497
42618110,-144,183,959,205,-12,-543
42618120,-150,178,954,205,-12,-543
42618130,-145,172,956,205,4,-543
42618140,-153,183,951,205,20,-588
42618150,-175,180,954,189,20,-543
42618160,-195,184,960,189,4,-588
42618170,-201,178,959,172,-12,-588
42618180,-181,175,957,172,-28,-633
42618190,-157,180,950,172,-28,-633
42618200,-138,174,960,139,-12,-633
42618210,-115,163,963,156,4,-678
42618220,-111,151,981,156,69,-633
42618230,-133,141,983,156,101,-724
42618240,-174,151,983,172,134,-724
42618250,-205,163,977,156,134,-678
42618260,-222,187,984,156,118,-678
42618270,-244,199,1004,156,69,-724
42618280,-259,192,1016,139,4,-678
42618290,-261,184,1035,139,-44,-678
42618300,-250,192,1028,139,-77,-678
42618310,-238,196,1023,156,-61,-588
42618320,-225,189,1014,139,-44,-588
42618330,-240,189,1017,139,-12,-497
42618340,-277,186,1016,156,-12,-543
42618350,-294,174,1026,156,4,-452
42618360,-297,159,1037,156,-28,-407
42618370,-310,162,1040,172,-28,-407
42618380,-304,171,1040,156,-61,-407
42618390,-286,172,1038,205,-44,-362
42618400,-294,169,1038,172,-44,-316
42618410,-298,168,1029,205,-28,-362
42618420,-279,177,1029,205,-28,-316
42618430,-259,177,1034,205,-12,-316
