#agb 074337000 10 1 0

$date 20070809
$interval 10
$var time msec
$var ax short
$var ay short
$var az short
$var gx short
$var gy short
$var gz short

$data
27817000,132,63,992,156,118,-407
27817010,138,55,992,172,134,-407
27817020,141,54,986,172,134,-407
27817030,147,48,993,172,150,-407
27817040,152,57,1010,189,150,-452
27817050,140,63,1014,189,150,-407
27817060,137,60,1022,189,167,-452
27817070,138,57,1013,172,167,-452
27817080,141,58,1016,172,199,-497
27817090,134,61,1008,172,216,-497
27817100,126,58,1007,172,248,-497
27817110,128,58,1014,156,232,-497
27817120,119,54,1011,156,232,-543
27817130,120,46,1017,172,248,-452
27817140,116,52,1020,156,216,-543
27817150,122,55,1019,156,216,-497
27817160,128,54,1010,156,216,-543
27817170,132,48,1011,139,216,-588
27817180,138,48,1017,139,216,-543
27817190,134,51,1014,106,183,-588
27817200,135,48,1014,156,216,-497
27817210,138,43,1020,90,167,-588
27817220,150,51,983,106,167,-633
27817230,120,31,965,106,150,-633
27817240,137,16,944,90,134,-497
27817250,152,21,914,106,118,-497
27817260,168,31,902,106,118,-588
27817270,171,25,899,123,150,-588
27817280,170,18,912,139,150,-588
27817290,186,25,947,156,150,-543
27817300,197,42,959,156,118,-588
27817310,201,42,960,156,118,-543
27817320,207,39,960,139,101,-497
27817330,206,24,962,156,101,-543
27817340,203,18,972,139,101,-497
27817350,203,12,978,139,69,-452
27817360,197,21,990,139,69,-452
27817370,203,30,986,139,52,-407
27817380,183,28,981,139,52,-407
27817390,177,28,969,139,36,-407
27817400,170,31,963,139,36,-407
27817410,158,34,960,139,20,-362
27817420,162,36,962,139,4,-362
27817430,158,40,963,123,-12,-362
27817440,144,37,975,139,-28,-362
27817450,132,33,977,139,-44,-316
27817460,138,39,980,123,-61,-316
27817470,138,45,978,139,-61,-316
27817480,132,49,984,139,-61,-316
27817490,125,57,984,156,-44,-316
27817500,99,60,980,156,-44,-362
27817510,89,67,980,156,-44,-362
27817520,93,75,978,172,-61,-362
27817530,87,87,981,172,-77,-362
27817540,80,100,977,189,-93,-362
27817550,81,108,980,189,-93,-362
27817560,90,112,989,189,-110,-362
27817570,90,120,995,205,-110,-407
27817580,87,130,1010,205,-93,-362
27817590,83,142,1017,189,-93,-362
27817600,72,144,1010,189,-110,-362
27817610,71,138,1010,189,-110,-407
27817620,75,132,1011,172,-110,-407
27817630,81,133,1013,172,-126,-407
27817640,86,132,1026,156,-126,-452
27817650,89,136,1029,156,-110,-452
27817660,86,142,1031,156,-110,-452
27817670,92,138,1037,156,-93,-497
27817680,92,135,1040,156,-93,-452
27817690,86,141,1043,156,-77,-497
27817700,81,151,1046,139,-77,-497
27817710,83,165,1044,156,-61,-497
27817720,83,168,1049,139,-61,-452
27817730,77,175,1049,106,-93,-497
27817740,90,186,1038,106,-77,-452
27817750,87,193,1031,73,-77,-497
27817760,77,193,1014,73,-93,-452
27817770,74,193,1001,57,-110,-497
27817780,78,184,990,40,-110,-497
27817790,72,177,984,40,-110,-497
27817800,86,183,983,40,-93,-543
27817810,87,195,977,40,-110,-497
27817820,72,195,975,40,-110,-543
27817830,71,192,969,40,-110,-543
27817840,90,193,968,40,-110,-543
27817850,104,198,965,57,-110,-543
27817860,77,208,968,73,-93,-497
27817870,71,216,975,57,-110,-543
27817880,83,213,971,57,-142,-543
27817890,102,208,962,57,-142,-452
27817900,108,205,960,73,-159,-588
27817910,110,213,962,73,-175,-543
27817920,126,219,966,73,-191,-588
27817930,134,229,971,90,-208,-588
27817940,147,234,984,90,-224,-588
27817950,159,223,981,73,-240,-588
27817960,177,223,980,40,-289,-678
27817970,206,220,981,73,-256,-588
27817980,209,226,975,73,-256,-543
27817990,213,222,980,57,-256,-543
27818000,209,205,972,57,-256,-543
27818010,224,184,965,57,-256,-497
27818020,224,180,966,57,-256,-497
27818030,234,178,963,40,-240,-452
27818040,227,174,962,40,-208,-452
27818050,219,162,962,40,-208,-452
27818060,221,156,960,40,-208,-407
27818070,233,150,966,57,-208,-407
27818080,245,151,971,57,-191,-407
27818090,252,150,972,57,-191,-362
27818100,254,145,972,73,-175,-362
27818110,263,144,968,57,-191,-362
27818120,293,132,969,57,-159,-362
27818130,306,126,975,73,-126,-362
27818140,266,154,990,73,-93,-226
27818150,297,133,977,57,-93,-271
27818160,320,112,968,57,-77,-181
27818170,296,115,969,73,-44,-181
27818180,309,106,971,57,-44,-181
27818190,296,106,980,73,-12,-135
27818200,282,103,984,57,-12,-135
27818210,291,103,990,90,20,-45
27818220,293,99,989,90,20,-45
27818230,290,100,989,106,20,0
27818240,263,103,992,106,36,0
27818250,260,102,996,106,36,45
27818260,258,100,996,106,52,45
27818270,234,111,1002,139,52,0
27818280,230,114,1010,106,36,45
27818290,230,114,1023,139,52,90
27818300,266,76,1019,123,36,45
27818310,281,51,1016,156,118,135
27818320,189,91,1038,172,167,135
27818330,120,121,1055,156,167,135
27818340,126,124,1056,123,150,135
27818350,150,105,1035,106,134,135
27818360,137,79,1031,90,134,135
27818370,114,85,1041,73,134,135
27818380,108,91,1044,73,118,135
27818390,95,100,1047,73,118,135
27818400,74,96,1049,57,118,181
27818410,74,81,1044,57,118,135
27818420,84,81,1047,40,134,135
27818430,81,84,1052,40,134,135
27818440,74,90,1046,40,150,135
27818450,72,96,1041,40,134,135
27818460,63,106,1032,24,134,135
27818470,53,111,1022,24,134,135
27818480,63,121,1014,24,134,90
27818490,57,130,1017,24,134,90
27818500,62,139,1020,24,118,90
27818510,72,147,1016,24,118,90
27818520,75,150,1008,24,118,90
27818530,71,153,1002,40,118,90
27818540,72,156,996,40,118,90
27818550,74,156,990,57,101,90
27818560,75,163,984,57,85,90
27818570,83,156,981,57,85,90
27818580,84,154,969,57,85,90
27818590,86,154,963,57,69,135
27818600,84,166,951,57,69,90
27818610,84,169,947,57,69,135
27818620,93,160,950,57,52,135
27818630,104,157,951,57,52,135
27818640,98,159,951,73,52,90
27818650,89,147,947,73,69,90
27818660,83,148,953,73,69,135
27818670,87,151,954,90,69,90
27818680,80,166,959,90,69,90
27818690,78,160,960,90,69,90
27818700,69,153,959,90,69,135
27818710,66,153,962,73,36,135
27818720,69,159,965,90,52,181
27818730,74,162,966,73,36,135
27818740,78,160,965,90,52,181
27818750,84,159,963,90,52,181
27818760,78,156,962,73,52,135
27818770,74,154,962,73,36,135
27818780,74,150,963,73,36,135
27818790,68,157,965,73,20,135
27818800,68,151,968,73,4,135
27818810,72,159,972,73,4,90
27818820,80,165,969,73,-12,90
27818830,83,160,971,73,-12,90
27818840,81,162,977,73,-12,90
27818850,92,169,977,73,-28,90
27818860,93,166,986,73,-28,90
27818870,98,168,986,73,-44,90
27818880,98,165,986,73,-44,90
27818890,105,163,983,73,-44,226
27818900,110,162,980,73,-61,181
27818910,119,162,984,73,-44,135
27818920,128,157,984,73,-44,135
27818930,123,154,992,73,-28,135
27818940,122,156,990,90,-28,135
27818950,116,154,987,40,-61,45
27818960,113,151,990,73,-44,135
27818970,116,150,986,73,-61,135
27818980,117,144,981,57,-77,181
27818990,123,142,989,73,-93,135
27819000,138,141,989,73,-93,135
27819010,146,142,996,73,-77,181
27819020,146,133,998,90,-77,181
27819030,141,132,1005,57,-93,135
27819040,149,124,1007,73,-61,181
27819050,170,114,1005,73,-61,135
27819060,149,115,1010,90,-12,181
27819070,126,127,1014,90,36,181
27819080,113,136,1017,73,36,181
27819090,99,124,1016,73,69,181
27819100,84,106,1013,57,52,181
27819110,89,102,1010,73,52,181
27819120,86,106,1022,73,20,181
27819130,98,109,1031,90,20,181
27819140,107,112,1035,90,4,135
27819150,120,105,1041,90,20,226
