-18,13,1026,Gesture
-12,12,1023,Gesture
-16,12,1023,Gesture
-9,10,1023,Gesture
-10,13,1025,Gesture
-10,16,1025,Gesture
-13,12,1028,Gesture
-12,16,1023,Gesture
-15,15,1019,Gesture
-16,9,1025,Gesture
-18,9,1025,Gesture
-18,10,1026,Gesture
-15,12,1026,Gesture
-16,9,1023,Gesture
-15,13,1023,Gesture
-16,10,1022,Gesture
-16,13,1028,Gesture
-18,13,1023,Gesture
-16,10,1026,Gesture
-10,12,1026,Gesture
-10,10,1025,Gesture
-10,9,1025,Gesture
-13,12,1031,Gesture
-15,12,1022,Gesture
-10,13,1020,Gesture
-15,13,1025,Gesture
-16,13,1026,Gesture
-15,9,1023,Gesture
-15,12,1026,Gesture
-16,10,1019,Gesture
-13,9,1023,Gesture
-16,13,1031,Gesture
-19,10,1022,Gesture
-16,15,1022,Gesture
-12,12,1023,Gesture
-15,13,1028,Gesture
-16,13,1023,Gesture
-16,12,1026,Gesture
-15,9,1025,Gesture
-12,15,1020,Gesture
-12,15,1023,Gesture
-13,15,1023,Gesture
-9,13,1022,Gesture
-9,13,1022,Gesture
-13,12,1022,Gesture
-12,10,1023,Gesture
-12,13,1028,Gesture
-12,15,1025,Gesture
-13,16,1020,Gesture
-16,10,1022,Gesture
-21,16,1026,Gesture
-13,9,1023,Gesture
-21,13,1023,Gesture
-10,12,1022,Gesture
-12,10,1022,Gesture
-12,10,1022,Gesture
-15,15,1031,Gesture
-16,10,1025,Gesture
-15,12,1022,Gesture
-12,13,1022,Gesture
-10,13,1023,Gesture
-10,9,1025,Gesture
-7,13,1026,Gesture
-10,13,1022,Gesture
-12,12,1023,Gesture
-15,10,1025,Gesture
-13,9,1026,Gesture
-10,15,1023,Gesture
-15,13,1023,Gesture
-15,12,1023,Gesture
-10,10,1022,Gesture
-19,12,1026,Gesture
-18,10,1022,Gesture
-10,12,1023,Gesture
-16,13,1025,Gesture
-16,7,1025,Gesture
-15,16,1026,Gesture
-13,9,1028,Gesture
-15,9,1023,Gesture
-4,10,1022,Gesture
-18,10,1026,Gesture
-15,12,1028,Gesture
-15,12,1022,Gesture
-10,10,1020,Gesture
-16,10,1025,Gesture
-19,12,1023,Gesture
-12,18,1031,Gesture
-15,13,1022,Gesture
-19,12,1020,Gesture
-15,10,1022,Gesture
-16,12,1026,Gesture
-18,13,1023,Gesture
-13,9,1022,Gesture
-10,12,1025,Gesture
-13,12,1022,Gesture
-15,12,1023,Gesture
-15,12,1025,Gesture
-10,13,1025,Gesture
-12,9,1022,Gesture
-7,10,1025,Gesture
-18,12,1026,Gesture
-13,13,1022,Gesture
-15,10,1022,Gesture
-15,12,1020,Gesture
-15,15,1019,Gesture
-16,13,1025,Gesture
-16,13,1026,Gesture
-13,12,1022,Gesture
-13,12,1020,Gesture
-15,10,1028,Gesture
-10,15,1025,Gesture
-16,15,1023,Gesture
-18,15,1025,Gesture
-13,15,1020,Gesture
-15,15,1020,Gesture
-22,10,1026,Gesture
-12,15,1022,Gesture
-18,15,1020,Gesture
-9,15,1023,Gesture
-15,13,1019,Gesture
-16,13,1022,Gesture
-10,13,1028,Gesture
-13,9,1023,Gesture
-13,10,1022,Gesture
-19,7,1025,Gesture
-16,10,1025,Gesture
-13,12,1023,Gesture
-13,13,1026,Gesture
-16,10,1020,Gesture
-15,9,1020,Gesture
-16,13,1020,Gesture
-13,12,1023,Gesture
-15,12,1020,Gesture
-18,10,1022,Gesture
-16,10,1025,Gesture
-13,10,1025,Gesture
-12,16,1023,Gesture
-12,12,1022,Gesture
-10,12,1023,Gesture
-13,15,1025,Gesture
-13,13,1023,Gesture
-13,12,1022,Gesture
-13,13,1023,Gesture
-12,15,1023,Gesture
-15,13,1025,Gesture
-13,13,1023,Gesture
-18,15,1028,Gesture
-9,10,1022,Gesture
-13,16,1019,Gesture
-13,10,1022,Gesture
-13,12,1022,Gesture
-15,12,1023,Gesture
-15,12,1023,Gesture
-22,10,1023,Gesture
-13,10,1023,Gesture
-10,10,1025,Gesture
-13,9,1020,Gesture
-12,13,1019,Gesture
-12,12,1020,Gesture
-12,13,1020,Gesture
-13,13,1023,Gesture
-15,9,1026,Gesture
-15,12,1020,Gesture
-13,13,1020,Gesture
-13,12,1025,Gesture
-18,12,1023,Gesture
-12,10,1026,Gesture
-13,9,1026,Gesture
-15,12,1025,Gesture
-21,12,1025,Gesture
-16,16,1028,Gesture
-12,15,1028,Gesture
-12,12,1028,Gesture
-16,12,1022,Gesture
-13,18,1028,Gesture
-18,18,1023,Gesture
-13,12,1026,Gesture
-12,15,1020,Gesture
-9,10,1017,Gesture
-12,10,1023,Gesture
-19,13,1028,Gesture
-12,12,1025,Gesture
-6,12,1026,Gesture
-12,15,1023,Gesture
-15,13,1020,Gesture
-16,13,1022,Gesture
-15,12,1025,Gesture
-16,12,1020,Gesture
-15,12,1017,Gesture
-15,10,1023,Gesture
-10,13,1025,Gesture
-13,15,1019,Gesture
-6,12,1020,Gesture
-9,12,1020,Gesture
-12,15,1025,Gesture
-12,13,1023,Gesture
-12,12,1026,Gesture
-18,13,1019,Gesture
-10,10,1022,Gesture
-12,12,1023,Gesture
-12,9,1023,Gesture
-12,13,1026,Gesture
-10,13,1022,Gesture
-13,12,1017,Gesture
-10,13,1023,Gesture
-15,15,1026,Gesture
-15,18,1019,Gesture
-10,12,1023,Gesture
-16,12,1025,Gesture
-19,10,1025,Gesture
-12,12,1023,Gesture
-16,12,1026,Gesture
-13,9,1020,Gesture
-16,9,1019,Gesture
-13,10,1026,Gesture
-15,12,1022,Gesture
-15,10,1019,Gesture
-10,13,1019,Gesture
-13,9,1020,Gesture
-12,10,1022,Gesture
-18,12,1025,Gesture
-16,15,1025,Gesture
-15,6,1023,Gesture
-13,10,1023,Gesture
-13,13,1026,Gesture
-16,13,1026,Gesture
-15,13,1025,Gesture
-18,13,1025,Gesture
-18,12,1022,Gesture
-13,13,1022,Gesture
-18,12,1026,Gesture
-13,12,1025,Gesture
-13,13,1023,Gesture
-13,15,1023,Gesture
-15,12,1025,Gesture
-13,15,1028,Gesture
-15,13,1025,Gesture
-16,13,1022,Gesture
-13,15,1022,Gesture
-9,10,1028,Gesture
-15,9,1023,Gesture
-16,13,1022,Gesture
-15,9,1022,Gesture
-13,10,1023,Gesture
-19,12,1025,Gesture
-9,12,1025,Gesture
-16,12,1023,Gesture
-13,10,1020,Gesture
-18,13,1022,Gesture
-13,12,1025,Gesture
-16,12,1020,Gesture
-13,13,1022,Gesture
-18,16,1020,Gesture
-15,10,1022,Gesture
-13,12,1026,Gesture
-16,7,1031,Gesture
-15,12,1031,Gesture
-16,12,1023,Gesture
-13,10,1022,Gesture
-15,16,1022,Gesture
-13,12,1023,Gesture
-10,12,1026,Gesture
-19,13,1026,Gesture
-13,13,1023,Gesture
-12,12,1020,Gesture
-16,15,1020,Gesture
-13,15,1023,Gesture
-13,13,1022,Gesture
-15,12,1025,Gesture
-15,12,1023,Gesture
-16,12,1019,Gesture
-15,10,1028,Gesture
-12,12,1025,Gesture
