102,175,1180,Circle
133,194,1164,Circle
168,237,1152,Circle
196,249,1137,Circle
180,269,1125,Circle
184,280,1117,Circle
172,284,1113,Circle
168,319,1125,Circle
184,343,1113,Circle
192,374,1117,Circle
137,433,1109,Circle
106,460,1090,Circle
106,464,1098,Circle
106,464,1082,Circle
106,464,1051,Circle
90,464,1035,Circle
82,483,992,Circle
74,499,961,Circle
78,440,957,Circle
86,487,934,Circle
86,519,922,Circle
0,593,926,Circle
-50,632,914,Circle
-57,640,891,Circle
-46,620,856,Circle
0,538,824,Circle
8,534,793,Circle
-53,503,750,Circle
-100,495,723,Circle
-132,487,695,Circle
-178,499,660,Circle
-175,460,637,Circle
-186,425,637,Circle
-194,460,606,Circle
-190,480,613,Circle
-186,425,625,Circle
-194,409,594,Circle
-206,362,586,Circle
-233,312,582,Circle
-249,327,578,Circle
-276,315,555,Circle
-280,292,523,Circle
-280,273,492,Circle
-292,249,465,Circle
-331,226,418,Circle
-382,214,375,Circle
-409,194,336,Circle
-428,171,273,Circle
-468,132,238,Circle
-487,93,223,Circle
-530,81,199,Circle
-577,85,199,Circle
-604,116,203,Circle
-636,140,219,Circle
-628,163,231,Circle
-624,163,234,Circle
-659,194,250,Circle
-659,214,231,Circle
-682,230,238,Circle
-694,233,223,Circle
-729,194,180,Circle
-714,163,172,Circle
-741,128,180,Circle
-741,85,164,Circle
-725,85,156,Circle
-721,93,137,Circle
-718,105,156,Circle
-706,81,152,Circle
-721,73,145,Circle
-721,89,172,Circle
-737,69,172,Circle
-749,89,168,Circle
-745,93,191,Circle
-733,85,211,Circle
-702,65,207,Circle
-694,54,231,Circle
-682,50,254,Circle
-663,30,270,Circle
-659,12,273,Circle
-651,-4,266,Circle
-608,-51,266,Circle
-581,-66,234,Circle
-573,-66,242,Circle
-596,-86,242,Circle
-600,-117,223,Circle
-577,-113,242,Circle
-557,-148,258,Circle
-522,-172,254,Circle
-503,-180,266,Circle
-546,-187,270,Circle
-550,-219,277,Circle
-569,-195,309,Circle
-542,-176,344,Circle
-479,-129,359,Circle
-456,-117,414,Circle
-413,-121,430,Circle
-386,-133,461,Circle
-503,-207,523,Circle
-471,-234,586,Circle
-413,-219,594,Circle
-389,-195,617,Circle
-327,-172,629,Circle
-393,-98,648,Circle
-432,-94,688,Circle
-389,-117,719,Circle
-378,-113,785,Circle
-335,-98,824,Circle
-323,-90,820,Circle
-409,-168,816,Circle
-436,-289,856,Circle
-483,-187,902,Circle
-428,-117,906,Circle
-315,-98,941,Circle
-300,-62,965,Circle
-307,-125,949,Circle
-389,-227,992,Circle
-444,-238,1020,Circle
-452,-227,1023,Circle
-378,-203,1027,Circle
-343,-141,1063,Circle
-288,-86,1070,Circle
-190,-144,1090,Circle
-233,-234,1133,Circle
-311,-195,1148,Circle
-343,-168,1156,Circle
-366,-117,1148,Circle
-382,-113,1176,Circle
-327,-133,1180,Circle
-346,-98,1195,Circle
-319,-125,1250,Circle
-229,-105,1266,Circle
-147,-82,1246,Circle
-264,-117,1313,Circle
-339,-121,1313,Circle
-354,-168,1293,Circle
-378,-141,1297,Circle
-335,-59,1320,Circle
-261,12,1340,Circle
-253,69,1391,Circle
-241,58,1398,Circle
-292,50,1383,Circle
-288,23,1363,Circle
-315,-27,1352,Circle
-272,-70,1340,Circle
-315,-16,1371,Circle
-339,0,1402,Circle
-264,46,1430,Circle
-257,38,1449,Circle
-257,23,1473,Circle
-229,4,1469,Circle
-218,-55,1477,Circle
-218,-23,1496,Circle
-276,20,1527,Circle
-261,65,1531,Circle
-307,97,1535,Circle
-350,128,1512,Circle
-366,132,1520,Circle
-315,132,1473,Circle
-261,108,1445,Circle
-221,58,1422,Circle
-218,46,1371,Circle
-214,16,1352,Circle
-171,-8,1297,Circle
-175,4,1250,Circle
-178,16,1223,Circle
-171,46,1195,Circle
-159,73,1172,Circle
-132,69,1129,Circle
-124,81,1133,Circle
-159,108,1148,Circle
-175,101,1152,Circle
-186,140,1172,Circle
-190,175,1180,Circle
-202,214,1168,Circle
-186,226,1145,Circle
-182,237,1113,Circle
-159,230,1098,Circle
-155,237,1102,Circle
-136,218,1070,Circle
-151,198,1070,Circle
-151,230,1039,Circle
-120,245,1000,Circle
-112,280,992,Circle
-77,265,988,Circle
-46,245,961,Circle
-38,226,969,Circle
-50,230,953,Circle
-46,214,945,Circle
-34,210,938,Circle
-30,218,918,Circle
-22,218,906,Circle
-14,222,879,Circle
16,245,856,Circle
82,245,879,Circle
71,187,914,Circle
78,155,930,Circle
106,124,941,Circle
117,93,961,Circle
141,65,961,Circle
149,38,941,Circle
153,34,918,Circle
153,34,906,Circle
446,-121,1379,Circle
246,315,1926,Circle
117,237,1332,Circle
