@relation 1811teachset2-weka.filters.unsupervised.attribute.Remove-R1

@attribute ' ax' numeric
@attribute ' ay' numeric
@attribute ' az' numeric
@attribute ' gx' numeric
@attribute ' gy' numeric
@attribute ' gz' numeric
@attribute ' gesture' {Down,Idle,Left,LRollL,LRollR,Right,RollL,RollR,Up}

@data
-324,184,1452,353,574,1538,Idle
-256,178,1374,436,835,1764,Idle
-240,186,1314,535,1178,1900,Idle
-247,187,1265,600,1520,2081,Idle
-268,210,1268,716,1847,2081,Idle
-285,273,1350,815,1944,2126,Idle
-214,318,1472,930,1879,2036,Idle
-127,331,1572,1062,1651,1900,Idle
-112,316,1587,1210,1357,1855,Idle
-27,286,1547,1358,982,1629,Idle
143,220,1439,1490,607,1493,Idle
375,169,1305,1622,248,1131,Idle
561,178,1149,1721,-77,859,Idle
714,231,1020,1787,-256,543,Idle
776,282,905,1803,-338,271,Idle
707,286,803,1820,-354,45,Idle
533,285,689,1787,-387,-181,Idle
353,304,572,1754,-452,-316,Idle
162,357,458,1655,-599,-452,Idle
-4,417,339,1507,-762,-543,Idle
-138,463,261,1309,-941,-633,Idle
-240,474,239,1078,-1121,-678,Idle
-310,472,282,848,-1251,-678,Idle
-394,432,347,617,-1349,-724,Idle
-480,397,393,419,-1382,-678,Idle
-483,370,422,254,-1317,-633,Idle
-409,360,437,139,-1186,-543,Idle
-346,358,449,57,-974,-407,Idle
-327,387,483,-41,-729,-316,Idle
-310,427,510,-90,-501,-181,Idle
-339,468,572,-107,-305,-90,Idle
-366,496,624,-123,-175,-45,Idle
-399,517,677,-123,-126,-45,Idle
-430,529,708,-107,-110,90,Idle
-435,544,725,-90,-175,0,Idle
-406,559,731,-90,-240,90,Idle
-354,574,720,-58,-322,0,Idle
-292,598,728,-8,-338,0,Idle
-244,612,744,7,-354,0,Idle
-208,612,755,-41,-403,-45,Idle
-175,619,771,-25,-371,-45,Idle
-156,615,782,-8,-322,-45,Idle
-148,615,789,7,-224,90,Idle
-165,613,779,7,-191,45,Idle
-183,616,774,7,-159,45,Idle
-196,627,782,24,-110,-45,Idle
-234,636,788,-8,-159,45,Idle
-241,637,797,-25,-208,45,Idle
-198,640,801,-8,-240,45,Idle
-156,640,798,7,-224,45,Idle
-138,637,797,-8,-224,0,Idle
-129,636,794,-8,-175,45,Idle
-136,642,794,7,-126,45,Idle
-144,637,797,7,-93,45,Idle
-138,639,809,7,-61,90,Idle
-135,628,819,7,-44,90,Idle
-138,622,830,7,-28,135,Idle
-141,613,830,7,-12,135,Idle
-153,612,828,24,-12,135,Idle
-568,244,1422,271,-550,452,Idle
-561,202,1533,337,-501,588,Idle
-409,145,1605,469,-273,905,Idle
-258,138,1673,617,101,1221,Idle
-126,141,1637,782,509,1312,Idle
-37,138,1547,963,1064,1674,Idle
8,145,1457,1095,1537,1900,Idle
45,136,1367,1243,2026,1991,Idle
66,138,1314,1375,2515,2172,Idle
-36,223,1263,1490,2825,2217,Idle
-90,352,1313,1556,2858,2262,Idle
-138,390,1347,1622,2678,2217,Idle
-91,429,1401,1655,2238,2126,Idle
90,417,1352,1688,1635,1945,Idle
317,351,1275,1721,1064,1719,Idle
519,271,1148,1754,623,1448,Idle
555,247,1008,1770,264,1221,Idle
537,262,873,1754,-44,950,Idle
548,270,741,1721,-322,724,Idle
587,295,612,1671,-485,452,Idle
582,342,510,1589,-566,226,Idle
518,376,429,1474,-632,45,Idle
389,406,366,1342,-713,-90,Idle
251,444,311,1194,-827,-226,Idle
152,469,279,1029,-990,-362,Idle
80,480,276,864,-1137,-497,Idle
-30,466,293,683,-1284,-588,Idle
-150,438,363,535,-1414,-678,Idle
-264,406,447,386,-1561,-724,Idle
-357,372,524,271,-1643,-724,Idle
-846,357,642,1342,134,2036,Idle
-598,348,501,1227,346,2353,Idle
-282,325,407,1128,623,2443,Idle
-9,327,375,1045,933,2579,Idle
153,349,335,963,1162,2534,Idle
206,363,362,848,1259,2489,Idle
237,333,395,749,1210,2353,Idle
282,321,431,650,1047,2172,Idle
365,288,477,568,803,1945,Idle
467,277,515,502,525,1629,Idle
558,280,546,436,313,1448,Idle
635,294,543,386,167,1221,Idle
708,307,533,353,69,1040,Idle
740,330,540,304,52,769,Idle
731,348,534,271,69,633,Idle
681,369,534,222,118,497,Idle
566,393,542,189,150,362,Idle
461,406,558,139,167,226,Idle
374,430,582,90,150,90,Idle
288,454,618,40,134,-45,Idle
203,469,666,-25,69,-45,Idle
128,480,705,-41,36,-135,Idle
66,492,762,-90,-44,-135,Idle
9,498,818,-90,-77,-135,Idle
-30,496,852,-123,-126,-181,Idle
-45,507,873,-140,-159,-135,Idle
-34,517,891,-123,-175,-181,Idle
-12,543,900,-123,-142,-90,Idle
-1,567,903,-123,-126,-181,Idle
-7,582,923,-74,-61,-90,Idle
240,163,1316,205,-289,-452,Idle
276,202,1358,304,-354,-543,Idle
333,243,1436,370,-452,-678,Idle
360,282,1493,502,-501,-905,Idle
327,322,1515,633,-501,-1176,Idle
236,354,1517,782,-485,-1357,Idle
62,354,1511,963,-436,-1402,Idle
-216,310,1512,1095,-501,-1583,Idle
-489,255,1514,1210,-648,-1674,Idle
-669,213,1535,1342,-795,-1629,Idle
-787,184,1553,1457,-925,-1583,Idle
-882,171,1529,1556,-893,-1357,Idle
-978,181,1452,1655,-811,-1176,Idle
-1095,223,1341,1721,-697,-905,Idle
-1168,285,1181,1754,-599,-543,Idle
-1161,330,1055,1754,-485,-271,Idle
-1158,343,954,1704,-403,135,Idle
-1168,351,848,1655,-338,407,Idle
-1120,327,777,1556,-305,769,Idle
-1030,316,689,1490,-224,1086,Idle
-897,306,609,1375,-126,1402,Idle
-723,309,534,1292,20,1629,Idle
-574,307,471,1194,183,1855,Idle
-441,295,441,1078,313,1945,Idle
-324,297,411,996,460,2126,Idle
-198,289,399,881,542,2172,Idle
-40,286,398,798,623,2172,Idle
90,292,393,683,672,2217,Idle
197,289,435,617,672,2081,Idle
261,261,471,535,607,1991,Idle
330,238,507,502,542,1810,Idle
395,235,542,436,460,1674,Idle
410,243,548,403,379,1538,Idle
446,264,563,337,264,1312,Idle
497,279,566,320,216,1176,Idle
515,312,564,287,150,995,Idle
507,360,566,254,167,905,Idle
489,397,573,222,150,724,Idle
462,414,593,172,150,678,Idle
435,429,633,139,167,543,Idle
122,186,1472,633,-436,-1086,Idle
101,190,1461,765,-420,-1131,Idle
24,178,1437,864,-403,-1267,Idle
-121,151,1430,979,-338,-1357,Idle
-327,109,1476,1078,-354,-1402,Idle
-568,27,1518,1194,-403,-1402,Idle
-769,-30,1535,1309,-501,-1312,Idle
-901,-53,1494,1424,-534,-1221,Idle
-954,-15,1412,1523,-501,-995,Idle
-1036,51,1338,1589,-420,-724,Idle
-1182,99,1269,1638,-371,-362,Idle
-1300,145,1196,1671,-338,45,Idle
-1296,205,1104,1655,-338,407,Idle
-1170,252,995,1638,-322,769,Idle
-1041,264,885,1589,-224,1221,Idle
-894,252,774,1507,-110,1493,Idle
-729,258,665,1424,52,1764,Idle
-573,265,549,1309,216,2036,Idle
-421,267,503,1227,379,2217,Idle
-270,271,467,1144,493,2217,Idle
-160,265,437,1045,558,2217,Idle
-45,247,455,963,574,2262,Idle
83,234,452,897,542,2126,Idle
210,249,440,831,509,2036,Idle
320,267,441,749,444,1945,Idle
398,273,458,683,395,1810,Idle
452,271,465,617,346,1674,Idle
503,270,486,568,297,1493,Idle
518,277,503,502,264,1357,Idle
533,300,513,436,216,1267,Idle
561,330,530,386,183,1086,Idle
576,351,552,353,167,950,Idle
564,378,563,304,183,814,Idle
539,408,575,238,150,633,Idle
506,432,590,238,183,633,Idle
473,456,612,156,134,407,Idle
438,474,648,123,150,316,Idle
396,483,683,90,134,181,Idle
366,483,714,57,118,181,Idle
342,484,737,24,101,90,Idle
308,484,773,7,101,0,Idle
254,483,812,-25,101,0,Idle
186,489,851,-25,101,-90,Idle
111,499,884,-58,52,-90,Idle
57,505,914,-25,36,-90,Idle
21,510,929,-41,-77,-181,Idle
9,523,932,-8,-110,-135,Idle
5,538,932,-25,-191,-181,Idle
20,553,926,7,-191,-45,Idle
44,571,912,7,-208,-90,Idle
149,16,1124,-123,-240,90,Idle
200,0,1160,-107,-240,90,Idle
284,1,1211,-74,-256,0,Idle
350,-2,1271,-8,-256,-135,Idle
404,-2,1317,57,-273,-226,Idle
461,25,1340,172,-256,-362,Idle
441,45,1338,238,-273,-543,Idle
413,66,1335,353,-256,-724,Idle
368,87,1343,436,-305,-995,Idle
293,114,1359,518,-305,-1040,Idle
207,141,1377,600,-338,-1221,Idle
104,163,1415,683,-387,-1312,Idle
-19,187,1421,782,-436,-1448,Idle
-162,220,1412,864,-452,-1448,Idle
-300,232,1389,963,-452,-1493,Idle
-393,231,1388,1012,-452,-1448,Idle
-543,201,1412,1095,-452,-1448,Idle
-760,141,1434,1161,-468,-1312,Idle
-946,85,1452,1227,-517,-1176,Idle
-1066,60,1425,1309,-583,-995,Idle
-1204,63,1374,1375,-632,-678,Idle
-1231,99,1287,1441,-648,-407,Idle
-1185,154,1223,1490,-615,-181,Idle
-1164,178,1179,1507,-501,226,Idle
-1110,184,1121,1507,-371,588,Idle
-1060,186,1056,1540,-175,950,Idle
-1002,186,939,1507,4,1221,Idle
-876,211,800,1490,216,1629,Idle
-747,262,671,1424,346,1900,Idle
-633,286,549,1325,428,2081,Idle
-468,307,459,1243,477,2036,Idle
-310,325,401,1144,509,2172,Idle
-147,325,374,1012,509,2217,Idle
9,315,360,913,525,2217,Idle
129,304,359,831,591,2217,Idle
206,300,359,699,542,2081,Idle
276,286,380,568,493,1991,Idle
381,271,401,469,428,1900,Idle
444,268,419,386,379,1810,Idle
471,268,444,287,313,1674,Idle
497,268,473,205,264,1493,Idle
512,264,497,139,232,1402,Idle
569,268,548,57,150,1221,Idle
593,285,572,-8,134,1176,Idle
560,297,608,-58,118,950,Idle
527,306,635,-74,150,859,Idle
507,331,663,-123,150,724,Idle
471,342,698,-156,150,588,Idle
453,348,759,-189,134,497,Idle
392,340,818,-189,118,407,Idle
324,346,878,-206,69,316,Idle
282,358,927,-206,36,226,Idle
230,360,966,-173,-12,181,Idle
194,360,993,-156,-61,90,Idle
179,370,1005,-123,-110,90,Idle
165,387,1008,-107,-159,0,Idle
161,403,1008,-74,-175,45,Idle
159,415,999,-58,-175,-45,Idle
150,426,1004,-25,-159,0,Idle
131,442,998,-8,-142,-45,Idle
129,457,984,24,-110,0,Idle
123,475,974,40,-93,0,Idle
129,495,948,40,-61,0,Idle
128,507,932,57,-44,0,Idle
129,517,918,57,-44,45,Idle
129,522,903,57,-28,90,Idle
125,511,900,40,-28,90,Idle
128,513,897,40,-28,90,Idle
134,510,890,24,-44,90,Idle
149,516,885,24,-61,90,Idle
-222,487,933,123,-110,-90,Left
-181,460,914,123,-110,-45,Left
-139,429,899,106,-93,0,Left
-97,402,905,106,-77,45,Left
-76,378,900,106,-28,90,Left
-69,348,905,90,-12,45,Left
-91,327,906,90,4,90,Left
-109,309,903,57,4,90,Left
-111,295,918,40,-12,45,Left
-118,286,920,24,-44,135,Left
-106,283,932,7,-44,45,Left
-93,292,933,-8,-44,45,Left
-87,309,951,-8,-44,90,Left
-90,322,962,-8,-44,45,Left
-96,333,968,-25,-44,90,Left
-114,345,968,-8,-44,45,Left
-126,349,980,-8,-28,90,Left
-138,351,983,-8,-44,45,Left
-133,349,998,7,-44,45,Left
-147,351,1002,7,-28,90,Left
-145,349,1002,24,-12,135,Left
-141,349,996,40,-12,90,Left
-150,351,993,57,4,90,Left
-159,348,986,57,20,135,Left
-180,343,993,73,4,90,Left
-195,340,990,73,-12,181,Left
-208,334,998,73,-28,135,Left
-225,322,996,90,-44,181,Left
-226,322,978,90,-61,181,Left
-214,328,960,90,-44,226,Left
-226,333,951,90,-28,226,Left
-201,328,947,106,-12,271,Left
-187,340,956,90,4,362,Left
-217,351,954,90,20,362,Left
-217,349,959,90,20,316,Left
-199,349,954,90,20,362,Left
-198,343,941,90,36,407,Left
-187,345,932,90,36,407,Left
-162,351,927,73,36,452,Left
-156,348,929,73,52,452,Left
-156,345,929,73,69,452,Left
-129,348,941,73,69,497,Left
-130,349,942,57,52,497,Left
-139,348,942,57,52,497,Left
-136,342,938,57,69,543,Left
-127,345,927,40,20,452,Left
-132,342,936,40,36,543,Left
-115,343,933,24,20,497,Left
-81,346,939,24,20,543,Left
-61,348,941,24,20,497,Left
-72,345,944,7,36,543,Left
-69,348,947,24,52,497,Left
-63,348,944,24,52,497,Left
-78,342,948,7,52,452,Left
-93,333,959,7,52,497,Left
-70,324,962,7,20,452,Left
-57,330,962,7,4,452,Left
-51,336,966,7,20,497,Left
-58,336,966,7,20,543,Left
-64,333,966,7,36,407,Left
-69,336,965,7,36,452,Left
-82,330,963,7,36,452,Left
-90,331,969,-25,4,407,Left
-85,324,968,7,20,452,Left
-81,330,969,-8,-12,407,Left
-79,328,972,7,20,452,Left
-73,337,963,7,4,316,Left
-90,334,960,7,20,452,Left
-100,336,947,24,36,362,Left
-106,340,951,-8,20,407,Left
-117,328,954,24,36,407,Left
-109,333,957,24,20,407,Left
-94,342,957,-8,-12,407,Left
-91,343,956,7,20,452,Left
-88,340,948,24,36,452,Left
-91,336,944,7,36,452,Left
-88,340,944,7,52,452,Left
-82,340,948,7,69,407,Left
-102,333,948,7,69,452,Left
-120,322,953,-8,52,452,Left
-115,324,954,-8,36,452,Left
-106,321,954,-25,36,452,Left
-94,321,948,-8,36,497,Left
-88,327,953,-8,52,497,Left
-105,325,947,-25,52,497,Left
-100,322,953,-25,69,497,Left
-96,324,960,-25,69,497,Left
-84,318,969,-25,69,497,Left
-76,321,977,-8,85,497,Left
-70,321,975,-25,85,497,Left
-67,321,969,-25,101,497,Left
-76,318,962,-25,101,497,Left
-82,321,957,-25,101,497,Left
-67,315,963,-25,85,497,Left
-33,313,968,-8,85,497,Left
-30,316,974,-8,101,452,Left
-34,309,975,-8,118,497,Left
-28,312,972,-8,134,407,Left
-37,307,965,-8,134,452,Left
-46,310,966,-8,118,452,Left
-39,309,969,-25,85,362,Left
-43,303,968,-41,52,362,Left
-27,297,974,-25,36,362,Left
-21,298,980,-25,20,362,Left
-21,298,983,-25,20,362,Left
-19,292,977,-25,4,316,Left
-21,289,977,-25,20,316,Left
-22,294,972,-25,20,316,Left
-13,294,980,-25,20,271,Left
-15,294,978,-8,20,226,Left
-16,298,980,-8,20,226,Left
-28,304,984,-8,20,226,Left
-49,297,984,-8,4,181,Left
-49,295,981,-25,-28,135,Left
-55,297,984,-8,-44,181,Left
-61,292,986,-8,-77,135,Left
-52,288,990,-8,-77,181,Left
-36,289,989,7,-61,135,Left
-30,292,990,-8,-44,181,Left
-39,294,989,7,-28,135,Left
-60,286,990,24,4,135,Left
-78,288,995,24,-12,135,Left
-93,285,989,24,-28,90,Left
-96,288,995,7,-61,135,Left
-85,282,993,40,-44,135,Left
-81,289,990,7,-93,45,Left
-84,294,989,40,-61,181,Left
-93,294,987,40,-93,45,Left
-94,288,978,40,-61,135,Left
-100,289,977,40,-61,90,Left
-108,283,974,40,-61,90,Left
-97,288,974,40,-44,90,Left
-87,285,969,40,-28,90,Left
-79,285,969,40,4,135,Left
-76,291,972,40,4,90,Left
-97,291,972,40,4,90,Left
-100,285,972,40,4,135,Left
-94,283,969,40,-28,90,Left
-87,285,975,40,-12,181,Left
-84,279,977,24,-44,90,Left
-79,277,980,24,-28,181,Left
-72,279,977,24,-44,135,Left
-61,279,983,24,-28,181,Left
-73,273,993,24,-28,135,Left
-75,271,990,7,-44,135,Left
-69,268,989,24,-28,135,Left
-69,273,993,40,-12,181,Left
-69,267,989,40,-28,226,Left
-63,268,989,24,-61,0,Left
-61,273,990,24,-61,0,Left
-69,270,996,40,-61,45,Left
-72,268,996,40,-61,45,Left
-70,267,996,24,-77,45,Left
-66,264,995,24,-77,45,Left
-69,267,993,57,-44,45,Left
-76,262,993,40,-61,-45,Left
-78,270,989,57,-44,0,Left
-82,268,989,57,-44,45,Left
-96,270,993,57,-61,0,Left
-87,270,995,57,-61,0,Left
-79,273,993,73,-77,0,Left
-52,273,990,73,-61,0,Left
-37,264,998,73,-61,0,Left
-52,265,999,90,-44,-45,Left
-51,261,1002,90,-44,-45,Left
-39,262,999,90,-44,-45,Left
-42,259,995,106,-44,-90,Left
-45,268,984,106,-44,-90,Left
-46,273,983,90,-61,-90,Left
-61,259,980,90,-77,-135,Left
-48,270,981,90,-93,-135,Left
-45,273,984,90,-110,-135,Left
-57,271,980,90,-126,-181,Left
-46,274,975,106,-159,-181,Left
-33,297,975,106,-191,-226,Left
-40,301,986,90,-208,-226,Left
-51,295,978,90,-191,-226,Left
-48,289,972,90,-191,-226,Left
-49,288,983,90,-159,-271,Left
-73,270,974,90,-142,-271,Left
-73,267,966,90,-126,-316,Left
-79,265,960,90,-110,-271,Left
-85,262,959,90,-77,-226,Left
-108,271,954,73,-61,-226,Left
-141,268,977,73,-93,-271,Left
-172,253,978,57,-126,-226,Left
-168,253,993,57,-142,-226,Left
-148,253,1001,57,-175,-226,Left
-132,252,998,57,-175,-226,Left
-115,253,990,57,-159,-226,Left
-102,253,975,73,-110,-226,Left
-105,255,972,73,-77,-226,Left
-108,255,977,90,-44,-226,Left
-136,255,987,73,-61,-226,Left
-157,244,993,90,-77,-226,Left
-142,243,989,90,-93,-226,Left
-121,255,989,90,-110,-181,Left
-120,250,989,73,-110,-181,Left
-103,253,983,73,-93,-90,Left
-96,247,987,90,-77,-135,Left
-97,250,986,73,-44,-226,Left
-94,256,986,90,-12,-226,Left
-105,258,981,90,4,-181,Left
-121,256,983,90,4,-181,Left
-132,256,984,73,-28,-181,Left
-138,264,986,90,-28,-135,Left
-136,259,996,90,-44,-135,Left
-139,250,990,90,-61,-135,Left
-112,240,995,90,-77,-135,Left
-106,246,989,90,-77,-135,Left
-114,244,986,106,-61,-135,Left
-115,252,986,90,-44,-90,Left
-112,256,989,73,-61,-135,Left
-127,249,993,90,-61,-90,Left
-130,246,999,73,-77,-135,Left
-118,246,996,106,-77,-135,Left
-112,247,989,90,-44,-90,Left
-118,247,995,106,-44,-90,Left
-135,247,986,90,-61,-45,Left
-132,253,986,106,-61,-45,Left
-127,259,984,90,-61,-45,Left
-114,253,987,106,-61,-90,Left
-117,258,990,123,-44,-90,Left
-130,252,987,106,-44,0,Left
-129,258,987,123,-44,0,Left
-139,258,981,73,-77,-45,Left
-142,252,978,106,-44,45,Left
-139,255,977,90,-93,-45,Left
-130,253,986,90,-77,45,Left
-114,259,983,90,-77,45,Left
-117,261,977,90,-77,0,Left
-106,259,978,90,-61,0,Left
-115,267,978,90,-44,0,Left
-136,262,983,90,-44,0,Left
-145,255,983,90,-61,0,Left
-129,261,981,90,-77,0,Left
-132,265,977,90,-61,45,Left
-130,265,980,90,-93,0,Left
-117,261,977,73,-77,45,Left
-115,264,981,73,-77,0,Left
-121,261,981,90,-61,90,Left
-135,262,983,90,-61,90,Left
-142,259,980,90,-61,45,Left
-136,265,980,90,-61,45,Left
-132,265,980,57,-77,90,Left
-139,264,981,57,-93,45,Left
-139,264,983,73,-77,135,Left
-132,261,980,57,-93,45,Left
-135,267,978,57,-61,90,Left
-138,267,977,57,-77,45,Left
-138,262,978,57,-77,90,Left
-121,264,984,40,-93,90,Left
-120,267,984,40,-77,90,Left
-120,267,990,73,-44,90,Left
-130,264,984,57,-77,45,Left
-135,262,983,73,-77,0,Left
-132,267,980,90,-61,90,Left
-129,268,981,73,-77,90,Left
-118,271,980,90,-77,45,Left
-117,273,983,90,-61,90,Left
-112,265,981,90,-61,90,Left
-111,267,983,90,-61,90,Left
-112,270,977,90,-44,90,Left
-117,265,975,90,-44,90,Left
-127,262,978,90,-44,90,Left
-129,267,978,90,-44,90,Left
-117,273,972,90,-44,90,Left
-114,273,977,90,-44,90,Left
-118,274,977,90,-44,90,Left
-115,270,980,90,-44,135,Left
-118,270,975,90,-44,90,Left
-120,273,978,90,-44,90,Left
-115,271,975,90,-44,90,Left
-105,277,972,90,-44,90,Left
-108,276,969,73,-44,90,Left
-108,279,969,73,-61,90,Left
-112,274,972,73,-61,90,Left
-115,277,974,90,-61,90,Left
-127,267,984,73,-77,90,Left
-132,265,980,90,-93,90,Left
-121,265,980,90,-93,45,Left
-112,267,977,90,-77,90,Left
-106,268,981,90,-77,90,Left
-112,273,983,90,-61,90,Left
-115,267,986,90,-61,135,Left
-114,265,987,90,-44,135,Left
-112,273,984,90,-44,135,Left
-103,271,981,73,-61,90,Left
-97,280,978,90,-61,90,Left
-105,279,972,73,-77,90,Left
-93,280,969,73,-77,45,Left
-78,277,969,90,-77,45,Left
-78,280,969,90,-61,0,Left
-69,280,965,73,-44,0,Left
-75,285,968,90,-44,0,Left
-57,282,965,90,-28,45,Left
-42,283,966,106,-12,0,Left
-37,280,980,106,-12,0,Left
-27,282,986,106,-12,0,Left
-30,289,981,106,-12,-90,Left
-15,280,989,106,-28,-226,Left
-19,285,993,123,-28,-226,Left
-27,277,990,123,-28,-226,Left
-10,286,986,139,-28,-271,Left
-16,285,993,156,-12,-316,Left
-31,283,990,156,-28,-362,Left
-31,295,981,172,-28,-362,Left
-34,298,980,189,-28,-407,Left
-54,303,980,189,-12,-452,Left
-85,295,981,205,-12,-497,Left
-85,295,978,205,-12,-497,Left
-123,288,995,222,-12,-588,Left
-142,280,990,238,4,-633,Left
-175,276,995,238,-12,-678,Left
-216,274,993,254,20,-724,Left
-265,289,990,287,69,-724,Left
-373,283,983,304,52,-724,Left
-477,273,972,287,36,-633,Left
-580,277,993,287,-12,-588,Left
-820,280,981,254,-142,-452,Left
-126,244,1047,7,-256,-226,Left
-120,235,1061,7,-240,-226,Left
-118,234,1068,24,-224,-181,Left
-136,232,1068,7,-208,-226,Left
-141,237,1067,24,-175,-226,Left
-138,261,1052,57,-126,-135,Left
-154,280,1041,73,-126,-181,Left
-159,303,1026,73,-126,-181,Left
-150,316,1002,90,-126,-135,Left
-127,331,993,90,-126,-90,Left
-114,342,981,90,-126,-90,Left
-85,349,972,106,-110,-90,Left
-66,352,966,106,-93,-90,Left
-66,352,965,106,-77,-90,Left
-72,354,956,90,-61,-90,Left
-75,351,960,106,-44,-90,Left
-91,349,959,106,-61,-45,Left
-100,343,953,106,-61,-45,Left
-84,343,953,106,-77,-90,Left
-79,343,956,106,-77,-90,Left
-61,342,960,106,-77,-90,Left
-61,336,966,123,-77,-90,Left
-81,333,962,123,-77,-90,Left
-91,330,966,139,-61,-135,Left
-97,334,959,139,-93,-135,Left
-97,325,956,139,-93,-135,Left
-90,331,953,156,-93,-135,Left
-87,330,960,156,-93,-135,Left
-82,333,959,156,-93,-135,Left
-76,340,965,156,-77,-135,Left
-82,337,956,156,-61,-135,Left
-90,345,956,156,-44,-135,Left
-79,345,959,156,-28,-135,Left
-105,346,962,156,-28,-90,Left
-118,342,953,139,-44,-135,Left
-106,345,956,139,-61,-135,Left
-117,348,954,123,-77,-90,Left
-120,349,956,123,-110,-135,Left
-103,348,956,123,-110,-135,Left
-88,346,960,123,-126,-135,Left
-96,337,963,106,-126,-135,Left
-82,337,963,123,-93,-181,Left
-85,342,963,123,-93,-226,Left
-106,336,959,123,-93,-181,Left
-111,334,956,139,-93,-181,Left
-111,336,956,139,-93,-135,Left
-112,340,951,139,-110,-181,Left
-105,345,948,139,-126,-135,Left
-97,346,945,139,-126,-135,Left
-84,352,938,123,-110,-135,Left
-79,351,942,106,-126,-226,Left
-87,351,947,106,-110,-226,Left
-111,351,948,106,-110,-181,Left
-109,348,941,106,-110,-135,Left
-105,352,932,106,-110,-181,Left
-91,358,926,90,-126,-181,Left
-85,360,932,90,-126,-226,Left
-88,357,926,90,-126,-181,Left
-78,358,935,90,-126,-226,Left
-96,355,936,90,-142,-271,Left
-93,348,935,73,-142,-271,Left
-81,351,935,73,-159,-271,Left
-81,354,929,73,-159,-271,Left
-76,351,921,73,-159,-316,Left
-84,358,927,57,-159,-316,Left
-91,355,924,57,-175,-271,Left
-70,348,935,57,-175,-362,Left
-70,351,939,57,-175,-407,Left
-79,340,947,40,-175,-362,Left
-72,340,953,57,-175,-407,Left
-69,336,954,57,-175,-407,Left
-78,333,951,57,-175,-452,Left
-72,334,941,40,-191,-452,Left
-79,337,942,57,-175,-543,Left
-93,334,948,40,-175,-497,Left
-102,327,962,73,-159,-543,Left
-126,321,983,40,-208,-588,Left
-138,306,995,73,-175,-543,Left
-130,306,987,73,-191,-588,Left
-132,313,980,90,-159,-588,Left
-151,312,977,90,-159,-633,Left
-162,316,978,90,-142,-588,Left
-193,304,972,106,-142,-633,Left
-211,303,962,106,-159,-588,Left
-217,307,965,106,-159,-588,Left
-208,309,972,106,-142,-543,Left
-213,306,978,106,-126,-543,Left
-210,307,984,123,-110,-452,Left
-222,304,990,106,-110,-452,Left
-228,312,986,123,-77,-362,Left
-223,307,984,106,-77,-362,Left
-228,306,981,106,-77,-362,Left
-226,304,966,106,-77,-316,Left
-229,307,969,90,-77,-181,Left
-240,301,969,139,-61,-181,Left
-232,300,974,123,-61,-181,Left
-226,295,978,73,-110,-181,Left
-232,297,975,57,-126,-181,Left
-223,294,975,73,-126,-181,Left
-213,291,978,73,-77,0,Left
-214,294,977,73,-110,-90,Left
-217,292,969,73,-93,-45,Left
-213,283,972,106,-77,-135,Left
-213,288,962,90,-77,-90,Left
-214,297,960,123,-61,-90,Left
-222,294,957,106,-93,-135,Left
-228,301,956,106,-93,-135,Left
-225,298,954,90,-93,-135,Left
-219,301,956,106,-93,-45,Left
-214,304,954,106,-93,-90,Left
-193,310,954,106,-77,-45,Left
-201,307,953,106,-61,0,Left
-204,313,947,106,-61,0,Left
-202,315,951,106,-44,0,Left
-201,312,951,106,-44,0,Left
-201,319,948,106,-44,0,Left
-205,322,951,106,-44,0,Left
-207,319,948,90,-61,0,Left
-196,322,948,90,-77,0,Left
-181,322,954,90,-77,45,Left
-186,318,956,90,-77,45,Left
-183,316,960,90,-77,45,Left
-172,315,956,90,-61,45,Left
-175,318,956,90,-61,45,Left
-180,315,954,90,-44,45,Left
-178,315,957,90,-61,0,Left
-177,322,948,106,-44,-45,Left
-183,322,960,106,-44,0,Left
-193,321,962,106,-61,0,Left
-190,321,956,106,-61,0,Left
-184,318,954,106,-61,0,Left
-177,322,953,106,-61,45,Left
-181,324,951,106,-61,0,Left
-171,321,953,106,-44,0,Left
-178,325,953,106,-44,0,Left
-186,322,948,106,-44,45,Left
-177,325,953,106,-44,45,Left
-175,331,953,90,-44,90,Left
-181,330,948,90,-28,45,Left
-181,333,948,90,-44,0,Left
-190,331,948,90,-44,0,Left
-193,328,953,90,-61,-45,Left
-192,327,953,90,-61,0,Left
-192,322,951,90,-61,0,Left
-186,318,956,106,-44,0,Left
-189,321,959,106,-44,0,Left
-195,315,953,123,-28,0,Left
-196,316,956,106,-44,-45,Left
-204,319,959,123,-28,0,Left
-214,318,953,106,-28,0,Left
-211,315,951,106,-44,-45,Left
-217,313,948,90,-28,0,Left
-225,313,945,106,-28,0,Left
-231,318,947,106,-12,0,Left
-247,312,938,106,-12,45,Left
-246,319,939,106,4,0,Left
-247,324,935,106,-12,0,Left
-262,319,932,90,4,45,Left
-264,321,926,73,4,90,Left
-273,324,924,90,4,90,Left
-271,324,920,73,4,90,Left
-267,324,918,57,-12,181,Left
-255,325,918,57,4,135,Left
-265,321,921,24,-12,135,Left
-276,319,924,24,-12,135,Left
-291,315,924,40,4,181,Left
-325,303,933,24,-28,135,Left
-367,297,924,24,-28,271,Left
-472,295,920,7,-93,226,Left
-633,291,908,-25,-208,362,Left
-60,309,986,24,-240,-226,Left
-67,306,977,24,-256,-226,Left
-58,301,969,40,-256,-226,Left
-42,306,974,40,-240,-226,Left
