@relation 1811teachset2-weka.filters.unsupervised.attribute.Remove-R1

@attribute ' ax' numeric
@attribute ' ay' numeric
@attribute ' az' numeric
@attribute ' gx' numeric
@attribute ' gy' numeric
@attribute ' gz' numeric
@attribute ' gesture' {Down,Idle,Left,LRollL,LRollR,Right,RollL,RollR,Up}

@data
47,651,840,73,4,45,LRollR
39,648,833,57,-28,0,LRollR
36,639,836,73,-61,45,LRollR
50,627,837,73,-77,45,LRollR
62,624,833,73,-110,45,LRollR
63,622,828,90,-110,45,LRollR
74,622,819,90,-159,-45,LRollR
80,622,810,90,-110,-45,LRollR
72,622,810,106,-93,0,LRollR
56,621,809,106,-77,0,LRollR
45,621,801,106,-77,45,LRollR
38,618,797,123,-77,45,LRollR
44,613,801,123,-77,45,LRollR
35,613,801,106,-77,45,LRollR
18,607,803,123,-77,45,LRollR
9,607,800,106,-93,45,LRollR
18,603,798,123,-93,45,LRollR
15,604,798,106,-126,90,LRollR
24,600,794,106,-110,45,LRollR
38,603,794,90,-126,90,LRollR
45,600,789,106,-93,90,LRollR
50,594,794,73,-93,45,LRollR
45,600,795,90,-61,90,LRollR
47,603,794,106,-61,45,LRollR
42,600,791,90,-28,45,LRollR
33,598,789,90,-28,90,LRollR
26,588,788,90,-44,90,LRollR
32,586,788,73,-61,135,LRollR
45,589,788,73,-61,90,LRollR
54,591,788,57,-77,135,LRollR
57,595,792,73,-44,90,LRollR
51,597,792,57,-61,90,LRollR
42,598,791,73,-44,90,LRollR
39,594,792,73,-61,90,LRollR
47,601,789,73,-61,135,LRollR
54,606,792,73,-61,90,LRollR
54,604,794,57,-77,0,LRollR
60,609,797,57,-61,90,LRollR
51,612,795,57,-61,45,LRollR
47,609,800,57,-44,45,LRollR
42,616,800,57,-44,45,LRollR
30,612,803,57,-61,45,LRollR
27,609,804,73,-61,45,LRollR
27,610,801,57,-77,45,LRollR
32,615,801,73,-61,90,LRollR
33,621,800,57,-77,90,LRollR
29,609,800,73,-61,135,LRollR
23,610,801,73,-77,90,LRollR
29,610,809,73,-61,45,LRollR
24,604,809,73,-61,90,LRollR
24,609,800,73,-44,90,LRollR
30,609,798,57,-61,135,LRollR
32,615,794,73,-28,90,LRollR
26,612,783,73,-28,90,LRollR
26,609,783,40,-44,45,LRollR
18,604,782,57,-28,135,LRollR
14,601,783,40,-44,135,LRollR
20,603,773,40,-61,90,LRollR
23,603,771,40,-61,0,LRollR
26,597,768,7,-61,45,LRollR
30,597,767,7,-61,45,LRollR
39,589,761,7,-44,45,LRollR
44,589,756,24,4,45,LRollR
44,586,752,7,4,0,LRollR
39,579,750,-8,4,0,LRollR
35,570,752,-8,36,0,LRollR
33,570,753,-25,36,0,LRollR
24,561,753,-25,36,0,LRollR
14,558,752,-41,36,0,LRollR
15,558,747,-41,36,-45,LRollR
8,556,749,-58,20,-45,LRollR
3,550,746,-90,20,-90,LRollR
-7,544,747,-90,20,-90,LRollR
-10,543,741,-107,20,-135,LRollR
-19,541,740,-123,36,-90,LRollR
-19,540,740,-156,36,-45,LRollR
-21,541,741,-173,52,-45,LRollR
-16,543,738,-173,85,-45,LRollR
-27,540,729,-206,85,-90,LRollR
-31,535,722,-239,101,-45,LRollR
-27,529,717,-255,118,-45,LRollR
-15,517,722,-288,150,-45,LRollR
-19,519,717,-321,134,-90,LRollR
-19,510,720,-338,167,-45,LRollR
-18,508,726,-387,150,-90,LRollR
-19,496,729,-420,150,-135,LRollR
-33,487,731,-436,167,-90,LRollR
-42,463,734,-486,150,-135,LRollR
-25,450,756,-502,150,-181,LRollR
-7,445,768,-535,150,-181,LRollR
6,438,767,-552,183,-226,LRollR
-3,427,782,-568,199,-226,LRollR
-36,418,780,-601,199,-226,LRollR
-63,424,809,-618,199,-271,LRollR
-108,429,830,-651,183,-271,LRollR
-121,421,843,-667,150,-271,LRollR
-108,409,878,-684,118,-271,LRollR
-102,399,908,-700,69,-316,LRollR
-96,382,938,-700,52,-271,LRollR
-109,366,968,-700,36,-271,LRollR
-117,360,987,-700,36,-271,LRollR
-130,360,1008,-700,20,-271,LRollR
-144,355,1017,-667,20,-271,LRollR
-148,342,1046,-667,4,-316,LRollR
-175,325,1070,-634,-28,-316,LRollR
-187,303,1088,-618,-28,-271,LRollR
-180,295,1100,-568,-44,-226,LRollR
-171,295,1110,-535,-61,-226,LRollR
-166,292,1115,-519,-77,-181,LRollR
-166,285,1134,-486,-61,-181,LRollR
-189,277,1148,-453,-28,-181,LRollR
-184,273,1136,-404,-12,-135,LRollR
-175,270,1131,-404,4,-135,LRollR
-184,265,1122,-338,52,-135,LRollR
-199,253,1130,-321,36,-135,LRollR
-205,238,1134,-288,36,-90,LRollR
-204,225,1136,-272,4,-135,LRollR
-192,220,1130,-222,20,-45,LRollR
-201,214,1119,-206,4,-90,LRollR
-208,213,1107,-173,4,-45,LRollR
-214,208,1098,-156,4,-45,LRollR
-205,208,1098,-123,-12,-45,LRollR
-216,204,1088,-90,-12,-45,LRollR
-205,199,1079,-74,-12,0,LRollR
-199,196,1076,-74,-28,0,LRollR
-193,190,1070,-41,4,0,LRollR
-196,187,1065,-41,-12,45,LRollR
-204,186,1061,-25,-12,45,LRollR
-205,183,1052,-8,-12,45,LRollR
-210,186,1041,7,-28,90,LRollR
-208,186,1032,-8,-44,181,LRollR
-208,186,1031,7,-44,45,LRollR
-202,175,1026,24,-61,90,LRollR
-201,169,1023,24,-61,135,LRollR
-190,169,1022,7,-77,90,LRollR
-190,165,1017,24,-44,135,LRollR
-186,169,1010,40,-28,135,LRollR
-189,171,1008,24,-44,181,LRollR
-196,172,1004,40,-61,45,LRollR
-195,175,999,24,-61,181,LRollR
-190,171,999,24,-77,181,LRollR
-186,168,998,57,-77,90,LRollR
-177,162,1001,57,-61,45,LRollR
-172,160,1004,57,-61,90,LRollR
-183,156,1002,40,-93,45,LRollR
-181,153,998,40,-77,0,LRollR
-171,163,996,57,-61,45,LRollR
-175,159,998,57,-44,90,LRollR
-180,163,987,73,-44,45,LRollR
-186,162,987,73,-28,90,LRollR
-184,163,995,57,-28,90,LRollR
-189,160,993,57,-44,90,LRollR
-193,162,995,57,-44,90,LRollR
-193,160,990,57,-61,90,LRollR
-190,153,984,57,-61,90,LRollR
-184,156,984,57,-77,90,LRollR
-181,154,983,57,-61,90,LRollR
-178,157,981,57,-61,90,LRollR
-177,159,981,57,-44,90,LRollR
-181,154,986,40,-44,90,LRollR
-180,153,980,40,-28,90,LRollR
-183,151,983,40,-44,90,LRollR
-177,157,984,40,-44,90,LRollR
-174,154,983,24,-44,90,LRollR
-175,151,989,24,-61,90,LRollR
-175,148,989,24,-61,90,LRollR
-169,136,999,7,-77,90,LRollR
-168,138,1004,7,-77,90,LRollR
-156,124,1028,7,-93,90,LRollR
-138,114,1038,7,-93,90,LRollR
-109,99,1064,7,-93,45,LRollR
-73,72,1073,-25,-110,45,LRollR
-31,60,1089,-25,-93,45,LRollR
21,40,1119,-41,-77,135,LRollR
51,43,1131,-25,-61,90,LRollR
77,57,1133,-41,-61,90,LRollR
117,58,1160,-8,-44,90,LRollR
174,64,1182,-8,-61,0,LRollR
216,69,1229,40,-77,-45,LRollR
216,91,1253,90,-126,-181,LRollR
230,126,1275,139,-191,-316,LRollR
408,450,659,106,167,452,LRollR
372,471,686,90,183,407,LRollR
339,493,716,73,199,271,LRollR
285,510,737,57,183,226,LRollR
231,511,753,24,150,135,LRollR
201,523,788,7,101,90,LRollR
179,528,804,7,85,90,LRollR
158,538,816,-8,36,0,LRollR
144,543,834,-8,4,45,LRollR
117,555,842,-8,-12,-45,LRollR
92,564,855,-25,-28,45,LRollR
77,571,869,7,-28,0,LRollR
63,585,876,-25,-93,45,LRollR
57,601,881,24,-61,45,LRollR
60,609,876,-8,-142,0,LRollR
75,619,873,40,-93,90,LRollR
80,624,866,24,-126,135,LRollR
92,630,858,24,-110,90,LRollR
113,639,848,40,-93,0,LRollR
128,642,843,40,-77,135,LRollR
126,649,840,57,-44,45,LRollR
131,640,825,40,-44,135,LRollR
129,640,825,40,-44,90,LRollR
131,633,815,73,-12,90,LRollR
129,634,809,73,-28,45,LRollR
131,627,807,73,-12,90,LRollR
126,624,804,90,-28,45,LRollR
125,628,797,90,-28,45,LRollR
128,633,792,90,-61,45,LRollR
125,628,783,106,-77,45,LRollR
128,621,779,90,-93,45,LRollR
126,615,774,106,-93,0,LRollR
119,609,768,106,-93,0,LRollR
116,612,767,106,-93,0,LRollR
104,609,767,90,-77,0,LRollR
98,603,768,90,-77,0,LRollR
92,603,768,90,-77,45,LRollR
84,594,776,90,-77,45,LRollR
80,588,771,73,-77,45,LRollR
75,583,777,73,-77,45,LRollR
75,580,777,57,-77,45,LRollR
65,583,776,57,-93,45,LRollR
78,582,768,57,-110,45,LRollR
96,580,771,40,-110,45,LRollR
102,579,771,40,-93,45,LRollR
99,576,777,40,-61,45,LRollR
101,573,777,40,-44,45,LRollR
104,582,783,40,-28,45,LRollR
95,586,792,40,-12,45,LRollR
86,598,789,40,-28,45,LRollR
80,603,786,40,-44,-45,LRollR
90,606,788,24,-61,0,LRollR
98,610,791,24,-61,45,LRollR
105,616,800,7,-93,0,LRollR
111,613,807,7,-110,45,LRollR
114,618,815,7,-110,45,LRollR
117,624,818,24,-93,45,LRollR
119,622,821,24,-77,45,LRollR
107,627,818,24,-77,90,LRollR
110,628,821,7,-77,135,LRollR
93,630,819,7,-93,135,LRollR
90,630,819,7,-93,90,LRollR
90,625,821,24,-93,45,LRollR
96,634,825,24,-110,90,LRollR
93,633,822,40,-110,45,LRollR
87,624,819,40,-110,90,LRollR
87,618,818,40,-110,45,LRollR
92,616,822,57,-93,45,LRollR
95,610,819,57,-93,45,LRollR
93,606,830,57,-77,45,LRollR
77,607,821,73,-93,45,LRollR
65,601,815,73,-93,45,LRollR
77,606,804,73,-93,45,LRollR
74,598,795,73,-93,45,LRollR
66,601,788,73,-110,45,LRollR
71,597,780,73,-110,90,LRollR
80,595,773,73,-110,45,LRollR
84,597,770,57,-110,90,LRollR
87,594,762,57,-110,45,LRollR
87,594,758,40,-110,90,LRollR
90,589,755,40,-77,45,LRollR
89,582,753,24,-77,0,LRollR
86,580,752,24,-44,45,LRollR
80,580,744,24,-28,90,LRollR
84,573,750,7,-61,0,LRollR
83,574,747,-8,-44,90,LRollR
83,573,747,-8,-61,45,LRollR
90,568,750,-25,-44,45,LRollR
93,565,744,-41,-61,90,LRollR
93,564,744,-58,-44,45,LRollR
95,558,744,-74,-44,45,LRollR
99,562,746,-74,-12,0,LRollR
90,558,747,-107,-12,45,LRollR
75,550,753,-90,4,0,LRollR
62,550,752,-107,4,0,LRollR
62,555,755,-123,4,45,LRollR
63,555,755,-140,-12,-45,LRollR
62,552,753,-140,20,45,LRollR
65,547,750,-156,20,-45,LRollR
59,546,755,-189,36,0,LRollR
47,531,749,-189,52,0,LRollR
35,531,752,-206,52,-45,LRollR
20,532,747,-222,52,0,LRollR
20,529,749,-239,52,0,LRollR
44,526,752,-272,52,0,LRollR
53,525,752,-272,69,0,LRollR
51,517,759,-305,69,0,LRollR
41,498,773,-321,85,0,LRollR
36,493,765,-354,118,45,LRollR
33,490,776,-371,118,-45,LRollR
23,486,777,-387,134,90,LRollR
17,478,782,-404,134,0,LRollR
17,472,800,-404,134,-45,LRollR
17,466,809,-436,134,0,LRollR
18,463,812,-469,101,-45,LRollR
30,450,810,-469,134,0,LRollR
50,438,810,-486,150,0,LRollR
51,426,843,-502,167,0,LRollR
17,417,873,-502,167,-90,LRollR
5,411,885,-502,183,-135,LRollR
8,432,911,-502,167,-90,LRollR
-3,432,906,-519,150,-181,LRollR
-10,421,900,-519,150,-135,LRollR
3,417,906,-535,101,-135,LRollR
26,403,915,-519,134,-135,LRollR
35,387,929,-535,134,-226,LRollR
29,369,953,-535,134,-181,LRollR
18,360,981,-519,150,-181,LRollR
-15,351,1004,-502,167,-226,LRollR
-45,345,1020,-486,167,-181,LRollR
-66,333,1029,-486,134,-181,LRollR
-58,328,1035,-469,101,-181,LRollR
-52,324,1044,-453,69,-181,LRollR
-45,313,1052,-436,52,-181,LRollR
-30,312,1055,-420,69,-181,LRollR
-33,309,1055,-420,69,-181,LRollR
-36,306,1056,-404,85,-226,LRollR
-75,285,1076,-371,69,-226,LRollR
-114,265,1083,-371,52,-181,LRollR
-138,250,1091,-354,20,-181,LRollR
-132,255,1086,-321,4,-181,LRollR
-118,258,1088,-305,-28,-181,LRollR
-103,259,1079,-288,-28,-181,LRollR
-99,259,1086,-272,-28,-181,LRollR
-103,256,1082,-255,-12,-135,LRollR
-111,249,1073,-255,4,-135,LRollR
-102,237,1070,-222,20,-135,LRollR
-109,223,1062,-206,36,-90,LRollR
-132,211,1061,-206,36,-90,LRollR
-159,204,1064,-189,20,-90,LRollR
-159,193,1070,-173,-12,-135,LRollR
-145,196,1065,-156,-12,-45,LRollR
-126,205,1064,-156,-28,-45,LRollR
-121,205,1065,-140,-28,-45,LRollR
-132,199,1064,-123,-12,-45,LRollR
-136,190,1058,-107,4,-45,LRollR
-132,196,1049,-90,20,0,LRollR
-144,187,1040,-90,4,0,LRollR
-142,181,1043,-90,-12,45,LRollR
-145,180,1043,-74,-28,0,LRollR
-138,175,1046,-58,-44,0,LRollR
-135,171,1047,-58,-61,0,LRollR
-130,175,1047,-41,-61,0,LRollR
-120,177,1040,-25,-44,0,LRollR
-121,172,1038,-25,-12,0,LRollR
-130,165,1037,-8,4,0,LRollR
-138,157,1029,-8,20,0,LRollR
-150,157,1029,7,20,0,LRollR
-156,160,1023,7,-12,45,LRollR
-160,157,1020,24,-44,-45,LRollR
-145,157,1019,7,-44,0,LRollR
-135,163,1017,24,-44,45,LRollR
-138,162,1017,24,-44,45,LRollR
-133,159,1016,24,-44,45,LRollR
-133,156,1007,24,-28,45,LRollR
-142,153,1007,40,-12,45,LRollR
-144,153,1008,24,-12,90,LRollR
-154,148,1011,40,-12,45,LRollR
-156,151,1007,24,-28,90,LRollR
-156,154,1004,24,-44,45,LRollR
-145,154,1005,7,-61,90,LRollR
-136,154,1007,24,-61,45,LRollR
-136,148,1010,7,-77,45,LRollR
-133,145,1008,24,-61,45,LRollR
-126,145,1011,24,-61,0,LRollR
-127,147,1014,40,-28,90,LRollR
-142,139,1008,40,-28,0,LRollR
-148,148,1010,40,-28,90,LRollR
-148,150,1016,57,-28,90,LRollR
-159,139,1016,40,-44,90,LRollR
-157,141,1017,57,-44,45,LRollR
-147,141,1017,40,-61,90,LRollR
-139,142,1011,57,-61,90,LRollR
-139,139,1008,40,-61,90,LRollR
-138,141,1011,73,-28,90,LRollR
-139,145,1010,40,-44,45,LRollR
-147,142,1014,73,-12,135,LRollR
-154,141,1011,57,-28,90,LRollR
-157,132,1016,73,-44,90,LRollR
-153,136,1014,73,-44,90,LRollR
-153,138,1005,57,-61,90,LRollR
-144,136,1007,73,-61,90,LRollR
-139,150,1004,57,-61,90,LRollR
-135,139,996,73,-44,90,LRollR
-138,145,1001,73,-28,90,LRollR
-144,141,998,73,-44,90,LRollR
-144,133,996,73,-28,90,LRollR
-142,139,990,73,-28,90,LRollR
-144,132,986,57,-44,90,LRollR
-141,135,986,57,-44,90,LRollR
-133,133,984,57,-44,135,LRollR
-132,136,990,40,-44,90,LRollR
-129,133,993,40,-44,135,LRollR
-132,129,993,40,-28,135,LRollR
-136,126,990,24,-44,45,LRollR
-135,130,990,40,-28,90,LRollR
-147,130,989,40,-44,90,LRollR
-151,129,986,24,-61,135,LRollR
-145,120,987,7,-77,135,LRollR
-135,127,987,7,-77,135,LRollR
-129,124,990,7,-77,135,LRollR
-127,121,987,24,-61,45,LRollR
-129,121,990,-8,-61,45,LRollR
-130,117,987,-25,-61,45,LRollR
-130,112,995,7,-28,45,LRollR
-130,115,989,-8,-44,0,LRollR
-130,112,993,-8,-28,45,LRollR
-129,109,993,-8,-61,45,LRollR
-121,106,993,-25,-61,45,LRollR
-108,108,996,-25,-77,0,LRollR
-103,102,996,-41,-77,45,LRollR
-87,103,993,-41,-77,45,LRollR
-73,100,998,-58,-77,45,LRollR
-54,105,996,-74,-77,90,LRollR
-37,106,1001,-74,-61,45,LRollR
-31,108,1007,-90,-44,45,LRollR
-16,115,1023,-107,-61,45,LRollR
-7,117,1040,-123,-93,0,LRollR
41,111,1080,-123,-142,0,LRollR
98,106,1125,-140,-224,-45,LRollR
165,90,1205,-140,-256,-45,LRollR
218,58,1250,-107,-256,-90,LRollR
251,52,1263,-58,-256,-181,LRollR
257,93,1275,24,-240,-226,LRollR
243,135,1293,90,-256,-316,LRollR
269,156,1335,156,-256,-452,LRollR
288,166,1403,238,-273,-588,LRollR
267,163,1451,337,-289,-724,LRollR
231,165,1481,436,-322,-859,LRollR
155,171,1479,535,-371,-905,LRollR
50,591,906,24,-175,-45,LRollR
63,595,893,40,-142,0,LRollR
78,610,885,40,-93,0,LRollR
90,613,876,57,-28,90,LRollR
95,612,861,40,-12,90,LRollR
87,615,851,40,20,90,LRollR
84,613,839,40,36,135,LRollR
84,613,831,57,36,135,LRollR
89,612,831,40,20,181,LRollR
99,601,828,40,-12,90,LRollR
116,595,830,40,-28,90,LRollR
128,592,825,24,-44,181,LRollR
137,595,815,40,-44,45,LRollR
137,589,809,57,-28,90,LRollR
140,594,800,40,-28,90,LRollR
131,598,798,57,4,90,LRollR
95,598,801,40,-44,0,LRollR
66,589,801,73,-44,45,LRollR
72,583,809,73,-77,90,LRollR
84,577,809,57,-77,135,LRollR
77,573,813,73,-93,-45,LRollR
75,574,807,90,-93,0,LRollR
72,571,803,57,-93,45,LRollR
78,571,807,57,-93,45,LRollR
68,571,809,90,-44,90,LRollR
68,570,807,73,-77,0,LRollR
71,562,810,73,-44,45,LRollR
59,562,810,57,-61,45,LRollR
66,558,816,73,-61,90,LRollR
75,558,815,57,-61,90,LRollR
74,550,815,57,-61,90,LRollR
89,559,818,40,-61,135,LRollR
102,564,818,40,-61,90,LRollR
108,562,816,40,-44,135,LRollR
104,567,818,40,-44,90,LRollR
110,564,822,40,-28,90,LRollR
99,559,824,24,-28,90,LRollR
104,556,839,24,-12,90,LRollR
98,558,834,40,-28,90,LRollR
92,561,836,40,-28,90,LRollR
90,564,837,40,-28,90,LRollR
93,565,837,40,-44,90,LRollR
93,564,839,40,-61,90,LRollR
101,565,840,40,-61,90,LRollR
102,571,842,40,-61,90,LRollR
98,574,834,40,-61,90,LRollR
102,573,834,57,-61,90,LRollR
107,573,839,57,-61,90,LRollR
101,580,836,57,-44,90,LRollR
87,573,833,57,-44,90,LRollR
87,574,833,57,-61,0,LRollR
87,574,830,57,-77,0,LRollR
80,574,834,40,-93,0,LRollR
80,574,831,57,-77,45,LRollR
81,577,830,57,-77,45,LRollR
90,577,833,57,-77,90,LRollR
87,576,836,57,-44,45,LRollR
74,576,833,57,-61,90,LRollR
72,576,831,57,-61,135,LRollR
68,570,825,73,-61,90,LRollR
72,570,825,57,-77,90,LRollR
81,577,822,73,-61,45,LRollR
86,573,824,57,-61,90,LRollR
89,577,828,73,-44,90,LRollR
81,573,828,73,-44,90,LRollR
83,571,825,57,-61,90,LRollR
78,574,828,57,-44,135,LRollR
87,568,831,57,-61,90,LRollR
92,571,833,57,-61,90,LRollR
98,570,833,57,-77,90,LRollR
104,568,833,57,-77,135,LRollR
102,568,824,57,-61,90,LRollR
93,573,825,57,-77,45,LRollR
101,573,828,57,-77,45,LRollR
99,574,828,57,-77,90,LRollR
111,574,830,57,-61,90,LRollR
108,568,828,57,-61,90,LRollR
107,567,830,57,-61,45,LRollR
105,568,830,57,-61,90,LRollR
93,567,830,57,-77,45,LRollR
84,576,824,40,-110,90,LRollR
80,573,822,57,-110,45,LRollR
90,570,825,24,-142,45,LRollR
95,565,830,57,-142,45,LRollR
101,561,839,24,-142,0,LRollR
104,562,836,57,-126,45,LRollR
95,564,836,57,-110,45,LRollR
95,564,836,57,-93,45,LRollR
77,564,830,73,-77,0,LRollR
65,565,828,40,-110,0,LRollR
63,561,831,57,-93,45,LRollR
71,559,831,40,-110,0,LRollR
75,561,831,57,-110,0,LRollR
86,565,830,57,-93,45,LRollR
83,562,833,57,-77,45,LRollR
86,562,830,73,-93,0,LRollR
86,562,831,57,-61,90,LRollR
90,565,834,73,-77,0,LRollR
86,565,833,57,-61,45,LRollR
84,559,836,73,-77,0,LRollR
74,556,833,57,-77,90,LRollR
77,556,830,57,-93,0,LRollR
90,558,837,57,-93,45,LRollR
96,559,836,73,-77,0,LRollR
105,561,830,57,-77,90,LRollR
108,561,836,57,-61,45,LRollR
105,562,831,57,-77,90,LRollR
104,555,834,73,-61,0,LRollR
101,552,833,57,-61,90,LRollR
98,547,834,73,-61,0,LRollR
102,547,831,57,-77,90,LRollR
99,549,828,73,-77,45,LRollR
99,550,822,57,-77,45,LRollR
107,550,819,57,-77,45,LRollR
108,549,815,57,-77,45,LRollR
110,544,816,57,-61,0,LRollR
116,541,812,57,-61,0,LRollR
113,544,812,57,-61,0,LRollR
104,541,813,57,-44,0,LRollR
92,546,810,24,-61,0,LRollR
86,540,804,40,-61,-45,LRollR
84,535,798,24,-77,-45,LRollR
86,535,800,24,-77,-45,LRollR
93,526,795,7,-77,0,LRollR
96,522,789,7,-61,-45,LRollR
95,517,791,7,-44,-45,LRollR
89,510,789,-8,-44,-90,LRollR
80,508,791,-25,-28,-90,LRollR
63,516,788,-25,-28,-90,LRollR
51,520,786,-41,-28,-135,LRollR
51,513,780,-41,-28,-90,LRollR
51,511,779,-74,-44,-90,LRollR
54,505,780,-74,-12,-90,LRollR
59,501,774,-90,-12,-90,LRollR
63,498,777,-107,4,-135,LRollR
57,490,786,-107,20,-135,LRollR
51,484,783,-123,36,-135,LRollR
38,478,788,-140,20,-135,LRollR
26,480,791,-140,36,-135,LRollR
26,481,789,-173,20,-135,LRollR
27,480,783,-173,20,-181,LRollR
32,483,783,-173,52,-181,LRollR
33,483,783,-222,36,-181,LRollR
32,480,783,-206,85,-181,LRollR
29,477,803,-222,85,-181,LRollR
8,465,801,-255,85,-226,LRollR
-1,465,801,-272,85,-226,LRollR
-10,462,809,-272,101,-226,LRollR
-9,453,804,-321,85,-271,LRollR
-16,460,798,-338,101,-271,LRollR
-30,469,792,-338,101,-271,LRollR
-31,471,788,-371,118,-271,LRollR
-37,465,815,-404,101,-226,LRollR
-70,448,834,-420,85,-226,LRollR
-76,427,857,-436,85,-226,LRollR
-70,424,872,-436,85,-226,LRollR
-73,420,876,-469,69,-226,LRollR
-70,414,869,-486,52,-271,LRollR
-66,424,870,-486,85,-181,LRollR
-75,430,863,-486,118,-181,LRollR
-79,417,882,-519,101,-181,LRollR
-93,400,911,-535,85,-181,LRollR
-99,378,939,-519,101,-135,LRollR
-88,366,959,-535,69,-181,LRollR
-78,360,960,-535,69,-181,LRollR
-78,355,963,-519,85,-181,LRollR
-75,345,963,-535,85,-226,LRollR
-106,330,977,-502,134,-135,LRollR
-142,327,978,-535,85,-226,LRollR
-145,309,1007,-502,85,-135,LRollR
-154,297,1025,-502,36,-181,LRollR
-144,294,1029,-502,4,-226,LRollR
-118,300,1040,-486,20,-135,LRollR
-118,297,1038,-469,36,-135,LRollR
-117,288,1040,-453,69,-90,LRollR
-141,282,1049,-436,52,-181,LRollR
-162,261,1056,-436,85,-45,LRollR
-166,255,1077,-420,69,-90,LRollR
-165,240,1079,-404,52,-45,LRollR
-147,232,1080,-404,20,-45,LRollR
-127,240,1079,-371,36,0,LRollR
-133,235,1086,-354,36,-45,LRollR
-151,220,1091,-338,36,-45,LRollR
-147,211,1097,-305,36,-45,LRollR
-148,196,1094,-288,36,-45,LRollR
-145,195,1092,-255,36,-45,LRollR
-151,189,1085,-255,36,-45,LRollR
-163,183,1082,-239,36,-45,LRollR
-163,183,1088,-206,52,0,LRollR
-165,172,1091,-206,20,45,LRollR
-174,157,1085,-189,4,0,LRollR
-175,157,1082,-173,4,0,LRollR
-180,150,1077,-156,-12,0,LRollR
-181,135,1065,-140,4,0,LRollR
-177,135,1059,-123,4,45,LRollR
-169,133,1068,-123,4,45,LRollR
-174,133,1065,-107,-12,45,LRollR
-166,129,1067,-90,-12,45,LRollR
-168,129,1067,-74,4,90,LRollR
-168,126,1059,-74,-12,90,LRollR
-165,124,1050,-74,-12,135,LRollR
-162,121,1046,-58,-28,90,LRollR
-159,120,1046,-41,-28,135,LRollR
-163,111,1044,-41,-44,90,LRollR
-159,114,1041,-41,-44,135,LRollR
-159,106,1047,-58,-61,90,LRollR
-153,106,1050,-25,-44,90,LRollR
-157,103,1047,-8,-44,90,LRollR
-156,100,1044,-8,-61,90,LRollR
-157,100,1044,7,-44,90,LRollR
-163,102,1043,40,-44,90,LRollR
-168,100,1044,24,-61,45,LRollR
-160,99,1044,57,-44,90,LRollR
-165,100,1041,40,-44,135,LRollR
-162,99,1037,57,-44,90,LRollR
-168,100,1040,57,-44,90,LRollR
-172,99,1032,73,-44,90,LRollR
-172,96,1025,73,-44,45,LRollR
-172,103,1020,90,-28,90,LRollR
-172,108,1023,73,-44,90,LRollR
-177,109,1019,73,-44,135,LRollR
-174,105,1020,90,-44,90,LRollR
-175,108,1014,90,-44,45,LRollR
-183,99,1007,73,-61,90,LRollR
-171,106,1008,90,-61,90,LRollR
-171,100,1008,73,-61,135,LRollR
-166,99,1005,90,-61,90,LRollR
-162,102,1005,90,-44,90,LRollR
-166,100,1005,90,-61,90,LRollR
-165,103,1004,90,-61,90,LRollR
-162,96,998,106,-44,45,LRollR
-169,102,999,90,-61,90,LRollR
-165,96,996,90,-61,90,LRollR
-165,99,1001,73,-61,181,LRollR
-165,103,1004,73,-61,90,LRollR
-169,106,1004,90,-44,135,LRollR
-174,100,1002,90,-44,90,LRollR
-174,106,996,57,-61,135,LRollR
-175,111,993,90,-44,135,LRollR
-174,102,998,90,-61,90,LRollR
-174,100,999,90,-61,90,LRollR
-175,106,998,90,-44,90,LRollR
-169,106,999,90,-44,135,LRollR
-169,106,1001,73,-61,135,LRollR
-174,106,999,90,-44,135,LRollR
-184,109,999,73,-44,90,LRollR
-169,108,998,73,-61,135,LRollR
-174,108,1004,90,-44,135,LRollR
-171,103,1004,73,-61,90,LRollR
-172,103,1008,73,-61,45,LRollR
-166,108,1001,73,-44,45,LRollR
-163,109,1001,73,-44,45,LRollR
-162,112,1002,73,-61,90,LRollR
-168,108,1004,73,-61,90,LRollR
-172,106,1007,73,-61,90,LRollR
-166,108,1005,73,-61,135,LRollR
-159,111,1004,73,-61,90,LRollR
-165,111,1002,73,-61,90,LRollR
-153,114,999,90,-44,90,LRollR
-156,118,998,73,-44,90,LRollR
-162,117,1001,57,-44,90,LRollR
-168,118,1010,73,-44,90,LRollR
-174,112,1008,73,-61,45,LRollR
-174,117,1010,73,-61,90,LRollR
-169,117,1008,73,-77,90,LRollR
-172,115,1005,73,-77,90,LRollR
-165,117,1005,90,-61,45,LRollR
-162,123,1005,73,-61,135,LRollR
-162,120,1007,90,-44,135,LRollR
-168,115,1004,73,-61,90,LRollR
-160,109,1010,73,-61,90,LRollR
-168,112,1004,57,-77,45,LRollR
-168,109,1001,73,-44,90,LRollR
-162,114,999,73,-44,90,LRollR
-168,109,998,90,-44,90,LRollR
-169,115,1001,90,-44,90,LRollR
-177,118,998,73,-61,90,LRollR
-177,114,1001,73,-61,90,LRollR
-181,114,998,73,-77,90,LRollR
-171,108,1001,73,-77,90,LRollR
-169,112,999,73,-77,90,LRollR
-169,106,993,73,-61,90,LRollR
-168,115,987,90,-44,135,LRollR
-168,114,989,73,-44,90,LRollR
-177,117,987,73,-28,135,LRollR
-178,115,990,90,-28,135,LRollR
-184,114,989,57,-61,90,LRollR
-187,111,984,57,-61,135,LRollR
-178,114,986,40,-77,90,LRollR
-171,112,987,40,-77,135,LRollR
