408023.0,256860.0,631670.0,2636.9003824,46.5612526017,78.1765743028,72.0984169242,118.429749587,29.3486316826,2.032391185,29.3486316826,118.429749587,72.0984169242,78.1765743028,46.5612526017,2194.24614871,81.7618500169,13.6583144751,36.4901372586,46.7670502014,39.589503009,47.1243820289,39.589503009,46.7670502014,36.4901372586,13.6583144751,81.7618500169,3109.74808201,231.69148736,223.347026615,176.942060092,271.536512505,210.801233061,152.825354673,210.801233061,271.536512505,176.942060092,223.347026615,231.69148736,PushLeft
498885.0,241524.0,298036.0,2851.31250786,147.391856749,60.3557711476,90.3179076109,23.7852398244,93.5536347611,46.8001750525,93.5536347611,23.7852398244,90.3179076109,60.3557711476,147.391856749,2136.99444272,82.8612047619,83.2774126199,77.9547730204,51.447202001,56.2580193632,0.990037202663,56.2580193632,51.447202001,77.9547730204,83.2774126199,82.8612047619,2092.46217556,309.701054419,131.929129823,162.588687035,104.123013576,18.6487278825,27.5792946684,18.6487278825,104.123013576,162.588687035,131.929129823,309.701054419,PushLeft
468392.0,249031.0,334486.0,2974.82601084,96.1335357549,43.3165844458,70.992975274,36.7906301743,33.6080412121,23.4734871063,33.6080412121,36.7906301743,70.992975274,43.3165844458,96.1335357549,2034.81435511,73.8013641707,13.1296635258,46.6513865423,38.5948036742,32.2057305494,24.3874108296,32.2057305494,38.5948036742,46.6513865423,13.1296635258,73.8013641707,2164.52746223,187.554049345,150.639546111,196.464961713,30.4369314974,110.396733228,14.6251161276,110.396733228,30.4369314974,196.464961713,150.639546111,187.554049345,PushLeft
518184.0,201928.0,113400.0,2983.03601516,48.2295800181,20.3744156609,20.7456460944,34.4394502381,34.8980264325,33.4332568371,34.8980264325,34.4394502381,20.7456460944,20.3744156609,48.2295800181,2004.1896533,152.583782582,76.6621757267,24.8395397259,13.4591556359,31.8785260114,24.4512704382,31.8785260114,13.4591556359,24.8395397259,76.6621757267,152.583782582,1375.85264688,253.792070862,132.637444735,66.3652536328,40.4533944068,61.7181902963,12.143853618,61.7181902963,40.4533944068,66.3652536328,132.637444735,253.792070862,PushLeft
429728.0,235323.0,277425.0,2853.36231178,68.6773445831,98.6592469663,62.4945585217,25.7039420483,50.1289560386,26.6473962028,50.1289560386,25.7039420483,62.4945585217,98.6592469663,68.6773445831,1889.02388636,202.348125983,54.2818206887,52.7539313881,29.4074238839,21.4606262458,25.4523056006,21.4606262458,29.4074238839,52.7539313881,54.2818206887,202.348125983,1920.40323779,88.0208789254,312.662344259,130.517187,102.379728384,148.795644369,37.1910624477,148.795644369,102.379728384,130.517187,312.662344259,88.0208789254,PushLeft
381232.0,286720.0,390825.0,2729.73045411,142.159206578,43.8834600059,14.5376706412,28.1679736877,26.6308682277,19.6864326074,26.6308682277,28.1679736877,14.5376706412,43.8834600059,142.159206578,2201.76627431,72.4802889345,30.9248261946,61.0149359962,39.2748746719,13.305498337,17.6376710524,13.305498337,39.2748746719,61.0149359962,30.9248261946,72.4802889345,2490.21205546,216.982958035,147.463206637,63.8475141819,32.7485304012,44.2124770042,105.702100089,44.2124770042,32.7485304012,63.8475141819,147.463206637,216.982958035,PushLeft
503403.0,239917.0,298036.0,2995.47525669,96.998596252,52.4404605759,8.05559631987,19.793279626,25.5133065358,31.118147263,25.5133065358,19.793279626,8.05559631987,52.4404605759,96.998596252,2061.26554378,74.9802958145,40.1336127631,46.5885225311,19.900972453,26.9668790252,31.2765558938,26.9668790252,19.900972453,46.5885225311,40.1336127631,74.9802958145,1945.0750665,161.535648459,112.980705624,93.2242130801,44.6855816516,64.4165933492,61.7687521877,64.4165933492,44.6855816516,93.2242130801,112.980705624,161.535648459,PushLeft
461630.0,227341.0,297675.0,2793.95294999,132.247960739,68.6354195946,51.0751184461,53.0095162781,51.8336451306,49.7830512862,51.8336451306,53.0095162781,51.0751184461,68.6354195946,132.247960739,1997.84774876,34.8018450117,81.6431595,36.1100757208,36.5734114601,39.8173401231,8.92138272515,39.8173401231,36.5734114601,36.1100757208,81.6431595,34.8018450117,1937.99333113,181.38027015,160.925143124,131.969344759,52.7407352731,139.549922615,3.12139930677,139.549922615,52.7407352731,131.969344759,160.925143124,181.38027015,PushLeft
447476.0,270754.0,608673.0,2936.76521491,223.708648184,182.497588755,90.5254171159,74.9066959053,27.8901684683,81.7627355565,27.8901684683,74.9066959053,90.5254171159,182.497588755,223.708648184,2035.88470097,189.779553868,146.666192609,116.89330556,49.5074024553,44.5600371267,62.5516400104,44.5600371267,49.5074024553,116.89330556,146.666192609,189.779553868,2695.90392719,122.938222203,549.976516949,251.670294108,325.471350412,71.2259313551,96.1813720959,71.2259313551,325.471350412,251.670294108,549.976516949,122.938222203,PushLeft
449269.0,326215.0,447976.0,2547.92403575,397.968913699,81.5333920979,69.0491096753,69.2434090299,18.3155754956,8.79100722676,18.3155754956,69.2434090299,69.0491096753,81.5333920979,397.968913699,2285.2895007,161.253978717,26.2377638879,32.5920220439,20.1770335611,10.1149305972,10.2324096628,10.1149305972,20.1770335611,32.5920220439,26.2377638879,161.253978717,2827.838207,383.40694393,629.763969358,170.190808917,330.508731214,72.098706487,273.165883791,72.098706487,330.508731214,170.190808917,629.763969358,383.40694393,PushLeft
