@relation readyfile-weka.filters.unsupervised.attribute.Remove-R1

@attribute ax numeric
@attribute ay numeric
@attribute az numeric
@attribute gx numeric
@attribute gy numeric
@attribute gz numeric
@attribute Idle {Down,Idle,Up,Right,Left}

@data
281,102,1109,-222,-159,135,Down
288,70,1176,-354,-159,181,Down
233,36,1167,-371,-175,181,Down
317,67,1145,-321,-159,181,Down
273,142,971,90,-12,45,Down
276,147,969,90,-12,45,Down
270,148,966,90,-12,0,Down
276,151,965,90,-12,45,Down
269,147,972,90,-12,45,Down
270,147,969,90,4,45,Down
272,145,966,90,4,45,Down
270,145,966,90,4,45,Down
275,147,968,90,4,45,Down
276,151,963,90,-12,0,Down
276,150,966,90,-12,45,Down
269,153,968,90,-12,45,Down
272,150,969,90,-12,45,Down
270,145,968,90,-12,45,Down
269,148,975,90,4,90,Down
267,150,981,73,-12,45,Down
285,148,971,90,4,45,Down
272,148,972,73,4,45,Down
281,162,989,57,-12,90,Down
275,162,987,57,-12,90,Down
281,159,984,57,-12,45,Down
264,148,977,90,-12,0,Down
264,145,971,90,-12,45,Down
266,150,975,90,4,0,Down
273,144,978,90,-12,45,Down
275,147,977,90,-12,45,Down
264,148,968,90,-12,45,Down
263,148,968,90,-12,45,Down
267,151,968,90,-28,45,Down
264,148,971,73,-12,45,Down
267,147,965,90,4,45,Down
275,154,965,90,-12,45,Down
275,150,965,90,-12,90,Down
266,153,968,90,-12,45,Down
272,151,965,90,-12,45,Down
270,150,969,73,-12,90,Down
275,156,968,73,-28,90,Down
272,154,966,90,-12,45,Down
275,147,965,73,-28,90,Down
270,150,969,106,4,45,Down
269,148,969,57,-28,45,Down
270,151,969,90,4,45,Down
273,154,965,90,-28,0,Down
273,151,966,90,-28,0,Down
266,151,969,90,-12,90,Down
272,154,965,90,-12,0,Down
261,150,965,73,-28,45,Down
266,153,969,90,-28,0,Down
264,151,962,57,-44,45,Down
267,147,968,90,-12,45,Down
267,147,965,73,-12,45,Down
273,148,965,90,-12,45,Down
267,151,962,73,-12,90,Down
267,147,965,90,-12,45,Down
264,151,966,90,-28,0,Down
264,147,966,73,-12,45,Down
266,147,971,90,-12,45,Down
264,147,968,90,-12,45,Down
272,147,972,90,4,45,Down
270,150,969,90,-12,45,Down
272,148,968,90,4,45,Down
269,150,965,90,4,45,Down
270,150,968,90,-12,45,Down
269,151,962,90,-12,45,Down
273,153,965,90,-12,45,Down
273,147,960,90,-12,45,Down
269,148,969,90,-28,45,Down
272,151,963,90,-12,45,Down
275,147,968,90,-12,45,Down
269,150,971,90,4,45,Down
275,148,966,90,-12,45,Down
266,150,969,90,4,90,Down
261,151,971,90,4,45,Down
275,153,963,90,4,45,Down
278,154,966,90,20,90,Down
266,148,969,73,-12,45,Down
266,151,971,90,-28,45,Down
266,150,971,90,4,45,Down
270,151,969,90,4,45,Down
266,151,968,90,-12,45,Down
267,156,969,90,4,45,Down
266,150,969,90,4,45,Down
270,151,963,90,-12,45,Down
275,151,962,106,4,45,Down
269,151,969,90,-12,0,Down
260,151,969,73,-12,45,Down
-336,-192,897,7,-240,1086,Idle
-367,-188,897,24,-240,995,Idle
-294,-192,902,-8,-240,1131,Idle
-417,-164,890,73,-191,859,Idle
-394,-176,890,40,-224,950,Idle
-229,-192,933,-41,-240,1221,Idle
-204,-180,951,-41,-224,1267,Idle
-259,-195,906,-25,-224,1176,Idle
-253,-198,921,-25,-224,1221,Idle
-610,-93,908,205,20,271,Idle
-570,-104,909,189,-44,362,Idle
-717,-57,930,271,150,-45,Idle
-667,-80,914,238,85,90,Idle
-480,-149,893,106,-142,678,Idle
-447,-156,888,90,-175,769,Idle
-526,-126,903,156,-93,497,Idle
-495,-138,890,139,-126,588,Idle
182,-194,812,-354,-371,2262,Idle
138,-194,813,-321,-387,2308,Idle
395,-473,851,-8,-12,45,Idle
492,-488,873,-8,-61,0,Idle
65,-204,821,-255,-485,2262,Idle
41,-204,804,-239,-534,2172,Idle
122,-192,830,-288,-420,2262,Idle
102,-195,827,-272,-468,2262,Idle
83,-354,842,24,-93,226,Idle
101,-368,836,7,-93,226,Idle
56,-338,851,24,-126,181,Idle
68,-345,843,24,-110,181,Idle
225,-419,842,7,20,181,Idle
306,-441,840,-8,20,135,Idle
123,-380,836,24,-44,181,Idle
158,-399,843,7,-12,226,Idle
137,357,1148,568,4,-3665,Idle
-99,286,1113,600,-44,-3756,Idle
861,579,1314,386,297,-3575,Idle
473,472,1275,436,85,-3710,Idle
-510,181,882,617,297,-3484,Idle
-604,180,861,568,379,-3394,Idle
-280,195,935,650,20,-3620,Idle
-399,186,921,650,183,-3620,Idle
1218,144,1272,106,-468,-1629,Idle
1142,285,1307,172,-208,-1991,Idle
1337,-80,1151,-8,-648,-950,Idle
1298,28,1223,24,-632,-1221,Idle
1016,537,1376,353,574,-3167,Idle
1001,570,1335,370,509,-3348,Idle
1100,442,1343,238,134,-2443,Idle
1061,525,1368,304,428,-2805,Idle
-1023,123,1043,337,346,-1221,Idle
-1006,111,1055,320,346,-1086,Idle
-1009,117,992,320,313,-1764,Idle
-1015,124,1014,337,330,-1448,Idle
-834,10,989,320,264,-362,Idle
-775,-24,956,304,216,-226,Idle
-970,79,1056,320,330,-814,Idle
-901,52,1026,337,313,-588,Idle
-790,108,870,485,477,-3032,Idle
-856,87,857,452,444,-2851,Idle
-675,178,855,551,444,-3348,Idle
-727,156,866,518,477,-3213,Idle
-975,100,942,370,362,-2217,Idle
-991,106,968,353,330,-1991,Idle
-909,85,882,419,411,-2624,Idle
-946,87,912,386,379,-2443,Idle
-676,243,1073,666,819,-3529,Idle
594,-468,911,7,-126,-45,Idle
-841,196,1026,650,819,-3077,Idle
-793,220,1061,666,819,-3348,Idle
920,-356,1085,90,-191,-497,Idle
1019,-291,1164,139,-191,-678,Idle
699,-446,957,24,-175,-135,Idle
810,-411,1008,57,-191,-271,Idle
-862,255,1113,551,460,-1810,Idle
-829,256,1082,535,477,-1945,Idle
-831,208,1127,551,493,-1402,Idle
-855,235,1131,551,477,-1493,Idle
-799,216,990,600,705,-2670,Idle
-829,205,999,633,770,-2896,Idle
-795,247,1049,551,525,-2217,Idle
-778,241,1016,568,607,-2443,Idle
-433,219,1086,683,786,-3801,Idle
-246,229,1149,699,835,-3801,Idle
669,388,1454,568,835,-3575,Idle
-567,223,1079,683,786,-3620,Idle
219,274,1317,666,852,-3801,Idle
456,340,1373,650,917,-3756,Idle
-103,241,1185,716,803,-3846,Idle
38,277,1274,732,835,-3846,Idle
1286,-75,1367,320,85,-1493,Idle
1272,-9,1388,386,216,-1764,Idle
1112,-224,1241,189,-110,-905,Idle
1224,-144,1307,271,4,-1176,Idle
1070,271,1416,535,623,-2851,Idle
881,370,1433,568,754,-3167,Idle
1293,82,1409,436,362,-2126,Idle
1253,165,1431,485,525,-2443,Idle
-118,-192,693,254,-322,1583,Idle
-172,-176,707,304,-256,1448,Idle
-93,-210,716,156,-468,1719,Idle
-93,-210,693,205,-387,1674,Idle
-294,-131,762,403,-142,1221,Idle
-324,-125,770,452,-126,1086,Idle
-231,-153,731,337,-208,1402,Idle
-268,-141,752,386,-159,1267,Idle
-48,-210,711,-107,-599,2081,Idle
-69,-207,698,-58,-599,1991,Idle
6,-203,774,-206,-566,2217,Idle
-34,-210,749,-173,-599,2172,Idle
-117,-194,726,73,-550,1855,Idle
-99,-201,726,123,-517,1719,Idle
-108,-209,684,-8,-583,1991,Idle
-123,-198,711,40,-566,1900,Idle
-531,78,1026,535,281,-316,Idle
-544,99,1022,535,379,-497,Idle
-486,31,972,535,134,45,Idle
-499,51,999,551,199,-181,Idle
-691,141,1068,551,542,-995,Idle
-768,171,1101,568,558,-1131,Idle
-556,106,1032,518,444,-633,Idle
-616,118,1040,551,525,-769,Idle
-388,-75,836,518,-93,769,Idle
-414,-45,884,551,-44,633,Idle
-339,-117,773,469,-126,1040,Idle
-352,-98,788,518,-93,950,Idle
-475,12,957,551,52,226,Idle
-475,19,965,551,85,135,Idle
-436,-23,924,551,-28,543,Idle
-456,-5,947,551,20,362,Idle
-379,-170,974,-58,-289,1131,Idle
-439,-159,993,-58,-289,995,Idle
-339,-176,971,-58,-289,1221,Idle
-526,-122,1043,-58,-256,724,Idle
-487,-147,1014,-58,-273,905,Idle
-232,-177,968,-58,-305,1448,Idle
-178,-177,978,-58,-305,1493,Idle
-310,-177,966,-8,-256,1357,Idle
-285,-174,968,-41,-305,1402,Idle
-742,-102,1047,-74,264,-226,Idle
-789,-107,1028,-58,362,-407,Idle
-696,-104,1061,-58,167,45,Idle
-822,-116,993,7,509,-724,Idle
-817,-108,1013,-25,444,-543,Idle
-600,-96,1073,-74,-159,497,Idle
-564,-101,1067,-90,-240,633,Idle
-648,-93,1062,-107,20,226,Idle
-615,-86,1076,-107,-93,362,Idle
195,-252,926,73,36,181,Idle
174,-239,936,57,-12,226,Idle
269,-278,908,90,69,226,Idle
144,-233,950,24,-110,226,Idle
156,-233,947,40,-61,226,Idle
584,-326,857,139,36,226,Idle
678,-312,839,139,-61,135,Idle
342,-296,906,106,69,181,Idle
450,-317,884,123,52,181,Idle
-61,-153,1019,-74,-338,1538,Idle
-70,-156,1026,-58,-338,1538,Idle
-121,-170,986,-74,-322,1583,Idle
-88,-158,1016,-74,-322,1493,Idle
171,-243,956,24,-110,181,Idle
162,-236,950,24,-126,226,Idle
-66,-156,1025,-41,-322,1583,Idle
159,-257,963,40,-93,226,Idle
1368,486,1337,238,607,-2941,Idle
1365,450,1286,238,477,-2534,Idle
1295,535,1304,189,542,-3303,Idle
1304,262,1205,205,-61,-1674,Idle
1326,379,1238,254,232,-2081,Idle
86,369,1206,452,379,-3891,Idle
-58,279,1103,485,477,-3891,Idle
1019,582,1304,189,428,-3620,Idle
437,486,1343,337,346,-3801,Idle
920,-341,839,40,-338,-45,Idle
1061,-260,872,57,-420,-181,Idle
669,-455,803,40,-175,181,Idle
801,-404,818,57,-240,45,Idle
1298,13,1053,123,-501,-950,Idle
1317,133,1136,156,-338,-1312,Idle
1176,-179,911,57,-501,-407,Idle
1248,-89,987,90,-534,-588,Idle
-804,-108,894,238,819,-1855,Idle
-802,-84,881,271,868,-2036,Idle
-804,-117,903,189,770,-1674,Idle
-814,-44,918,353,917,-2443,Idle
-802,-68,890,320,901,-2262,Idle
-820,-128,956,73,623,-1086,Idle
-822,-122,971,40,574,-905,Idle
-819,-122,918,156,721,-1493,Idle
-820,-123,944,106,656,-1221,Idle
-615,154,881,436,623,-3575,Idle
-702,78,881,469,786,-3394,Idle
-253,181,903,452,542,-3846,Idle
-459,178,855,436,558,-3710,Idle
-792,-12,894,403,917,-2805,Idle
-823,-33,921,370,917,-2624,Idle
-762,3,860,452,868,-3167,Idle
-772,-9,873,436,884,-2986,Idle
-361,-213,827,90,-452,1221,Idle
-385,-204,836,123,-420,1131,Idle
-342,-209,851,57,-452,1267,Idle
-468,-183,888,205,-305,905,Idle
-414,-201,855,189,-354,1040,Idle
125,-299,908,40,-93,135,Idle
126,-294,909,57,-93,181,Idle
105,-299,948,106,-28,226,Idle
123,-297,939,73,-77,226,Idle
-805,-54,1049,337,167,-45,Idle
-837,-17,1082,337,216,-181,Idle
-762,-92,1008,320,101,181,Idle
-901,33,1115,304,362,-588,Idle
-874,12,1110,337,297,-407,Idle
-528,-146,924,254,-142,633,Idle
-493,-159,911,238,-224,769,Idle
-693,-125,965,320,20,316,Idle
-609,-134,936,287,-44,543,Idle
575,-410,858,7,36,0,Idle
495,-410,860,7,20,0,Idle
683,-384,864,7,36,-90,Idle
366,-357,881,24,52,135,Idle
444,-390,866,7,36,45,Idle
1209,-257,969,-25,-305,-497,Idle
1335,-173,1041,-41,-501,-678,Idle
830,-365,882,-8,-12,-181,Idle
1019,-321,906,-8,-110,-362,Idle
149,-266,903,40,-44,181,Idle
179,-263,894,24,-28,181,Idle
134,-279,905,57,-93,181,Idle
138,-267,900,24,-77,271,Idle
272,-302,894,24,36,90,Idle
311,-327,887,40,52,135,Idle
200,-272,888,24,4,181,Idle
222,-282,894,24,20,181,Idle
1121,657,1232,172,346,-3213,Idle
1223,637,1259,139,183,-2805,Idle
1016,655,1179,172,313,-3529,Idle
1281,403,1173,106,-338,-1991,Idle
1244,543,1254,139,-44,-2443,Idle
194,433,1182,353,-12,-3846,Idle
8,324,1157,403,4,-3891,Idle
795,637,1206,172,216,-3756,Idle
455,526,1241,271,85,-3801,Idle
1008,-177,813,106,-322,-135,Idle
1091,-113,834,106,-420,-362,Idle
783,-281,833,123,-142,90,Idle
894,-234,822,139,-208,0,Idle
1323,127,990,40,-648,-1221,Idle
1304,249,1080,57,-550,-1583,Idle
1173,-50,881,73,-517,-543,Idle
1245,28,927,57,-615,-769,Idle
-997,82,1040,254,558,-2036,Idle
-967,97,1019,287,607,-2262,Idle
-1015,69,1059,287,558,-1810,Idle
-897,90,968,304,640,-2624,Idle
-931,96,998,287,607,-2534,Idle
-952,42,1095,271,460,-1040,Idle
-916,40,1109,304,428,-859,Idle
-1006,52,1073,254,509,-1538,Idle
-985,42,1083,254,493,-1312,Idle
-546,202,951,403,313,-3665,Idle
-688,184,951,419,460,-3529,Idle
-166,270,1038,386,85,-3846,Idle
-372,228,1010,419,199,-3756,Idle
-862,82,929,370,623,-3032,Idle
-877,90,947,337,640,-2851,Idle
-796,132,969,419,574,-3348,Idle
-843,97,926,403,607,-3213,Idle
383,-110,1130,485,199,-90,Idle
368,-102,1119,485,216,-90,Idle
389,-116,1157,485,232,-45,Idle
128,-134,-285,-2512,216,1357,Idle
371,-93,1103,502,199,-135,Idle
374,-102,1332,452,362,45,Idle
327,-83,1449,419,379,90,Idle
401,-114,1196,469,264,0,Idle
399,-108,1239,469,313,0,Idle
954,204,1092,-3418,-191,1176,Idle
728,103,728,-3402,-77,1312,Idle
1152,363,1896,-3171,-452,905,Idle
1112,295,1494,-3336,-338,1131,Idle
269,-63,54,-3007,118,1402,Idle
191,-86,-132,-2776,150,1357,Idle
519,18,440,-3320,4,1312,Idle
369,-39,231,-3188,85,1357,Idle
-280,-375,-234,-436,69,588,Idle
-282,-344,-298,-601,85,678,Idle
-277,-402,-172,-288,36,497,Idle
-309,-314,-393,-964,167,859,Idle
-300,-327,-348,-799,101,769,Idle
38,-680,248,287,-159,0,Idle
24,-668,210,238,-175,45,Idle
51,-731,305,353,-159,-45,Idle
42,-714,279,320,-142,0,Idle
422,28,1835,123,297,226,Idle
6,-182,-387,-2232,264,1357,Idle
336,-74,1581,353,362,135,Idle
404,-38,1722,254,330,181,Idle
-270,-272,-448,-1408,313,1040,Idle
-300,-300,-427,-1194,248,995,Idle
-115,-212,-430,-1936,346,1267,Idle
-202,-240,-441,-1672,346,1221,Idle
324,-116,1044,600,101,-226,Idle
314,-116,1043,600,85,-181,Idle
341,-132,1034,633,134,-226,Idle
312,-117,1044,568,20,-181,Idle
303,-119,1035,584,52,-226,Idle
375,-176,995,650,69,-226,Idle
374,-183,989,650,52,-226,Idle
359,-147,1028,617,118,-226,Idle
375,-164,1004,650,101,-226,Idle
327,-65,1086,485,85,-181,Idle
336,-71,1061,535,85,-226,Idle
353,-62,1136,452,69,-181,Idle
333,-60,1112,502,101,-181,Idle
342,-101,1043,535,20,-135,Idle
341,-105,1044,568,36,-181,Idle
342,-83,1043,518,69,-181,Idle
347,-92,1032,535,52,-181,Idle
576,241,2014,-782,264,181,Idle
632,334,2014,-1227,248,226,Idle
372,-5,2014,-25,216,135,Idle
506,115,2014,-371,232,90,Idle
899,417,2014,-2512,-305,588,Idle
1046,393,2014,-2891,-436,769,Idle
698,412,2014,-1672,134,362,Idle
786,433,2014,-2100,-93,452,Idle
57,-812,401,403,-159,-90,Idle
51,-791,365,403,-159,-90,Idle
74,-821,482,419,-175,-135,Idle
54,-821,444,403,-175,-135,Idle
182,-218,1971,436,281,181,Idle
228,-140,2014,254,216,90,Idle
51,-755,339,386,-159,-45,Idle
195,-267,1779,600,281,90,Idle
324,-186,1046,600,118,-135,Idle
342,-195,1013,600,118,-135,Idle
330,-174,1070,568,101,-45,Idle
-103,-513,189,320,-175,135,Idle
351,-197,993,600,118,-135,Idle
351,-134,1119,485,85,-45,Idle
351,-138,1136,502,85,-90,Idle
354,-153,1100,584,118,-90,Idle
359,-140,1110,518,101,-45,Idle
431,115,1976,-58,264,316,Idle
-255,-425,-127,-156,-12,407,Idle
411,255,2014,-601,85,452,Idle
428,190,2014,-321,167,362,Idle
-171,-491,69,189,-126,181,Idle
-136,-503,126,238,-175,181,Idle
-240,-446,-61,-25,-44,316,Idle
-204,-471,3,73,-93,316,Idle
356,48,2014,-519,216,226,Idle
465,181,2014,-865,69,316,Idle
372,-176,1856,-25,232,181,Idle
317,-84,2014,-222,248,226,Idle
794,298,2014,-2133,-468,678,Idle
876,208,2014,-2446,-485,769,Idle
585,301,2014,-1310,-126,407,Idle
729,355,2014,-1738,-338,543,Idle
356,-198,1296,386,52,-45,Idle
356,-209,1386,386,85,45,Idle
353,-161,1179,452,69,0,Idle
360,-177,1230,436,69,-45,Idle
396,-216,1592,189,134,135,Idle
402,-215,1697,90,167,135,Idle
356,-204,1457,337,85,45,Idle
371,-204,1520,254,101,90,Idle
-189,-419,-222,-1079,232,678,Idle
-177,-446,-220,-914,167,633,Idle
-174,-392,-210,-1244,313,678,Idle
-172,-476,-165,-618,69,452,Idle
-178,-461,-195,-749,118,497,Idle
-112,-345,-157,-1804,477,1040,Idle
-48,-329,-121,-2035,428,1040,Idle
-159,-369,-208,-1425,379,859,Idle
-145,-359,-189,-1623,428,859,Idle
-39,-621,101,24,-208,135,Idle
-63,-597,75,-41,-159,181,Idle
3,-651,170,189,-191,90,Idle
-13,-641,125,106,-191,181,Idle
-147,-510,-66,-371,-44,362,Idle
-166,-491,-120,-469,20,362,Idle
-75,-567,30,-156,-142,181,Idle
-108,-545,-15,-239,-93,271,Idle
768,327,1983,-2628,-517,995,Idle
774,415,2014,-2364,-436,859,Idle
699,106,1467,-2990,-583,1176,Idle
738,220,1749,-2842,-583,1086,Idle
522,367,2014,-1326,-142,543,Idle
437,304,2014,-931,-28,497,Idle
743,460,2014,-2051,-338,724,Idle
660,433,2014,-1689,-240,633,Idle
99,-270,141,-2628,134,1221,Idle
129,-258,270,-2792,20,1312,Idle
24,-303,-61,-2232,362,1131,Idle
83,-290,39,-2446,248,1221,Idle
506,-84,879,-3072,-387,1312,Idle
615,6,1161,-3072,-501,1312,Idle
233,-227,414,-2924,-93,1312,Idle
368,-159,624,-3023,-256,1357,Idle
798,-27,1241,-3023,-354,1448,Idle
731,-63,962,-3089,-240,1448,Idle
836,40,1496,-2974,-534,1357,Idle
425,-153,467,-2957,118,1583,Idle
587,-114,683,-3040,-44,1493,Idle
860,337,2014,-2348,-485,859,Idle
806,322,2014,-2067,-420,814,Idle
860,171,1743,-2792,-550,1176,Idle
878,276,1977,-2595,-517,995,Idle
-102,-347,-352,-1936,395,1267,Idle
-15,-309,-258,-2150,411,1402,Idle
-286,-420,-391,-1491,330,1086,Idle
-210,-386,-390,-1722,379,1176,Idle
218,-195,200,-2710,281,1538,Idle
300,-177,324,-2842,216,1448,Idle
72,-269,-123,-2381,330,1493,Idle
152,-228,51,-2562,313,1538,Idle
401,-153,293,-2924,428,1267,Idle
518,-129,512,-3023,379,1357,Idle
281,-186,105,-2759,477,1267,Idle
795,-72,1100,-3089,101,1221,Idle
632,-99,783,-3122,216,1221,Idle
32,-272,-213,-2100,477,1176,Idle
-51,-285,-246,-1870,493,1221,Idle
188,-222,-45,-2562,493,1267,Idle
111,-249,-151,-2298,525,1312,Idle
605,171,2014,-1112,-208,452,Idle
551,112,2014,-815,-142,362,Idle
735,286,2014,-1738,-338,633,Idle
674,231,2014,-1408,-256,497,Idle
996,73,1691,-2924,-305,995,Idle
962,-17,1404,-3056,-110,1086,Idle
480,49,2014,-568,-93,316,Idle
971,145,1985,-2726,-436,859,Idle
575,-105,1041,-272,232,2036,Idle
485,-59,1091,-338,264,2036,Idle
702,-129,978,-255,118,1991,Idle
300,-98,1046,-436,134,2172,Idle
378,-60,1071,-387,216,2036,Idle
788,-242,962,-255,-110,1764,Idle
810,-267,1019,-255,-110,1629,Idle
767,-174,944,-239,-28,1945,Idle
792,-219,927,-239,-93,1855,Idle
260,-191,857,-436,-305,2262,Idle
272,-191,857,-469,-289,2262,Idle
221,-183,833,-387,-338,2262,Idle
248,-177,842,-420,-322,2308,Idle
275,-152,944,-502,-110,2172,Idle
275,-131,1001,-486,4,2126,Idle
291,-183,875,-486,-256,2217,Idle
279,-176,905,-502,-191,2172,Idle
-213,-498,-241,-354,20,452,Idle
-229,-480,-286,-519,36,543,Idle
-171,-501,-102,-74,20,271,Idle
-187,-504,-175,-206,20,362,Idle
-307,-462,-390,-1079,167,859,Idle
-310,-449,-393,-1293,232,950,Idle
-271,-483,-324,-684,69,633,Idle
-289,-480,-367,-881,85,724,Idle
759,-318,1106,-222,36,1312,Idle
-52,-594,182,337,-44,0,Idle
806,-303,1049,-255,-93,1538,Idle
804,-318,1076,-239,-44,1448,Idle
-91,-513,11,139,20,135,Idle
-127,-503,-43,40,20,226,Idle
-75,-561,131,287,-12,45,Idle
-85,-536,71,222,4,90,Idle
281,-240,956,584,36,-181,Idle
291,-249,950,568,20,-135,Idle
285,-236,953,584,52,-181,Idle
299,-243,951,568,52,-181,Idle
288,-246,950,568,36,-181,Idle
362,-225,966,617,150,-90,Idle
359,-236,975,650,199,-135,Idle
306,-219,963,584,85,-181,Idle
348,-219,954,600,118,-181,Idle
339,-276,921,535,4,-181,Idle
341,-272,926,535,36,-181,Idle
-43,-816,405,650,-305,-226,Idle
348,-278,927,551,-12,-181,Idle
318,-249,941,568,69,-181,Idle
306,-243,944,551,52,-181,Idle
342,-263,929,551,52,-181,Idle
341,-254,929,568,69,-135,Idle
443,-20,1812,40,20,135,Idle
449,-3,1703,172,69,45,Idle
407,-11,1986,-338,-61,226,Idle
411,-35,1899,-140,-12,181,Idle
377,-48,1292,436,101,0,Idle
374,-57,1200,469,85,-90,Idle
420,-18,1583,287,118,0,Idle
378,-39,1430,370,118,0,Idle
237,-252,1139,699,232,-45,Idle
275,-257,1191,716,248,-45,Idle
327,-248,1020,683,232,-45,Idle
281,-246,1074,716,248,-90,Idle
293,-312,1421,716,281,90,Idle
230,-300,1580,666,281,135,Idle
336,-263,1230,699,232,45,Idle
324,-290,1310,699,248,45,Idle
-190,-540,20,-123,-93,271,Idle
-198,-516,-16,-222,-61,316,Idle
-151,-548,62,-41,-126,181,Idle
-190,-447,-87,-436,-12,452,Idle
-192,-483,-60,-321,-28,407,Idle
395,-165,1038,666,85,-271,Idle
384,-147,1037,683,85,-316,Idle
-111,-578,92,24,-142,135,Idle
393,-176,1032,683,85,-316,Idle
-165,-335,-253,-1293,313,950,Idle
-186,-350,-244,-1112,232,859,Idle
-96,-303,-262,-1672,460,1176,Idle
-138,-318,-268,-1474,379,1040,Idle
-210,-395,-160,-667,52,633,Idle
-202,-420,-114,-552,4,497,Idle
-195,-363,-222,-947,167,769,Idle
-214,-375,-190,-799,118,724,Idle
384,-84,1101,502,199,-135,Idle
-97,-575,185,568,-208,-45,Idle
404,-81,1088,518,150,-181,Idle
404,-78,1095,518,183,-181,Idle
-67,-728,296,633,-289,-135,Idle
-51,-773,347,650,-289,-226,Idle
-103,-630,227,600,-240,-45,Idle
-99,-674,266,617,-256,-135,Idle
354,-117,1068,617,85,-271,Idle
360,-114,1080,617,85,-226,Idle
377,-134,1038,683,118,-226,Idle
372,-129,1037,650,85,-316,Idle
362,-128,1056,551,101,-181,Idle
377,-110,1083,535,134,-181,Idle
366,-116,1080,584,101,-226,Idle
363,-122,1064,568,101,-226,Idle
1052,-249,543,-25,-240,362,Idle
1061,-264,513,7,-289,497,Idle
1088,-237,561,-8,-126,271,Idle
1065,-270,446,40,-371,678,Idle
1064,-270,479,7,-354,633,Idle
1125,-230,621,-41,101,0,Idle
1125,-240,632,-41,150,-181,Idle
1107,-242,569,-41,-61,181,Idle
1106,-234,599,-41,4,90,Idle
1196,-117,431,287,-240,1357,Idle
1241,-117,416,205,-256,1176,Idle
1221,-69,471,370,-354,1629,Idle
1191,-111,455,304,-322,1493,Idle
1134,-248,408,90,-354,859,Idle
1094,-263,423,57,-387,769,Idle
1241,-158,404,156,-289,1040,Idle
1182,-213,411,123,-322,905,Idle
140,-287,1035,7,-61,135,Idle
180,-308,1008,7,-93,45,Idle
101,-278,1068,24,-44,135,Idle
264,-341,969,7,-93,90,Idle
228,-326,981,7,-93,90,Idle
72,-240,1089,90,-77,316,Idle
72,-230,1103,106,-142,362,Idle
68,-257,1083,40,-12,226,Idle
71,-245,1091,73,-28,226,Idle
1110,-210,659,-41,281,-452,Idle
1079,-213,657,-58,297,-678,Idle
1106,-234,638,-41,199,-226,Idle
1100,-218,659,-58,216,-362,Idle
1068,-180,704,-74,379,-995,Idle
290,-365,948,24,-93,45,Idle
1056,-207,671,-58,313,-769,Idle
1064,-200,672,-74,362,-859,Idle
-340,-81,1452,370,-909,1538,Idle
-247,-149,1383,304,-893,1402,Idle
-450,-20,1491,502,-876,1629,Idle
-172,-197,1313,222,-762,1086,Idle
-196,-179,1323,254,-844,1221,Idle
-217,76,1316,848,-1023,2308,Idle
-39,78,1229,930,-1219,2534,Idle
-492,27,1496,617,-860,1855,Idle
-393,63,1425,765,-893,1991,Idle
-22,-240,1109,40,-354,362,Idle
-66,-236,1157,40,-403,543,Idle
90,-245,1013,57,-175,226,Idle
36,-240,1059,40,-256,362,Idle
-163,-209,1305,123,-632,859,Idle
-189,-201,1317,172,-697,950,Idle
-99,-234,1214,73,-485,588,Idle
-121,-225,1262,90,-550,769,Idle
1263,246,623,946,-615,3032,Idle
1362,226,576,815,-501,2805,Idle
948,232,758,1210,-990,3529,Idle
1139,249,680,1078,-778,3303,Idle
1370,25,432,502,-436,2036,Idle
1305,-27,438,403,-420,1810,Idle
1416,160,512,716,-436,2534,Idle
1388,84,453,584,-436,2217,Idle
233,162,1275,1194,-1659,3258,Idle
302,181,1253,1292,-1708,3529,Idle
72,99,1227,996,-1414,2760,Idle
165,133,1262,1095,-1561,3032,Idle
549,243,951,1325,-1480,3665,Idle
744,244,830,1292,-1251,3665,Idle
396,189,1142,1342,-1708,3575,Idle
428,210,1028,1358,-1610,3620,Idle
1035,-314,642,-156,-256,-724,Idle
1127,-302,597,-140,-256,-724,Idle
953,-300,713,-156,-240,-814,Idle
1245,-233,555,-107,-126,-452,Idle
1208,-258,566,-140,-175,-497,Idle
833,-240,792,-74,-28,-950,Idle
830,-239,773,-58,36,-995,Idle
885,-270,764,-123,-175,-859,Idle
849,-252,788,-58,-44,-905,Idle
1353,31,579,40,-61,588,Idle
1392,-12,563,24,4,407,Idle
1272,45,560,57,-305,1040,Idle
1311,51,582,57,-142,859,Idle
1311,-179,576,-41,-12,-181,Idle
1281,-203,570,-90,-61,-316,Idle
1395,-72,545,-8,-12,135,Idle
1355,-138,554,-41,-12,0,Idle
294,-450,858,139,4,181,Idle
306,-447,849,139,-28,181,Idle
294,-450,857,156,36,135,Idle
597,-255,768,-90,803,-1719,Idle
581,-260,765,-107,933,-1719,Idle
332,-458,864,139,69,181,Idle
359,-458,861,139,36,135,Idle
305,-444,854,156,69,135,Idle
317,-449,855,156,85,135,Idle
795,-221,759,-8,216,-1312,Idle
764,-206,783,-25,281,-1267,Idle
821,-240,762,-8,101,-1131,Idle
819,-231,744,-25,150,-1131,Idle
677,-191,798,-74,558,-1538,Idle
633,-219,789,-58,672,-1629,Idle
774,-185,789,-41,362,-1402,Idle
740,-182,788,-41,460,-1493,Idle
-555,-41,1355,617,-990,1719,Idle
-514,-60,1334,568,-876,1629,Idle
-535,15,1421,732,-1039,1991,Idle
