@relation readyfile-weka.filters.unsupervised.attribute.Remove-R1

@attribute ax numeric
@attribute ay numeric
@attribute az numeric
@attribute gx numeric
@attribute gy numeric
@attribute gz numeric
@attribute Idle {Down,Idle,Up,Right,Left}

@data
-328,-105,1298,436,-762,1312,Idle
-426,-77,1317,485,-827,1448,Idle
-129,144,1412,1210,-1251,2941,Idle
47,150,1289,1358,-1382,3213,Idle
-462,73,1491,881,-1088,2353,Idle
-318,112,1482,1062,-1153,2670,Idle
-76,-240,1229,189,-403,633,Idle
-112,-230,1265,222,-452,814,Idle
35,-228,1134,123,-240,452,Idle
-33,-239,1191,139,-338,588,Idle
-213,-177,1310,353,-615,1040,Idle
-250,-140,1307,386,-680,1221,Idle
-154,-222,1293,254,-501,905,Idle
-184,-204,1305,287,-550,995,Idle
1587,310,569,337,-468,2579,Idle
1617,252,539,254,-452,2262,Idle
1352,324,573,600,-680,3258,Idle
1503,351,584,452,-550,2941,Idle
1446,49,486,90,-468,1493,Idle
1338,34,513,73,-403,1221,Idle
1623,168,497,172,-452,1991,Idle
1551,91,468,123,-485,1719,Idle
338,139,822,1408,-1806,3891,Idle
428,165,708,1325,-1757,4027,Idle
177,147,1091,1424,-1578,3529,Idle
261,136,948,1457,-1724,3710,Idle
1023,255,515,913,-1023,3801,Idle
1194,283,522,749,-844,3575,Idle
524,190,648,1227,-1545,4027,Idle
738,216,593,1095,-1284,3982,Idle
1377,132,330,403,-615,2308,Idle
1325,79,303,535,-632,2579,Idle
1401,180,368,304,-550,2081,Idle
1152,9,279,881,-615,3032,Idle
1239,21,279,699,-632,2760,Idle
1452,105,261,57,-436,1538,Idle
1388,40,288,-8,-452,1357,Idle
1455,208,333,222,-485,1900,Idle
1497,178,276,123,-436,1674,Idle
258,76,881,1622,-811,3303,Idle
333,45,741,1605,-860,3439,Idle
-42,144,1272,1540,-664,2941,Idle
110,108,1071,1589,-746,3122,Idle
752,13,423,1243,-713,3394,Idle
974,18,339,1062,-632,3213,Idle
467,27,593,1540,-844,3394,Idle
599,12,474,1375,-811,3484,Idle
1080,-125,609,-123,-126,181,Idle
1106,-137,593,-107,-110,271,Idle
1055,-114,638,-123,-126,90,Idle
1040,-138,567,-90,-142,452,Idle
1076,-128,582,-107,-126,362,Idle
1025,-129,653,-173,-191,-316,Idle
1001,-128,698,-173,-159,-362,Idle
1056,-123,645,-123,-126,-135,Idle
1068,-141,626,-140,-159,-135,Idle
1143,-71,488,-74,-387,1086,Idle
1109,-89,531,-90,-354,950,Idle
1305,-6,354,-41,-436,1267,Idle
1200,-57,423,-58,-436,1040,Idle
1020,-125,563,-74,-240,633,Idle
1037,-137,569,-90,-191,543,Idle
1059,-119,554,-74,-322,859,Idle
1022,-126,557,-90,-305,769,Idle
216,-188,1026,254,-12,271,Idle
227,-204,1028,254,-12,271,Idle
198,-188,1044,254,-44,271,Idle
224,-260,1022,254,-28,226,Idle
231,-225,1028,254,4,181,Idle
119,-174,1130,304,-93,362,Idle
89,-159,1157,304,-110,407,Idle
177,-177,1068,271,-61,316,Idle
147,-183,1098,287,-61,362,Idle
332,-390,884,271,20,271,Idle
326,-390,906,254,-44,226,Idle
344,-399,857,287,167,271,Idle
338,-392,863,287,85,226,Idle
246,-321,1001,254,-93,226,Idle
230,-290,1013,254,-61,226,Idle
299,-371,936,271,-77,226,Idle
279,-351,968,254,-110,271,Idle
-598,-51,1365,633,-990,1357,Idle
-619,-9,1451,782,-925,1583,Idle
-333,-72,1310,502,-893,995,Idle
-466,-71,1301,551,-974,1131,Idle
-324,157,1517,1243,-680,2489,Idle
-178,171,1428,1375,-664,2670,Idle
-580,55,1529,897,-860,1900,Idle
-456,117,1563,1062,-762,2126,Idle
48,-194,1173,320,-273,543,Idle
9,-200,1211,320,-338,543,Idle
50,-173,1185,320,-142,452,Idle
63,-182,1187,320,-208,497,Idle
-139,-135,1308,386,-664,724,Idle
-237,-96,1325,452,-762,950,Idle
-25,-195,1263,337,-420,678,Idle
-70,-170,1292,353,-534,678,Idle
1524,48,432,-25,-387,1312,Idle
1569,69,369,57,-338,1402,Idle
1436,15,476,-74,-468,1040,Idle
1556,70,335,271,-240,1991,Idle
1578,61,330,156,-273,1719,Idle
1170,-159,540,-58,-599,724,Idle
1101,-210,558,-8,-599,724,Idle
1347,-33,506,-74,-517,995,Idle
1241,-93,539,-58,-550,859,Idle
627,10,537,1243,-893,3665,Idle
854,33,479,1045,-664,3484,Idle
305,40,798,1441,-1480,3756,Idle
447,18,642,1342,-1202,3710,Idle
1334,103,461,617,-256,2624,Idle
1476,90,392,452,-224,2398,Idle
1029,66,474,897,-485,3213,Idle
1184,91,494,732,-354,3032,Idle
261,-332,954,156,-44,90,Idle
240,-309,966,139,-28,90,Idle
318,-366,908,156,-110,90,Idle
291,-350,939,156,-77,90,Idle
165,-263,993,90,-61,135,Idle
126,-246,996,73,-110,271,Idle
215,-299,981,123,-28,90,Idle
189,-282,989,90,-44,135,Idle
1052,-191,612,57,-305,497,Idle
392,-459,764,238,85,181,Idle
1031,-227,590,24,-550,678,Idle
1025,-215,611,24,-452,633,Idle
392,-434,828,172,-77,135,Idle
362,-398,866,156,-110,90,Idle
419,-456,773,205,36,135,Idle
426,-450,797,189,-28,181,Idle
53,-176,1112,189,-126,407,Idle
80,-167,1092,205,-93,316,Idle
20,-179,1130,189,-175,407,Idle
60,-168,1094,189,-93,181,Idle
68,-165,1085,205,-77,316,Idle
-48,-209,1187,172,-354,633,Idle
-82,-212,1220,172,-452,678,Idle
-10,-191,1151,189,-224,497,Idle
-27,-204,1167,189,-289,543,Idle
980,-126,693,-206,-159,-724,Idle
312,-302,914,156,-126,135,Idle
999,-125,699,-189,-159,-543,Idle
1007,-126,683,-189,-142,-633,Idle
146,-204,1041,156,-191,181,Idle
98,-177,1083,156,-142,226,Idle
267,-267,950,156,-159,135,Idle
206,-237,999,139,-191,181,Idle
-237,196,1521,1128,-1137,2579,Idle
-9,210,1436,1276,-1202,2851,Idle
-463,75,1550,798,-1105,2036,Idle
-385,141,1550,963,-1105,2308,Idle
363,78,963,1474,-1626,3529,Idle
273,70,888,1474,-1643,3665,Idle
185,174,1253,1391,-1333,3122,Idle
336,120,1089,1457,-1496,3394,Idle
-189,-159,1305,238,-762,1040,Idle
-226,-126,1319,287,-876,1086,Idle
-111,-204,1244,189,-550,814,Idle
-153,-189,1274,205,-648,859,Idle
-490,-30,1499,518,-1072,1629,Idle
-502,16,1527,650,-1088,1810,Idle
-313,-108,1367,337,-974,1221,Idle
-426,-78,1439,419,-1023,1402,Idle
-1080,3,900,452,819,-2217,Idle
-1128,19,860,469,819,-2489,Idle
-1018,-12,921,436,819,-1945,Idle
-1227,57,786,535,737,-2986,Idle
-1207,31,825,502,786,-2715,Idle
-846,-51,890,304,689,-1402,Idle
-826,-68,879,254,607,-1221,Idle
-945,-30,920,403,803,-1764,Idle
-876,-41,902,353,754,-1538,Idle
-349,244,929,699,754,-4072,Idle
-633,244,810,683,737,-4027,Idle
-24,268,1136,782,640,-3982,Idle
-96,267,1137,749,754,-4072,Idle
-1096,79,719,617,721,-3484,Idle
-1158,75,752,568,705,-3258,Idle
-844,157,770,683,786,-3891,Idle
-1018,87,714,666,754,-3710,Idle
-685,-102,977,-140,-224,1086,Idle
-714,-104,981,-140,-110,859,Idle
-651,-93,972,-156,-322,1176,Idle
-828,-117,990,-123,36,543,Idle
-766,-110,987,-123,-28,633,Idle
-573,-113,929,-173,-436,1583,Idle
-525,-120,914,-189,-436,1674,Idle
-630,-84,971,-173,-387,1312,Idle
-616,-90,956,-173,-436,1448,Idle
-819,-140,833,90,346,-633,Idle
-841,-156,837,24,248,-452,Idle
-834,-90,863,205,542,-995,Idle
-825,-119,842,139,428,-859,Idle
-880,-129,948,-90,101,181,Idle
-870,-120,977,-107,69,316,Idle
-871,-159,864,-25,183,-226,Idle
-882,-146,905,-74,134,-45,Idle
153,-381,870,24,-142,0,Idle
131,-371,884,40,-142,0,Idle
153,-401,876,24,-126,45,Idle
128,-345,912,40,-126,0,Idle
116,-359,906,40,-126,45,Idle
227,-447,878,73,-12,45,Idle
297,-455,900,90,20,90,Idle
144,-426,884,40,-110,90,Idle
185,-444,872,40,-77,90,Idle
125,-357,950,106,-44,45,Idle
147,-357,930,90,-61,90,Idle
114,-335,984,106,-44,45,Idle
98,-350,981,139,-28,45,Idle
132,-353,917,57,-93,0,Idle
140,-347,911,40,-110,45,Idle
140,-368,926,73,-77,45,Idle
123,-366,917,57,-93,45,Idle
1832,637,1439,584,20,-2217,Idle
1581,717,1560,666,134,-2670,Idle
1517,219,1319,452,-208,-1357,Idle
1775,432,1356,535,-77,-1764,Idle
305,300,956,782,477,-3756,Idle
-51,249,1038,815,493,-3846,Idle
1281,636,1509,765,330,-3213,Idle
879,453,1178,765,477,-3575,Idle
648,-401,926,156,-12,-90,Idle
809,-344,950,172,-77,-181,Idle
399,-455,900,106,36,45,Idle
513,-438,905,123,20,0,Idle
1289,-90,1151,287,-338,-678,Idle
1370,55,1248,370,-322,-995,Idle
1005,-272,981,205,-175,-271,Idle
1179,-198,1058,238,-273,-452,Idle
-648,-126,1019,57,-110,724,Idle
-664,-125,1017,90,-44,588,Idle
-606,-135,1010,73,-142,859,Idle
-709,-135,1002,123,52,226,Idle
-685,-126,1011,90,4,407,Idle
-466,-167,963,57,-289,1221,Idle
-411,-177,948,40,-338,1312,Idle
-553,-149,980,40,-208,995,Idle
-520,-155,974,40,-256,1176,Idle
-795,-102,1041,254,493,-905,Idle
-783,-114,1031,238,411,-678,Idle
-822,-78,1065,287,689,-1312,Idle
-810,-92,1053,271,591,-1086,Idle
-748,-137,987,172,183,-135,Idle
-727,-141,987,139,118,45,Idle
-769,-114,1005,222,330,-497,Idle
-760,-125,995,189,248,-316,Idle
33,-215,977,-8,-615,1719,Idle
30,-216,986,7,-599,1674,Idle
21,-189,996,-8,-566,1719,Idle
6,-210,995,7,-599,1719,Idle
459,-483,818,40,-77,135,Idle
560,-480,803,40,-126,181,Idle
38,-207,980,-25,-583,1674,Idle
363,-462,834,40,-44,135,Idle
-321,-180,963,24,-436,1629,Idle
-258,-188,956,24,-452,1629,Idle
-376,-176,953,24,-371,1448,Idle
-351,-174,954,24,-403,1493,Idle
-48,-182,995,7,-517,1764,Idle
8,-182,1001,7,-550,1764,Idle
-165,-185,968,24,-485,1629,Idle
-103,-188,980,7,-501,1719,Idle
1394,361,1202,139,493,-2126,Idle
1343,276,1181,123,281,-1674,Idle
1416,405,1167,189,672,-2443,Idle
1196,21,1062,7,-142,-995,Idle
1257,150,1128,57,69,-1312,Idle
1155,327,1008,123,313,-3394,Idle
897,370,1140,106,36,-3575,Idle
1424,399,1137,156,689,-2851,Idle
1316,328,1043,156,607,-3122,Idle
-384,-95,975,-189,-256,1855,Idle
777,-434,786,-107,-322,0,Idle
-487,-125,924,-189,-403,1764,Idle
-438,-114,950,-206,-354,1764,Idle
1020,-186,932,-90,-436,-497,Idle
1115,-77,996,-58,-322,-769,Idle
857,-369,839,-107,-403,-181,Idle
930,-291,882,-107,-436,-316,Idle
-1017,-18,1013,254,950,-2715,Idle
-984,-33,1025,287,966,-2443,Idle
-979,33,971,238,901,-3122,Idle
-1041,4,996,271,950,-2986,Idle
-906,-63,1088,287,835,-1764,Idle
-865,-69,1080,287,770,-1493,Idle
-964,-44,1059,271,933,-2217,Idle
-942,-50,1085,271,901,-1991,Idle
-142,181,1002,304,232,-3982,Idle
-361,112,888,304,444,-3937,Idle
555,322,1223,189,-28,-3710,Idle
177,240,1158,287,85,-3891,Idle
-744,66,905,222,754,-3575,Idle
-868,57,951,254,852,-3394,Idle
-471,78,842,254,623,-3846,Idle
-616,81,864,238,705,-3710,Idle
1505,31,426,57,-517,1176,Idle
1686,102,405,90,-485,1402,Idle
1395,-20,465,57,-485,950,Idle
1914,229,375,254,-403,2036,Idle
1818,186,384,123,-468,1674,Idle
1221,-114,500,40,-289,452,Idle
1223,-119,506,40,-191,271,Idle
1310,-71,485,40,-452,769,Idle
1253,-95,492,57,-371,588,Idle
311,202,705,1161,-1088,4027,Idle
737,277,603,1078,-615,3937,Idle
174,-42,648,1276,-2067,4027,Idle
98,72,683,1227,-1626,4027,Idle
1919,340,440,535,-240,2896,Idle
1974,280,432,353,-354,2398,Idle
1251,328,488,913,-305,3710,Idle
1652,361,464,732,-224,3394,Idle
251,-375,954,73,101,45,Idle
258,-386,947,90,101,45,Idle
230,-363,963,57,85,135,Idle
321,-402,897,106,20,45,Idle
279,-389,926,73,36,0,Idle
111,-332,996,-8,-110,181,Idle
39,-330,1034,-25,-191,271,Idle
212,-353,963,40,36,90,Idle
165,-338,975,7,-44,135,Idle
1245,-188,561,-25,-159,-181,Idle
284,-455,803,156,-44,135,Idle
1262,-128,522,7,-142,135,Idle
1266,-159,540,7,-110,0,Idle
332,-426,840,123,-28,181,Idle
333,-410,867,106,-28,0,Idle
305,-444,810,139,-44,181,Idle
327,-438,818,139,-44,135,Idle
83,-261,1157,172,-273,271,Idle
143,-267,1124,172,-256,226,Idle
41,-248,1178,222,-256,362,Idle
201,-281,1064,139,-224,135,Idle
180,-269,1098,156,-224,226,Idle
14,-239,1157,287,-354,678,Idle
11,-251,1157,304,-468,724,Idle
-3,-234,1187,271,-240,407,Idle
-15,-234,1176,287,-289,543,Idle
311,-414,936,123,-44,135,Idle
291,-386,971,123,-77,135,Idle
372,-446,867,123,4,135,Idle
345,-431,903,123,-28,135,Idle
239,-323,1025,139,-159,90,Idle
219,-297,1043,139,-191,135,Idle
273,-365,989,123,-77,181,Idle
254,-344,1008,123,-110,135,Idle
-391,49,1398,1029,-1153,2308,Idle
-139,85,1337,1161,-1382,2670,Idle
-546,-78,1368,782,-958,1855,Idle
-552,-12,1412,897,-1023,2081,Idle
299,3,947,1375,-2246,3620,Idle
296,-47,767,1358,-2279,3891,Idle
111,91,1254,1259,-1675,3032,Idle
266,58,1116,1342,-2002,3348,Idle
-186,-201,1335,386,-680,950,Idle
-255,-171,1370,452,-664,1086,Idle
-42,-252,1196,320,-583,769,Idle
-114,-230,1265,353,-632,950,Idle
-283,-140,1277,617,-860,1538,Idle
-406,-111,1305,683,-941,1674,Idle
-291,-158,1355,535,-680,1221,Idle
-264,-152,1305,584,-762,1357,Idle
837,-405,665,-8,346,-1040,Idle
999,-357,632,-8,297,-814,Idle
758,-431,689,-8,477,-1086,Idle
1110,-308,578,40,248,-588,Idle
1073,-333,597,7,248,-769,Idle
683,-458,690,-41,868,-1221,Idle
630,-482,698,-58,998,-1267,Idle
732,-461,677,-25,607,-1086,Idle
698,-462,698,-25,737,-1131,Idle
1173,-128,633,106,-371,452,Idle
1173,-113,639,106,-159,271,Idle
1193,-185,551,73,-795,814,Idle
1155,-158,609,90,-583,543,Idle
1199,-200,576,90,199,-362,Idle
1158,-266,569,90,232,-452,Idle
1164,-125,608,123,-12,90,Idle
1184,-144,585,106,150,-45,Idle
510,-569,605,-469,770,-1357,Idle
483,-561,627,-486,737,-1312,Idle
552,-561,597,-387,917,-1357,Idle
507,-576,602,-420,852,-1357,Idle
441,-540,666,-585,558,-1312,Idle
435,-531,668,-601,460,-1267,Idle
470,-560,638,-535,705,-1357,Idle
455,-548,650,-568,640,-1402,Idle
525,-570,654,-90,1259,-1312,Idle
609,-561,617,-123,1259,-1267,Idle
560,-521,680,-58,1113,-1312,Idle
533,-539,672,-90,1194,-1267,Idle
693,-542,593,-288,1080,-1357,Idle
632,-540,591,-338,1015,-1357,Idle
683,-551,602,-173,1210,-1267,Idle
714,-537,603,-239,1145,-1312,Idle
-471,-113,1592,600,-1692,2081,Idle
-444,-134,1527,452,-1463,1810,Idle
-504,-54,1653,782,-1855,2353,Idle
-315,-171,1395,254,-974,1357,Idle
-378,-149,1464,337,-1235,1583,Idle
-180,160,1598,1292,-2067,3303,Idle
173,147,1373,1408,-2132,3575,Idle
-475,46,1697,930,-1969,2670,Idle
-390,129,1683,1111,-2018,2986,Idle
-223,-312,1164,-8,-224,452,Idle
-271,-312,1208,7,-240,633,Idle
-49,-333,1082,-41,-224,316,Idle
-145,-327,1124,-41,-240,452,Idle
-249,-227,1272,123,-566,995,Idle
-274,-200,1334,156,-762,1176,Idle
-265,-287,1232,24,-305,724,Idle
-232,-254,1242,57,-420,859,Idle
1803,-30,336,584,-729,2217,Idle
1830,-86,260,419,-844,1900,Idle
1472,151,684,831,-664,2941,Idle
1685,60,489,699,-664,2624,Idle
1448,-156,380,106,-1007,1086,Idle
1304,-177,464,57,-941,950,Idle
1782,-108,260,271,-941,1629,Idle
1631,-128,312,172,-1007,1357,Idle
513,76,927,1309,-2344,3982,Idle
359,126,1002,1292,-2132,3982,Idle
425,100,1128,1408,-2295,3801,Idle
608,73,966,1358,-2409,3937,Idle
983,222,858,1029,-990,3529,Idle
1244,192,789,946,-778,3348,Idle
494,136,1010,1210,-1708,3891,Idle
665,178,956,1128,-1300,3801,Idle
-367,-555,-208,-156,52,407,Idle
-417,-585,-214,-25,-12,316,Idle
326,-107,1074,189,216,0,Idle
-501,-644,-249,222,-208,90,Idle
-529,-680,-298,337,-305,0,Idle
-463,-606,-223,90,-93,181,Idle
449,-219,1104,205,118,0,Idle
407,-176,1094,156,118,90,Idle
485,-273,1118,172,69,45,Idle
345,-128,1079,172,183,0,Idle
368,-150,1086,156,150,90,Idle
-784,-660,-643,1655,-436,-1357,Idle
-682,-576,-490,1935,-256,-1583,Idle
-861,-743,-664,1441,-517,-1221,Idle
-835,-479,-36,2413,-110,-2036,Idle
-715,-524,-270,2199,-159,-1810,Idle
-706,-744,-471,650,-468,-316,Idle
-801,-774,-553,831,-501,-543,Idle
-595,-717,-387,469,-420,-226,Idle
-892,-776,-637,1210,-550,-1040,Idle
-883,-794,-624,1029,-517,-769,Idle
1253,913,1515,2742,754,-1991,Idle
1389,1041,2014,2545,623,-1674,Idle
890,612,902,2792,591,-2398,Idle
1412,768,2014,1820,-28,-1040,Idle
1308,525,2014,1490,-175,-859,Idle
1436,942,2014,2215,313,-1357,Idle
332,-413,852,3352,52,-2443,Idle
-133,-294,917,3335,-93,-2443,Idle
335,-407,773,3220,69,-2534,Idle
357,325,680,2825,167,-2534,Idle
-73,-18,791,3039,-77,-2534,Idle
698,-380,1266,287,-305,-90,Idle
665,-375,1202,238,-208,0,Idle
753,-345,1361,353,-338,-181,Idle
524,-323,1155,189,4,45,Idle
593,-360,1175,222,-61,0,Idle
1137,159,1800,913,-322,-543,Idle
1085,-3,1679,716,-338,-316,Idle
1194,328,1925,1177,-273,-678,Idle
845,-272,1472,469,-305,-271,Idle
980,-159,1572,584,-305,-271,Idle
-130,-374,-31,-1376,167,1176,Idle
-174,-380,-84,-1277,199,1086,Idle
-97,-374,18,-1474,118,1221,Idle
-256,-383,-184,-1063,167,859,Idle
-297,-390,-222,-947,101,814,Idle
-217,-374,-139,-1178,183,995,Idle
719,-368,1235,90,-191,90,Idle
627,-347,1173,73,-142,135,Idle
831,-413,1299,123,-322,0,Idle
501,-315,1077,106,-77,45,Idle
554,-341,1119,90,-93,135,Idle
-720,-626,-645,172,-452,-45,Idle
-835,-671,-736,403,-550,-226,Idle
-600,-573,-550,-41,-338,135,Idle
-886,-695,-865,897,-762,-724,Idle
-873,-701,-781,650,-664,-497,Idle
-358,-434,-286,-700,-12,633,Idle
-391,-455,-328,-568,-77,543,Idle
-330,-414,-249,-832,52,724,Idle
-493,-521,-457,-239,-240,271,Idle
-430,-483,-388,-420,-159,407,Idle
-316,-489,-118,3418,-12,-2760,Idle
-408,-29,173,3269,232,-3077,Idle
111,-708,66,3220,-44,-2715,Idle
1542,1215,1724,2874,1031,-2760,Idle
515,619,938,3072,689,-3167,Idle
-768,-465,306,2742,-256,-2489,Idle
-544,-461,390,2874,-305,-2715,Idle
-882,-467,180,2610,-159,-2353,Idle
20,-618,282,3006,-142,-2760,Idle
-322,-504,327,2923,-305,-2760,Idle
1170,213,1956,600,-941,-452,Idle
1247,-122,1665,419,-958,-226,Idle
986,531,2014,881,-648,-678,Idle
974,-431,1365,222,-501,-90,Idle
1155,-351,1467,304,-762,-181,Idle
1514,1279,2014,2512,1145,-1538,Idle
1407,1144,2014,2166,933,-1221,Idle
1698,1437,2014,2742,1178,-2036,Idle
1004,717,2014,1292,-142,-905,Idle
1203,894,2014,1754,428,-995,Idle
83,-27,1727,-634,-517,588,Idle
99,-56,1827,-469,-322,588,Idle
180,60,1712,-782,-566,588,Idle
260,-20,1763,-288,4,543,Idle
287,-11,1704,-173,85,497,Idle
149,-54,1796,-354,-126,588,Idle
725,403,2014,-1969,-28,633,Idle
657,405,2014,-1656,-175,588,Idle
687,349,2014,-2315,36,678,Idle
240,202,1733,-1030,-517,497,Idle
450,319,1896,-1326,-322,543,Idle
309,52,1224,156,167,226,Idle
312,61,1190,156,167,181,Idle
294,27,1278,156,183,271,Idle
299,85,1145,189,167,135,Idle
303,114,1167,189,183,181,Idle
314,-11,1532,-8,167,497,Idle
336,-2,1457,40,167,362,Idle
293,-23,1595,-74,118,452,Idle
308,19,1344,106,167,271,Idle
339,18,1400,73,167,316,Idle
-76,-243,-459,-1804,216,1131,Idle
-28,-215,-433,-2051,199,1221,Idle
-94,-273,-484,-1557,264,1086,Idle
104,-144,-264,-2545,183,1267,Idle
209,-104,-166,-2776,167,1312,Idle
38,-183,-358,-2298,183,1221,Idle
-213,-384,-376,-733,216,769,Idle
-204,-360,-417,-898,248,859,Idle
-208,-404,-331,-568,150,678,Idle
-133,-306,-490,-1326,281,1040,Idle
-187,-341,-468,-1112,264,950,Idle
731,367,1424,-3336,-468,769,Idle
636,357,1749,-3171,-322,633,Idle
803,331,1119,-3451,-550,859,Idle
645,325,2014,-2611,20,633,Idle
585,331,2006,-2924,-93,678,Idle
465,48,122,-3155,-110,1267,Idle
602,130,335,-3303,-273,1221,Idle
342,-41,-52,-2990,52,1312,Idle
810,289,843,-3451,-501,1040,Idle
734,219,585,-3385,-436,1086,Idle
-697,-750,-652,848,-778,-588,Idle
-795,-749,-678,1062,-746,-769,Idle
-715,-761,-598,666,-762,-407,Idle
-805,-717,-721,1523,-615,-1176,Idle
-766,-687,-622,1754,-517,-1357,Idle
-816,-753,-747,1292,-680,-950,Idle
-544,-633,-354,40,-371,135,Idle
-645,-659,-409,172,-468,0,Idle
-477,-617,-318,-90,-289,226,Idle
-718,-726,-538,485,-680,-271,Idle
-709,-689,-465,337,-583,-135,Idle
-603,-477,14,2858,-305,-2489,Idle
-441,-449,72,2956,-240,-2579,Idle
-688,-497,-91,2759,-354,-2443,Idle
93,-431,465,3154,-44,-2579,Idle
-178,-468,224,3055,-175,-2624,Idle
-846,-543,-363,2182,-273,-1855,Idle
-915,-489,-240,2347,-256,-2036,Idle
-786,-624,-501,1968,-387,-1583,Idle
-804,-483,-130,2610,-371,-2353,Idle
-901,-474,-162,2495,-305,-2172,Idle
311,51,986,189,69,90,Idle
314,48,983,156,36,90,Idle
321,78,995,189,85,0,Idle
299,45,984,139,20,90,Idle
312,51,983,172,36,45,Idle
293,64,1068,205,150,90,Idle
299,58,1041,222,150,135,Idle
302,69,1098,205,167,135,Idle
282,60,1002,222,118,135,Idle
294,61,1023,222,134,135,Idle
306,40,968,90,-12,0,Idle
311,40,966,106,4,45,Idle
302,36,972,123,4,45,Idle
-423,-603,-289,-206,-240,316,Idle
-384,-602,-277,-305,-191,407,Idle
293,45,981,139,20,90,Idle
297,40,980,139,20,45,Idle
297,49,980,156,36,45,Idle
297,40,975,123,4,0,Idle
299,40,977,139,20,45,Idle
-312,-392,-280,-865,-61,633,Idle
-405,-446,-373,-700,-175,543,Idle
-232,-371,-220,-1013,20,724,Idle
-600,-593,-529,-321,-403,362,Idle
-679,-647,-612,-123,-550,226,Idle
-496,-533,-498,-519,-289,497,Idle
467,-290,1131,-90,-126,45,Idle
-151,-333,-99,-1376,-77,859,Idle
543,-326,1211,-107,-159,45,Idle
-178,-360,-180,-1145,-12,769,Idle
-142,-342,-126,-1260,-44,859,Idle
-778,-588,-688,1622,-517,-1176,Idle
-793,-558,-639,1886,-468,-1402,Idle
-822,-620,-718,1358,-615,-950,Idle
-769,-473,-537,2413,-583,-1810,Idle
-760,-504,-579,2149,-468,-1629,Idle
-805,-696,-730,353,-713,-135,Idle
-877,-702,-748,617,-746,-316,Idle
-732,-674,-679,106,-648,45,Idle
-874,-666,-733,1111,-729,-724,Idle
-903,-692,-751,864,-762,-543,Idle
-412,-183,371,3533,-632,-2624,Idle
-21,378,861,3269,-420,-2805,Idle
-159,-561,431,3681,-468,-2534,Idle
2000,1116,2014,2841,786,-2217,Idle
1763,1092,2014,2660,1145,-1674,Idle
1250,928,1442,2956,199,-2760,Idle
-441,-440,144,3171,-615,-2443,Idle
-235,-371,296,3253,-550,-2489,Idle
-577,-431,-66,2989,-517,-2308,Idle
15,-597,377,3549,-517,-2534,Idle
26,-477,416,3401,-534,-2489,Idle
1041,-236,1716,189,-827,-181,Idle
957,-363,1574,73,-615,-90,Idle
993,24,1956,353,-844,-362,Idle
633,-357,1316,-74,-240,0,Idle
782,-393,1442,-8,-403,-45,Idle
1286,864,2014,1869,868,-1131,Idle
1053,648,2014,1457,379,-950,Idle
1490,1000,2014,2264,1162,-1357,Idle
962,322,2014,633,-583,-543,Idle
960,514,2014,1012,-126,-769,Idle
365,-333,914,-41,-159,45,Idle
338,-291,885,-8,-77,90,Idle
390,-377,945,-90,-256,90,Idle
257,-201,881,90,52,45,Idle
269,-158,894,106,85,45,Idle
290,-248,879,40,-12,45,Idle
648,-470,1326,-189,-583,-45,Idle
555,-437,1190,-206,-501,0,Idle
768,-506,1490,-107,-713,-90,Idle
425,-398,1002,-140,-338,90,Idle
474,-425,1079,-189,-420,45,Idle
242,-137,858,139,101,90,Idle
270,-134,848,123,52,0,Idle
224,-141,869,123,118,135,Idle
293,-120,843,139,36,-45,Idle
282,-125,845,139,69,0,Idle
282,-111,909,139,150,90,Idle
261,-110,902,156,167,90,Idle
284,-128,908,123,118,90,Idle
221,-137,882,156,150,90,Idle
242,-123,891,139,150,135,Idle
78,-837,-408,3698,85,-2851,Idle
-117,-680,-262,3961,509,-2896,Idle
-342,-656,-219,3517,-501,-2805,Idle
119,576,1197,3830,1292,-3032,Idle
-642,-53,270,4011,884,-3077,Idle
-838,-375,-264,2907,-876,-2308,Idle
-798,-365,6,3121,-958,-2489,Idle
-817,-426,-457,2660,-729,-2081,Idle
-442,-494,167,3418,-795,-2715,Idle
-666,-384,198,3286,-958,-2624,Idle
959,592,2014,798,-795,-678,Idle
1002,196,2014,436,-1088,-407,Idle
855,789,2014,1292,-240,-950,Idle
939,-441,1671,7,-925,-181,Idle
1026,-194,1947,189,-1105,-271,Idle
1479,1194,2014,3451,1455,-1719,Idle
1206,1083,2014,3006,1390,-1448,Idle
1407,1170,2014,3648,1553,-2534,Idle
890,900,2014,1886,362,-1221,Idle
1217,1113,2014,2413,1031,-1357,Idle
744,-315,1232,106,-224,45,Idle
657,-311,1161,106,-142,90,Idle
839,-336,1326,139,-305,0,Idle
512,-254,1058,106,-28,90,Idle
458,-228,1031,123,20,90,Idle
588,-284,1107,106,-77,90,Idle
1196,30,1959,633,-941,-497,Idle
1242,-281,1689,436,-909,-362,Idle
1022,472,2014,897,-664,-769,Idle
969,-375,1422,172,-485,-181,Idle
1139,-389,1512,304,-680,-226,Idle
-597,-618,-669,403,-403,-135,Idle
-681,-653,-744,633,-485,-362,Idle
-508,-581,-571,172,-305,0,Idle
-840,-660,-880,1161,-583,-814,Idle
-762,-671,-819,897,-534,-588,Idle
390,-176,1016,156,85,135,Idle
372,-147,1008,172,134,135,Idle
420,-207,1016,139,36,90,Idle
-471,-536,-489,-41,-224,135,Idle
350,-137,998,189,183,135,Idle
