@relation teachset-weka.filters.unsupervised.attribute.Remove-R1

@attribute ax numeric
@attribute ay numeric
@attribute az numeric
@attribute gx numeric
@attribute gy numeric
@attribute gz numeric
@attribute Idle {Down,Idle,Up,Right,Left}

@data
357,13,1245,7,4,-1040,Idle
846,1329,1200,-618,-28,3982,Idle
1434,1267,1211,-502,-28,4027,Idle
-681,1290,1211,-980,-550,3982,Idle
41,1345,1247,-799,-224,3982,Idle
1770,972,1350,-140,-12,3756,Idle
1791,859,1356,-58,20,3213,Idle
1628,1219,1269,-338,-110,4118,Idle
1773,1125,1341,-189,-44,4072,Idle
-1749,649,1085,-766,-1529,4072,Idle
-1470,643,1046,-865,-1545,4027,Idle
-1977,429,1152,-667,-1463,3394,Idle
-1936,570,1145,-700,-1496,3756,Idle
-1258,841,939,-1161,-1235,3982,Idle
-1137,1111,1049,-1145,-925,4027,Idle
-1276,664,954,-1063,-1463,4072,Idle
102,1326,1187,-1310,-583,4027,Idle
681,1348,1187,-1211,-289,4027,Idle
-996,1153,1062,-1458,-1268,4118,Idle
-490,1267,1145,-1392,-958,4027,Idle
1667,1288,1407,-717,-28,4027,Idle
1790,1162,1494,-519,-12,3665,Idle
1140,1326,1260,-1112,-110,4072,Idle
1413,1318,1319,-947,-61,4027,Idle
-2004,526,825,-997,-1578,4027,Idle
-1500,532,665,-1145,-1790,4072,Idle
-2075,205,920,-881,-1349,3167,Idle
-2075,435,894,-964,-1382,3484,Idle
-1399,789,726,-1458,-1675,4072,Idle
-1347,988,912,-1507,-1545,4118,Idle
-1330,625,632,-1343,-1839,4072,Idle
867,13,974,-239,-240,497,Idle
866,-20,990,-255,-256,271,Idle
893,22,965,-272,-191,814,Idle
860,22,954,-272,-224,678,Idle
753,-18,1016,-222,-289,-181,Idle
699,16,1058,-189,-289,-316,Idle
798,-41,1001,-255,-273,135,Idle
770,-29,1001,-239,-305,0,Idle
1595,625,1404,-255,-93,2126,Idle
1412,439,1325,-222,-110,1719,Idle
1814,990,1505,-371,-28,3077,Idle
1782,796,1472,-305,-44,2579,Idle
1091,132,1079,-272,-142,1176,Idle
942,60,1005,-288,-175,950,Idle
1272,262,1206,-255,-126,1357,Idle
-90,-731,528,732,-126,-181,Up
-79,-749,492,716,-126,-181,Up
-90,-717,557,749,-110,-181,Up
-93,-762,477,650,-126,-181,Up
-85,-762,465,666,-142,-226,Up
-51,-708,546,798,-126,-226,Up
-39,-704,539,831,-126,-181,Up
-79,-714,557,765,-142,-226,Up
-70,-717,554,782,-142,-181,Up
-124,-819,533,584,-77,-90,Up
-138,-806,524,568,-126,-181,Up
-96,-821,542,568,-77,-135,Up
-97,-824,530,584,-61,-90,Up
-90,-767,518,633,-159,-135,Up
-87,-761,492,633,-159,-226,Up
-151,-791,527,600,-142,-45,Up
-127,-776,525,600,-175,-181,Up
-4,-584,735,963,-110,-226,Up
14,-563,726,979,-93,-181,Up
-15,-621,683,946,-93,-226,Up
-16,-608,714,963,-110,-226,Up
27,-503,779,996,-12,-271,Up
38,-513,788,1012,-12,-271,Up
9,-546,725,979,-77,-226,Up
6,-531,755,996,-44,-271,Up
-12,-671,606,881,-61,-181,Up
-25,-654,630,913,-61,-181,Up
-27,-695,552,848,-126,-226,Up
-12,-687,588,864,-93,-181,Up
-31,-618,672,930,-44,-181,Up
-24,-621,689,946,-61,-181,Up
-40,-644,660,913,-28,-181,Up
-33,-624,663,930,-44,-181,Up
-181,-635,-19,222,-256,226,Up
-177,-663,27,304,-240,181,Up
-250,-620,-144,7,-208,271,Up
-208,-618,-75,139,-240,226,Up
-228,-791,185,452,-159,45,Up
-223,-818,216,502,-159,-45,Up
-196,-710,90,370,-208,90,Up
-223,-750,144,436,-175,90,Up
-135,-474,-592,-997,36,407,Up
-156,-498,-534,-799,69,407,Up
-136,-407,-696,-1474,4,543,Up
-129,-447,-645,-1244,4,497,Up
-273,-579,-304,-288,-61,362,Up
-280,-606,-228,-140,-159,316,Up
-189,-519,-456,-601,69,362,Up
-235,-552,-381,-436,4,362,Up
-84,-891,507,584,-208,-181,Up
-87,-879,516,584,-175,-181,Up
-154,-891,527,568,-240,-226,Up
-121,-896,521,584,-224,-135,Up
-109,-824,546,568,-110,-181,Up
-103,-822,557,584,-61,-90,Up
-91,-857,527,600,-126,-135,Up
-102,-840,537,568,-110,-181,Up
-213,-860,315,568,-175,-90,Up
-205,-863,357,600,-142,-135,Up
-216,-843,246,518,-175,0,Up
-211,-861,270,568,-159,-45,Up
-189,-870,480,584,-191,-181,Up
-180,-881,504,617,-208,-135,Up
-196,-861,395,584,-175,-181,Up
-192,-875,447,633,-142,-135,Up
131,-206,1098,765,183,-271,Up
123,-236,1098,782,216,-316,Up
102,-182,1077,765,134,-271,Up
80,-279,1022,782,199,-316,Up
90,-260,1071,782,232,-316,Up
-33,-675,669,551,-44,-135,Up
-37,-704,623,502,-12,-135,Up
-18,-579,741,617,-142,-226,Up
-21,-627,708,584,-126,-226,Up
81,-359,1029,798,20,-271,Up
101,-341,1026,782,20,-316,Up
39,-389,998,798,36,-316,Up
62,-377,1017,815,52,-271,Up
149,-290,966,782,118,-316,Up
104,-279,984,782,167,-316,Up
120,-321,1002,798,36,-316,Up
144,-309,972,782,85,-316,Up
-66,-353,291,24,-208,135,Up
-66,-323,215,-25,-175,181,Up
-49,-417,422,90,-256,90,Up
-60,-380,363,57,-240,135,Up
-67,-281,12,-272,-28,316,Up
-51,-263,-49,-371,36,316,Up
-61,-305,144,-90,-126,181,Up
-69,-293,75,-173,-61,226,Up
8,-672,530,320,-28,-135,Up
5,-633,498,254,-93,-90,Up
-24,-717,594,452,4,-135,Up
-4,-705,561,353,-12,-135,Up
-9,-503,465,139,-240,0,Up
-37,-461,455,123,-273,90,Up
8,-599,495,205,-126,-45,Up
14,-558,485,172,-191,0,Up
60,-351,809,1128,101,-226,Up
32,-338,858,1161,118,-271,Up
84,-339,839,1111,36,-226,Up
75,-344,828,1128,69,-226,Up
8,-242,963,1177,20,-226,Up
33,-219,962,1161,-28,-271,Up
-3,-306,903,1177,85,-226,Up
-28,-267,951,1177,52,-271,Up
38,-494,774,1045,4,-271,Up
35,-476,791,1062,4,-271,Up
48,-525,797,1012,4,-271,Up
38,-516,792,1029,-12,-316,Up
53,-375,863,1111,20,-271,Up
75,-351,858,1111,20,-271,Up
33,-446,804,1078,4,-271,Up
35,-408,819,1095,4,-271,Up
69,-471,960,815,4,-181,Up
84,-443,996,848,20,-271,Up
80,-53,966,1194,69,-226,Up
69,-489,929,815,-12,-316,Up
75,-381,995,831,52,-271,Up
57,-386,980,815,52,-271,Up
92,-411,1008,815,4,-226,Up
86,-390,1007,798,20,-271,Up
87,-168,894,1177,36,-271,Up
66,-161,885,1177,85,-226,Up
72,-207,951,1144,-28,-271,Up
105,-188,918,1161,4,-271,Up
60,-75,1001,1210,85,-226,Up
78,-57,995,1210,85,-226,Up
36,-140,936,1194,101,-271,Up
27,-116,996,1210,101,-271,Up
-117,-809,539,716,-191,-271,Up
-88,-825,501,666,-256,-271,Up
-133,-794,555,683,-191,-271,Up
-103,-852,470,617,-305,-226,Up
-78,-843,470,650,-289,-181,Up
-118,-785,552,765,-175,-271,Up
-99,-773,548,782,-142,-271,Up
-136,-786,569,732,-159,-271,Up
-123,-780,561,732,-191,-362,Up
-225,-776,399,617,-110,-135,Up
-228,-774,432,617,-159,-135,Up
-210,-761,342,584,-77,-45,Up
-219,-774,359,584,-93,0,Up
-175,-824,486,600,-289,-181,Up
-145,-848,477,617,-305,-226,Up
-231,-783,461,600,-224,-226,Up
-213,-803,482,617,-256,-181,Up
-66,-671,722,913,-61,-271,Up
-64,-624,729,930,-93,-271,Up
-46,-711,656,897,-77,-271,Up
-58,-692,678,913,-61,-271,Up
11,-612,702,930,-175,-316,Up
36,-618,711,930,-159,-271,Up
-58,-597,732,913,-126,-316,Up
-28,-608,728,913,-175,-316,Up
-130,-731,605,831,-110,-316,Up
-136,-714,626,831,-110,-271,Up
-97,-749,576,798,-142,-271,Up
-114,-729,596,815,-110,-316,Up
-43,-723,620,848,-142,-271,Up
-39,-731,638,864,-110,-271,Up
-112,-705,636,848,-110,-271,Up
-73,-705,614,848,-142,-271,Up
72,-90,980,765,150,-271,Up
53,-98,962,798,118,-271,Up
152,-80,1032,765,150,-271,Up
108,-83,1010,765,167,-271,Up
80,-57,957,897,52,-271,Up
101,-30,954,930,69,-226,Up
53,-93,953,815,69,-271,Up
63,-78,951,864,52,-226,Up
105,-171,975,732,-28,-271,Up
114,-164,978,732,-61,-271,Up
81,-180,1046,732,85,-271,Up
86,-174,1010,732,36,-271,Up
171,-123,1028,749,69,-271,Up
182,-90,1037,765,134,-271,Up
102,-159,996,732,-44,-271,Up
141,-140,1004,749,4,-316,Up
-153,-509,111,502,-208,181,Up
-153,-534,167,551,-175,135,Up
-178,-485,-34,353,-159,226,Up
-156,-488,36,452,-191,226,Up
-142,-668,282,568,-93,0,Up
-180,-725,312,568,-77,45,Up
-129,-570,212,551,-159,90,Up
-120,-614,249,568,-126,45,Up
90,60,1074,996,199,-316,Up
119,100,1116,1029,232,-316,Up
86,0,981,946,118,-271,Up
78,24,1007,979,167,-271,Up
-261,-485,-168,106,-12,316,Up
-222,-482,-90,254,-77,271,Up
-291,-458,-354,-189,150,362,Up
-283,-467,-262,-25,85,362,Up
132,-473,776,782,-28,-271,Up
128,-483,761,765,-61,-271,Up
134,-494,785,798,36,-181,Up
105,-530,738,732,-159,-271,Up
114,-489,756,765,-110,-271,Up
60,-509,861,831,4,-226,Up
53,-486,882,831,-44,-135,Up
117,-518,791,798,20,-226,Up
77,-518,825,815,20,-135,Up
48,18,959,1276,85,-271,Up
2,-567,756,617,-142,-226,Up
5,-8,1034,1276,167,-271,Up
48,-2,1002,1259,101,-271,Up
54,-587,717,683,-175,-271,Up
86,-564,711,716,-175,-271,Up
26,-575,743,633,-159,-226,Up
38,-587,732,650,-175,-271,Up
42,159,1097,1309,150,-316,Up
47,180,1097,1292,199,-271,Up
0,70,1064,1309,118,-316,Up
23,120,1089,1309,134,-271,Up
-49,198,1202,1227,281,-316,Up
-36,219,1224,1210,264,-316,Up
18,183,1139,1259,248,-271,Up
-28,189,1160,1243,281,-271,Up
65,-416,900,815,-126,-226,Up
90,-416,887,798,-142,-271,Up
48,-470,905,848,-61,-135,Up
54,-447,917,848,-93,-181,Up
21,21,942,1276,69,-316,Up
-19,31,1005,1292,85,-271,Up
104,-443,875,815,-77,-135,Up
101,-480,893,798,-44,-135,Up
17,-441,851,1045,36,-271,Up
5,-423,852,1045,20,-271,Up
45,-464,837,1045,20,-226,Up
33,-456,857,1062,52,-226,Up
86,-345,843,1078,36,-316,Up
92,-336,833,1078,85,-316,Up
11,-398,843,1062,20,-271,Up
48,-368,848,1062,20,-271,Up
12,-588,747,979,-44,-316,Up
2,-567,743,996,-28,-316,Up
18,-624,734,946,-110,-271,Up
21,-614,746,963,-61,-271,Up
41,-480,779,1045,-28,-316,Up
51,-477,809,1045,4,-316,Up
35,-531,749,1012,-28,-271,Up
51,-495,747,1029,-44,-316,Up
134,-191,833,1210,199,-316,Up
146,-146,861,1259,281,-316,Up
72,-213,885,1161,69,-316,Up
99,-209,857,1177,134,-271,Up
-49,-48,1034,1292,297,-271,Up
-36,-27,1034,1276,232,-271,Up
95,-104,909,1292,313,-271,Up
3,-68,984,1292,313,-271,Up
48,-318,854,1111,150,-271,Up
21,-290,878,1128,134,-271,Up
83,-345,818,1078,134,-316,Up
68,-339,837,1095,150,-271,Up
30,-228,909,1144,69,-316,Up
59,-213,909,1144,69,-316,Up
20,-264,908,1144,118,-316,Up
24,-239,908,1144,101,-271,Up
186,-96,990,57,4,0,Up
192,-101,992,57,-12,0,Up
188,-92,989,57,-12,0,Up
200,-96,986,73,-12,-45,Up
192,-95,993,57,-12,0,Up
198,-92,989,57,4,0,Up
189,-89,986,57,4,0,Up
197,-93,989,57,4,0,Up
197,-93,987,57,20,0,Up
191,-95,989,73,36,0,Up
191,-101,972,90,52,45,Up
186,-99,978,73,36,0,Up
188,-89,986,90,52,45,Up
198,-99,966,73,20,0,Up
198,-96,975,73,4,0,Up
197,-101,968,73,36,45,Up
195,-104,968,90,36,0,Up
167,-92,984,57,-12,45,Up
168,-99,984,57,-12,0,Up
171,-89,986,57,-12,45,Up
183,-98,986,57,20,-45,Up
179,-105,983,57,4,0,Up
182,-89,998,57,-28,45,Up
174,-86,998,40,-28,45,Up
174,-89,992,57,-12,0,Up
183,-89,998,57,-28,0,Up
182,-93,989,73,-12,-45,Up
180,-90,989,73,4,0,Up
192,-86,990,57,-12,45,Up
186,-93,995,73,-12,0,Up
180,-95,992,73,20,-45,Up
188,-95,992,57,4,-45,Up
185,-87,998,73,4,0,Up
188,-89,998,73,4,0,Up
192,-95,990,90,4,0,Up
195,-90,993,106,20,45,Up
188,-90,981,90,4,0,Up
180,-89,990,90,36,45,Up
195,-86,990,73,4,0,Up
183,-90,977,90,20,0,Up
191,-90,977,90,20,0,Up
191,-96,978,90,20,0,Up
183,-92,978,90,20,0,Up
177,-89,987,90,4,45,Up
177,-89,987,90,-12,45,Up
180,-86,987,90,20,0,Up
186,-92,987,90,4,45,Up
180,-89,984,73,20,45,Up
180,-90,986,73,20,0,Up
177,-89,986,73,4,45,Up
177,-89,986,90,4,0,Up
194,-92,986,90,36,-45,Up
188,-93,984,90,36,0,Up
201,-90,989,90,36,0,Up
195,-90,981,106,36,0,Up
189,-95,983,90,20,45,Up
177,-95,975,90,36,0,Up
174,-95,975,73,36,45,Up
189,-89,983,90,36,-45,Up
180,-93,978,40,4,-45,Up
182,-101,980,90,20,45,Up
182,-101,975,73,20,0,Up
186,-95,981,90,20,0,Up
183,-96,984,90,20,0,Up
189,-98,980,90,36,45,Up
189,-99,980,90,20,0,Up
183,-96,977,90,36,0,Up
185,-92,980,90,36,0,Up
162,-98,984,57,150,90,Up
177,-90,975,73,183,90,Up
153,-98,995,57,167,90,Up
192,-63,978,73,183,90,Up
185,-77,972,40,150,45,Up
128,-47,1053,73,134,90,Up
138,-42,1041,73,118,90,Up
152,-77,1013,57,150,135,Up
137,-50,1034,73,150,135,Up
173,-18,921,-25,36,45,Up
183,0,939,-8,85,45,Up
180,-45,911,-25,-44,45,Up
173,-33,914,-25,4,0,Up
179,-17,984,40,150,0,Up
191,-36,981,57,150,45,Up
186,-3,951,7,118,90,Up
171,-5,965,24,134,45,Up
69,87,1067,1309,134,-226,Up
51,15,1055,1292,118,-181,Up
98,132,1053,1292,167,-181,Up
62,-48,878,1227,85,-181,Up
50,-35,951,1259,85,-226,Up
48,162,1022,1276,264,-135,Up
-9,157,1047,1243,264,-135,Up
117,156,1029,1292,216,-181,Up
111,160,1002,1276,248,-135,Up
132,-132,1004,-41,-12,135,Up
155,-123,984,-58,-61,135,Up
140,-68,1032,57,85,90,Up
134,-107,1026,24,36,90,Up
207,-200,1100,-156,-93,181,Up
74,-56,926,1210,85,-226,Up
183,-134,1001,-107,-77,135,Up
206,-150,1034,-140,-110,135,Up
171,-78,1002,73,20,90,Up
161,-81,1001,57,-12,45,Up
176,-68,1007,57,4,0,Up
167,-89,996,57,-12,45,Up
162,-87,996,57,-12,45,Up
183,-57,1011,106,52,45,Up
191,-48,1007,73,20,90,Up
177,-65,1010,57,4,45,Up
177,-60,1013,57,20,90,Up
159,-84,983,57,-12,0,Up
153,-83,986,57,4,45,Up
170,-81,998,57,-44,45,Up
162,-80,989,57,-28,0,Up
180,-84,995,57,4,45,Up
177,-87,993,57,-12,45,Up
159,-83,986,57,4,45,Up
173,-80,989,73,4,45,Up
209,-111,933,40,-44,0,Up
200,-102,927,24,-44,90,Up
218,-108,944,90,20,0,Up
222,-113,938,40,-28,90,Up
198,-60,917,-8,-61,45,Up
192,-56,903,-8,-61,45,Up
192,-87,920,7,-61,45,Up
194,-74,921,-8,-61,45,Up
210,-56,980,106,20,45,Up
203,-71,971,106,-12,0,Up
198,-47,1002,90,20,45,Up
209,-51,992,106,20,0,Up
207,-111,944,73,-12,0,Up
209,-108,942,57,-12,90,Up
192,-93,962,73,-12,0,Up
194,-105,956,73,-28,0,Up
141,-41,1028,90,-44,90,Up
158,-41,1031,90,-44,90,Up
156,-44,1007,90,-28,135,Up
143,-42,1011,90,-44,90,Up
167,-42,1043,106,-28,90,Up
171,-38,1049,106,-28,135,Up
159,-36,1029,73,-61,181,Up
165,-41,1040,106,-28,90,Up
129,-24,935,172,20,135,Up
137,-27,951,139,4,90,Up
132,-21,896,189,-28,90,Up
125,-24,912,172,-28,45,Up
161,-57,980,106,4,45,Up
158,-51,992,90,-12,90,Up
158,-35,963,139,20,90,Up
161,-50,966,106,4,135,Up
155,-24,984,222,52,45,Up
147,-26,986,238,52,45,Up
155,-29,1010,205,36,45,Up
150,-27,996,222,36,45,Up
167,-35,969,271,69,90,Up
155,-48,962,238,52,45,Up
155,-24,984,254,85,45,Up
165,-32,975,254,69,90,Up
176,-17,1049,156,-12,45,Up
171,-18,1038,172,-12,45,Up
179,-24,1056,123,-28,90,Up
182,-15,1053,139,-12,90,Up
156,-23,1019,205,20,90,Up
170,-27,1014,205,20,45,Up
162,-21,1032,189,4,45,Up
156,-27,1031,189,4,45,Up
144,171,891,881,20,90,Up
182,163,879,864,4,0,Up
176,202,914,930,-12,90,Up
152,177,894,913,4,0,Up
183,132,854,815,-93,90,Up
123,100,836,765,-159,90,Up
197,162,876,848,-12,135,Up
210,153,866,815,-77,45,Up
230,292,942,996,-44,45,Up
212,276,942,996,-77,90,Up
192,319,959,1012,69,90,Up
207,310,939,1012,4,45,Up
152,243,938,946,-61,0,Up
161,226,932,963,-28,45,Up
174,262,953,963,-93,45,Up
155,253,954,963,-93,0,Up
156,18,822,419,36,135,Up
195,12,809,370,20,135,Up
117,40,825,502,52,135,Up
132,27,828,452,52,135,Up
158,-8,851,254,-28,90,Up
140,-11,876,205,-28,90,Up
197,9,797,320,4,90,Up
183,3,822,287,-28,90,Up
75,40,767,633,-93,181,Up
80,46,777,600,-44,135,Up
98,79,807,749,-159,90,Up
75,49,767,699,-126,90,Up
99,64,806,551,20,135,Up
108,52,824,535,52,181,Up
89,64,785,568,4,181,Up
165,-89,987,73,4,45,Up
167,-84,992,73,-12,-45,Up
164,-93,987,73,-12,45,Up
159,-89,986,73,-12,0,Up
168,-90,986,57,-28,45,Up
161,-90,986,73,-12,45,Up
159,-89,986,90,20,45,Up
162,-92,984,57,-12,45,Up
174,-84,987,90,20,45,Up
179,-89,989,90,4,45,Up
159,-92,990,90,20,45,Up
171,-89,990,90,36,45,Up
165,-87,984,90,-28,45,Up
165,-84,980,90,-28,0,Up
168,-84,986,90,-12,45,Up
167,-89,986,90,-28,45,Up
179,-87,986,73,-12,45,Up
171,-84,990,73,-12,90,Up
191,-89,989,73,-12,135,Up
183,-89,986,90,-12,90,Up
171,-80,989,90,20,0,Up
174,-84,987,90,20,45,Up
162,-81,992,90,-12,0,Up
164,-80,995,90,20,90,Up
159,-99,986,73,4,90,Up
165,-95,987,57,4,45,Up
158,-93,992,57,-12,45,Up
156,-99,989,73,-12,90,Up
177,-86,986,57,4,45,Up
186,-86,984,90,20,90,Up
171,-92,995,73,20,90,Up
150,-81,968,106,4,45,Up
146,-77,959,106,4,90,Up
146,-78,971,106,20,90,Up
137,-68,945,123,-12,45,Up
143,-74,954,123,4,45,Up
156,-86,981,106,20,0,Up
152,-80,983,106,20,45,Up
158,-84,986,90,20,45,Up
158,-78,980,106,4,90,Up
152,-78,977,106,20,45,Up
176,-51,924,205,69,45,Up
159,-53,927,238,69,0,Up
183,-51,920,205,52,0,Up
153,-56,957,254,69,90,Up
156,-65,941,238,69,90,Up
152,-77,927,139,-28,0,Up
153,-84,929,156,-12,0,Up
140,-71,935,123,-12,45,Up
185,-60,924,189,36,45,Up
161,-77,929,172,4,0,Up
161,-90,986,90,4,45,Up
156,-92,987,90,20,45,Up
167,-83,983,90,20,90,Up
158,-89,989,90,4,90,Up
155,-87,987,90,20,45,Up
155,-90,996,90,20,90,Up
149,-93,992,90,4,45,Up
152,-89,996,90,-12,90,Up
149,-92,992,90,20,45,Up
174,-84,987,90,4,45,Up
167,-84,995,90,-12,45,Up
17,-224,971,57,69,407,Right
44,-233,953,7,36,316,Right
3,-209,987,40,52,362,Right
74,-231,920,-8,-12,271,Right
72,-236,933,24,20,362,Right
-7,-150,1013,40,4,497,Right
-16,-162,1004,24,4,407,Right
6,-137,1032,40,-12,497,Right
-1,-191,996,57,69,407,Right
-7,-176,1004,57,52,497,Right
-1356,127,579,683,-12,-543,Right
-1350,157,575,798,52,-814,Right
-1329,90,590,551,-28,-316,Right
-1441,231,570,1062,297,-1357,Right
-1342,192,578,930,150,-1086,Right
-978,-8,627,40,-224,588,Right
-1060,-6,618,156,-175,407,Right
-921,-6,638,-58,-240,724,Right
-1267,40,599,419,-77,-45,Right
-1158,6,612,287,-142,181,Right
-298,108,977,-997,-273,2126,Right
-345,93,917,-997,-338,2081,Right
-228,133,1055,-931,-256,2081,Right
-259,132,1007,-964,-256,2081,Right
-537,45,864,-947,-501,2126,Right
-532,60,870,-898,-501,2036,Right
-409,69,893,-997,-403,2172,Right
-493,45,881,-980,-452,2126,Right
-189,61,1118,-799,-208,1945,Right
-162,81,1118,-815,-240,1991,Right
-195,57,1131,-717,-142,1945,Right
-213,57,1128,-766,-175,1991,Right
-192,130,1091,-881,-289,2036,Right
-226,127,1091,-898,-273,2036,Right
-163,117,1103,-832,-273,1991,Right
-916,-68,564,-272,-338,1221,Right
-976,-69,578,-173,-322,1086,Right
-844,-56,564,-486,-387,1493,Right
-883,-65,560,-371,-338,1357,Right
-1041,-63,554,172,-191,588,Right
-1063,-53,561,337,-93,362,Right
-996,-74,575,-41,-289,905,Right
-1012,-65,560,73,-240,769,Right
-607,58,797,-815,-501,1945,Right
-669,48,737,-766,-468,1900,Right
-561,73,836,-881,-534,2081,Right
-606,60,843,-832,-501,1991,Right
-783,-32,605,-667,-452,1719,Right
-808,-54,581,-568,-420,1538,Right
-738,9,669,-717,-468,1764,Right
147,-98,1110,-123,4,995,Right
156,-101,1107,-123,20,995,Right
167,-102,1104,-90,-28,814,Right
159,-96,1104,-90,-28,814,Right
123,-50,1116,-156,101,1267,Right
80,-39,1125,-156,101,1267,Right
179,-81,1107,-123,69,1131,Right
173,-56,1098,-123,85,1131,Right
29,-104,1085,-25,-61,543,Right
36,-108,1070,-58,-77,588,Right
-4,-126,1056,24,-28,543,Right
2,-119,1085,7,-28,543,Right
101,-143,1070,-90,-77,678,Right
153,-125,1088,-74,-77,678,Right
62,-129,1070,-90,-93,588,Right
-75,24,1176,-519,-159,1810,Right
-43,15,1140,-568,-191,1810,Right
-111,15,1194,-420,-44,1719,Right
-96,24,1190,-469,-110,1719,Right
-120,21,1149,-651,-142,1900,Right
-162,31,1164,-684,-126,1900,Right
-33,9,1122,-585,-191,1810,Right
-54,16,1110,-618,-175,1900,Right
44,-2,1155,-255,20,1493,Right
45,-6,1137,-288,20,1493,Right
32,-33,1154,-189,85,1402,Right
27,-21,1163,-206,52,1402,Right
-19,-17,1142,-354,20,1629,Right
-69,-5,1175,-387,-12,1674,Right
20,-18,1137,-321,36,1583,Right
74,-317,935,40,-12,0,Right
60,-326,926,24,-28,135,Right
89,-317,933,40,-12,0,Right
81,-315,935,40,20,135,Right
66,-357,924,24,-61,45,Right
78,-365,924,40,-61,-45,Right
57,-338,926,24,-44,45,Right
59,-350,921,57,-28,0,Right
71,-299,939,40,-28,181,Right
69,-308,933,57,-12,90,Right
54,-302,953,73,-12,90,Right
65,-299,950,57,-12,135,Right
89,-317,930,24,-12,45,Right
96,-323,939,40,4,90,Right
75,-314,933,57,4,90,Right
47,-405,945,90,-44,45,Right
53,-407,956,90,-44,45,Right
56,-416,927,90,-28,45,Right
48,-410,938,90,-28,45,Right
57,-402,951,73,-28,45,Right
51,-407,945,73,-12,45,Right
63,-404,951,90,-28,45,Right
45,-390,927,73,-28,0,Right
53,-396,920,57,-28,0,Right
66,-372,921,40,-28,-45,Right
50,-386,927,57,-12,45,Right
54,-407,920,73,-28,0,Right
60,-416,917,90,-28,45,Right
51,-402,918,73,-28,0,Right
30,-405,939,24,20,181,Right
29,-414,938,7,4,181,Right
57,-401,956,40,36,181,Right
48,-399,950,24,20,135,Right
51,-404,962,24,-12,135,Right
51,-401,963,24,-28,135,Right
33,-414,941,40,4,135,Right
47,-411,954,24,-12,135,Right
77,-411,951,40,20,135,Right
56,-414,945,40,36,135,Right
65,-417,951,57,20,135,Right
72,-411,956,40,20,135,Right
42,-423,947,40,20,90,Right
56,-408,951,40,36,181,Right
47,-423,945,57,36,135,Right
65,-341,950,90,36,181,Right
54,-326,956,73,36,135,Right
80,-357,956,73,20,135,Right
74,-347,945,90,36,135,Right
48,-318,954,73,4,181,Right
50,-306,957,73,4,181,Right
53,-321,956,90,20,181,Right
62,-396,945,40,-28,181,Right
74,-395,951,40,-44,135,Right
44,-395,963,40,-12,181,Right
51,-399,953,24,-44,90,Right
89,-378,956,57,-12,135,Right
80,-368,957,73,4,135,Right
86,-387,951,40,-28,135,Right
45,-395,918,123,4,45,Right
57,-398,915,139,4,45,Right
59,-392,915,123,20,45,Right
41,-398,915,123,4,45,Right
68,-395,941,139,4,135,Right
63,-390,944,123,-12,45,Right
63,-392,924,139,-12,45,Right
69,-392,941,123,4,45,Right
47,-387,905,139,-44,135,Right
56,-389,903,123,-28,90,Right
42,-378,903,139,-12,135,Right
44,-387,906,123,-44,90,Right
69,-384,917,123,-28,45,Right
69,-387,920,123,4,45,Right
71,-387,906,123,-28,135,Right
45,-378,947,106,-28,90,Right
59,-381,939,123,-28,45,Right
47,-380,945,123,20,45,Right
41,-374,951,123,-12,45,Right
60,-380,930,123,4,90,Right
59,-380,930,90,-12,45,Right
63,-380,938,106,-12,45,Right
75,-383,941,123,-12,135,Right
90,-375,942,123,-12,45,Right
66,-387,941,123,-28,45,Right
63,-387,939,123,-28,45,Right
71,-381,944,123,20,0,Right
65,-380,941,106,20,90,Right
83,-381,941,123,20,45,Right
47,-386,911,57,4,90,Right
48,-381,909,73,4,45,Right
39,-384,926,57,4,45,Right
42,-384,918,57,4,45,Right
45,-372,903,73,20,90,Right
42,-369,899,73,20,90,Right
45,-377,909,73,4,45,Right
53,-402,936,73,4,90,Right
39,-395,935,73,4,45,Right
51,-408,936,73,4,45,Right
63,-407,936,73,4,45,Right
44,-381,938,73,-12,45,Right
48,-380,932,57,-12,90,Right
38,-387,939,73,4,45,Right
69,-389,884,106,-12,90,Right
66,-386,888,123,-12,0,Right
57,-375,894,90,-44,45,Right
59,-386,881,106,-28,0,Right
53,-375,909,139,20,45,Right
48,-378,906,123,4,90,Right
63,-384,894,123,4,45,Right
56,-375,884,73,4,45,Right
48,-378,890,90,4,90,Right
44,-375,894,57,4,90,Right
50,-378,888,73,4,90,Right
45,-369,900,90,-28,45,Right
48,-377,900,90,-28,45,Right
42,-374,896,73,-12,90,Right
-55,-849,626,633,-28,-135,Right
-55,-836,608,617,-28,-90,Right
-45,-872,618,666,-44,-135,Right
-52,-861,632,650,-28,-135,Right
-10,-807,576,617,4,-90,Right
-27,-810,597,617,20,-90,Right
-55,-824,588,617,-28,-90,Right
-30,-812,576,617,-12,-90,Right
-97,-930,527,699,-159,-181,Right
-70,-911,546,716,-142,-181,Right
-114,-945,477,699,-175,-181,Right
-106,-941,497,699,-175,-135,Right
-45,-893,587,699,-77,-135,Right
-42,-882,602,666,-61,-135,Right
-57,-896,572,666,-126,-181,Right
-25,-702,608,650,-61,0,Right
-15,-681,608,650,-61,-90,Right
-21,-737,593,617,-126,0,Right
-24,-723,605,633,-93,0,Right
-39,-651,618,666,-77,-90,Right
