@relation teachset-weka.filters.unsupervised.attribute.Remove-R1

@attribute ax numeric
@attribute ay numeric
@attribute az numeric
@attribute gx numeric
@attribute gy numeric
@attribute gz numeric
@attribute Idle {Down,Idle,Up,Right,Left}

@data
8,7,1184,-486,-354,2353,Idle
-6,-29,1205,-436,-354,2353,Idle
-39,54,1175,-552,-289,2353,Idle
-16,31,1169,-519,-338,2353,Idle
-592,93,818,-601,-305,1764,Idle
-538,82,833,-667,-371,1900,Idle
-658,103,776,-535,-224,1493,Idle
-624,100,800,-552,-240,1674,Idle
-430,76,941,-733,-420,2172,Idle
-427,81,996,-733,-387,2262,Idle
-481,72,839,-700,-403,1991,Idle
-444,70,881,-700,-420,1991,Idle
258,-198,1148,-25,-240,1991,Idle
276,-218,1124,7,-240,1900,Idle
228,-176,1145,-90,-256,2036,Idle
237,-183,1146,-74,-273,2036,Idle
330,-302,1019,57,-305,1674,Idle
321,-317,1031,57,-273,1674,Idle
299,-246,1080,40,-256,1855,Idle
333,-276,1043,40,-289,1810,Idle
86,-38,1224,-272,-256,2308,Idle
168,-54,1190,-206,-256,2262,Idle
-7,-30,1224,-387,-338,2308,Idle
21,-26,1227,-338,-305,2308,Idle
224,-122,1143,-140,-273,2172,Idle
230,-152,1149,-123,-273,2081,Idle
219,-90,1146,-206,-289,2172,Idle
-2075,1164,605,1638,1064,-4978,Idle
-2075,1002,585,1474,884,-4797,Idle
-2075,1674,866,2050,1243,-5023,Idle
-2075,1390,702,1820,1210,-5023,Idle
-2075,894,660,1210,656,-2986,Idle
-2075,838,708,1128,640,-2443,Idle
-2075,928,600,1358,754,-4208,Idle
-2075,912,620,1259,689,-3575,Idle
2020,2045,2014,2166,36,-5023,Idle
933,2045,1664,2495,85,-5023,Idle
2020,2045,2014,535,-534,-4435,Idle
2020,2045,2014,1309,-191,-4797,Idle
-1087,2045,1551,2594,264,-5023,Idle
-1794,2045,1256,2396,868,-5023,Idle
-411,2045,1385,2561,-126,-5023,Idle
-933,193,713,-58,-44,543,Idle
-879,165,708,-156,-110,769,Idle
-1036,244,743,139,85,90,Idle
-990,217,729,57,52,316,Idle
-757,108,731,-387,-159,1267,Idle
-706,103,753,-453,-175,1402,Idle
-834,135,702,-239,-142,950,Idle
-790,123,713,-321,-175,995,Idle
-1615,585,849,798,477,-1267,Idle
-1438,498,842,683,395,-905,Idle
-1974,760,762,1029,591,-1991,Idle
-1797,679,809,913,558,-1629,Idle
-1198,321,788,386,232,-362,Idle
-1110,276,773,254,134,-135,Idle
-1296,399,806,535,330,-543,Idle
-66,336,1467,1045,183,-45,Idle
-151,301,1577,963,183,0,Idle
-87,300,1325,1161,264,-135,Idle
-81,324,1395,1111,232,-90,Idle
-261,388,1952,633,199,-45,Idle
-276,427,2014,452,101,-45,Idle
-99,345,1676,881,216,0,Idle
-172,363,1808,749,232,0,Idle
-51,186,1124,1227,85,-135,Idle
20,219,1146,1243,69,-135,Idle
-61,157,1077,1243,232,-135,Idle
-84,160,1104,1210,150,-90,Idle
39,282,1196,1210,167,-135,Idle
-46,292,1251,1177,232,-90,Idle
69,259,1145,1243,101,-135,Idle
435,1780,2014,-3072,-1137,543,Idle
581,1758,2014,-3715,-1137,678,Idle
87,1437,2014,-1969,-893,181,Idle
251,1656,2014,-2479,-1072,362,Idle
675,1233,1547,-4967,-534,1221,Idle
462,1014,1128,-5148,-273,1267,Idle
698,1609,2014,-4259,-990,859,Idle
770,1440,1979,-4671,-811,995,Idle
-294,550,2014,-173,-93,0,Idle
-280,684,2014,-420,-191,-90,Idle
-243,469,2014,271,20,0,Idle
-324,486,2014,24,-61,-45,Idle
-267,988,2014,-1112,-501,0,Idle
-135,1194,2014,-1540,-697,90,Idle
-309,846,2014,-749,-338,0,Idle
330,-410,978,172,-110,905,Idle
336,-404,963,172,-93,814,Idle
369,-395,989,156,-159,1040,Idle
347,-408,981,172,-142,950,Idle
345,-423,924,172,-77,678,Idle
336,-419,918,172,-77,543,Idle
366,-407,944,189,-93,769,Idle
351,-419,929,189,-77,678,Idle
354,-335,1035,106,-175,1402,Idle
371,-345,1017,139,-159,1312,Idle
323,-320,1043,73,-240,1629,Idle
335,-329,1049,90,-208,1493,Idle
401,-375,984,156,-175,1176,Idle
386,-387,983,172,-175,1131,Idle
387,-356,995,139,-175,1267,Idle
38,222,-562,-3814,477,905,Idle
95,253,-402,-4160,362,995,Idle
-190,63,-798,-3287,477,905,Idle
-76,177,-688,-3517,558,995,Idle
155,613,297,-5066,20,1176,Idle
273,801,695,-5165,-110,1131,Idle
95,309,-219,-4522,232,1131,Idle
123,391,-63,-4835,134,1040,Idle
263,-425,921,156,-44,407,Idle
243,-417,929,156,-44,362,Idle
318,-422,921,172,-61,543,Idle
288,-423,920,156,-61,497,Idle
-309,-161,-867,-2710,264,814,Idle
-279,-62,-843,-3007,395,859,Idle
239,-413,926,156,-44,316,Idle
-111,-3,1175,-453,-322,1945,Idle
-76,-21,1157,-420,-305,1900,Idle
-112,-20,1173,-519,-387,2081,Idle
-106,-8,1182,-486,-354,1945,Idle
-9,-78,1112,-387,-256,1855,Idle
-42,-59,1143,-338,-208,1810,Idle
-10,-57,1124,-387,-289,1900,Idle
-1,-80,1094,-387,-273,1855,Idle
-201,105,1215,-684,-436,2126,Idle
-150,100,1196,-618,-452,2172,Idle
-159,111,1148,-782,-371,2172,Idle
-160,109,1199,-717,-371,2172,Idle
-42,13,1161,-552,-436,2081,Idle
-91,-9,1158,-535,-420,2036,Idle
-103,75,1185,-585,-452,2172,Idle
-43,52,1143,-568,-468,2172,Idle
231,-81,1124,73,20,1493,Idle
288,-111,1089,90,20,1448,Idle
114,-57,1166,-8,36,1583,Idle
168,-63,1155,24,36,1583,Idle
263,-146,1080,156,69,1176,Idle
311,-158,1073,172,85,1086,Idle
287,-134,1082,106,20,1357,Idle
260,-141,1077,123,36,1267,Idle
68,-32,1146,-189,-159,1719,Idle
81,-68,1121,-156,-110,1810,Idle
-72,-33,1175,-305,-175,1810,Idle
-33,-21,1179,-239,-175,1810,Idle
90,-80,1122,-107,-28,1674,Idle
81,-72,1151,-90,-12,1629,Idle
102,-77,1113,-173,-110,1674,Idle
-1243,79,792,139,-28,226,Idle
-1180,63,788,57,-77,452,Idle
-1359,124,803,320,85,-271,Idle
-1300,102,810,238,20,0,Idle
-937,63,785,-140,-208,1086,Idle
-873,51,782,-206,-256,1267,Idle
-1101,52,785,-8,-93,724,Idle
-1017,55,788,-90,-142,905,Idle
-1776,396,641,848,591,-1991,Idle
-1684,304,680,716,493,-1629,Idle
-1830,559,615,1078,754,-2805,Idle
-1819,489,620,979,656,-2398,Idle
-1453,207,768,502,264,-859,Idle
-1395,168,786,419,183,-588,Idle
-1569,241,728,584,362,-1221,Idle
-453,84,951,-832,-517,2036,Idle
-418,84,986,-815,-501,2081,Idle
-490,30,827,-799,-566,1991,Idle
-466,64,911,-815,-534,2036,Idle
-310,69,1035,-832,-403,2126,Idle
-235,96,1098,-815,-371,2217,Idle
-388,60,1026,-832,-468,2126,Idle
-376,51,1013,-848,-436,2081,Idle
-723,-18,708,-420,-420,1629,Idle
-685,-36,695,-502,-485,1719,Idle
-820,25,761,-255,-322,1402,Idle
-771,0,741,-338,-387,1538,Idle
-565,-24,729,-684,-550,1855,Idle
-517,-2,761,-749,-566,1991,Idle
-630,-30,701,-601,-517,1855,Idle
135,481,329,-4819,69,905,Idle
69,331,71,-4605,281,859,Idle
470,922,1082,-4868,-403,950,Idle
276,672,692,-4934,-159,950,Idle
-33,193,-562,-3649,460,678,Idle
-57,127,-736,-3369,428,724,Idle
41,250,-129,-4292,444,769,Idle
54,193,-325,-3962,477,724,Idle
233,1447,2014,-2924,-958,271,Idle
386,1531,2014,-3353,-1039,497,Idle
-73,1147,2014,-2150,-713,0,Idle
90,1305,2014,-2529,-844,135,Idle
624,1377,1881,-4292,-893,769,Idle
620,1167,1473,-4638,-680,859,Idle
480,1528,2014,-3830,-1039,633,Idle
2020,-602,635,-1128,-126,-633,Idle
2020,-308,857,-1343,-338,-995,Idle
1493,-704,393,-519,313,0,Idle
1869,-716,462,-815,101,-271,Idle
2020,1314,1944,-733,-778,-3394,Idle
2020,1912,2014,-239,-664,-3982,Idle
2020,174,1124,-1392,-550,-1583,Idle
2020,760,1499,-1145,-729,-2353,Idle
-300,-135,-847,-2562,313,724,Idle
-292,-216,-832,-2282,199,633,Idle
-115,37,-835,-3089,411,678,Idle
-232,-56,-861,-2825,379,678,Idle
-166,-356,-762,-1738,36,543,Idle
1130,-645,393,-321,428,226,Idle
-220,-291,-807,-2002,85,633,Idle
608,-618,434,-41,574,362,Idle
830,-617,401,-156,509,316,Idle
296,-600,546,189,607,362,Idle
414,-624,470,73,607,362,Idle
6,315,1295,1144,199,-226,Idle
2,336,1335,1111,281,-181,Idle
-25,249,1245,1210,216,-226,Idle
8,285,1257,1144,183,-271,Idle
53,-369,822,337,281,90,Idle
39,-416,767,353,346,135,Idle
345,-173,1062,156,69,995,Idle
60,-345,858,304,232,90,Idle
99,-515,644,320,493,226,Idle
173,-564,603,271,558,316,Idle
27,-468,699,353,411,135,Idle
-636,609,2014,-107,167,0,Idle
-541,688,2014,-387,-12,-45,Idle
-370,501,2014,353,509,135,Idle
-534,547,2014,172,346,45,Idle
-367,918,2014,-1458,-387,-135,Idle
-249,1017,2014,-1820,-566,-45,Idle
-469,783,2014,-717,-159,0,Idle
-436,850,2014,-1079,-273,-90,Idle
9,373,1505,946,558,-90,Idle
-42,402,1592,881,591,-45,Idle
18,358,1370,1062,362,-181,Idle
5,358,1421,996,477,-135,Idle
-145,453,1791,666,607,45,Idle
-223,468,1896,518,558,45,Idle
-84,366,1784,782,607,0,Idle
-628,-587,-927,-519,-436,407,Idle
-676,-654,-988,-305,-550,316,Idle
-495,-479,-777,-914,-159,543,Idle
-562,-525,-867,-733,-289,497,Idle
-744,-756,-1125,485,-664,-181,Idle
-754,-756,-1210,765,-632,-362,Idle
-724,-710,-1035,-41,-632,135,Idle
-739,-743,-1063,222,-664,0,Idle
-159,-344,-253,-1689,248,905,Idle
-231,-365,-312,-1590,248,859,Idle
-120,-341,-144,-1853,167,1040,Idle
-183,-317,-153,-1771,216,950,Idle
-391,-431,-580,-1244,85,633,Idle
-451,-453,-667,-1095,-12,588,Idle
-276,-390,-393,-1491,232,769,Idle
-336,-410,-492,-1392,167,724,Idle
-678,-167,-558,3500,-12,-2172,Idle
-618,-158,-367,3780,52,-2262,Idle
-751,-195,-826,2956,-240,-1810,Idle
-726,-173,-732,3236,-126,-2036,Idle
-346,-219,105,4291,297,-2443,Idle
-142,-225,390,4406,493,-2443,Idle
-535,-128,-166,4011,118,-2353,Idle
-415,-140,-24,4159,167,-2398,Idle
-852,-603,-1290,1671,-371,-1086,Idle
-858,-512,-1227,1951,-305,-1221,Idle
-787,-737,-1276,1045,-583,-588,Idle
-823,-693,-1305,1358,-468,-814,Idle
-841,-353,-955,2479,-224,-1538,Idle
-769,-261,-850,2726,-256,-1674,Idle
-865,-437,-1096,2215,-256,-1402,Idle
384,-143,1350,-1903,-61,859,Idle
380,-150,1295,-1985,-44,905,Idle
396,-143,1419,-1705,-93,769,Idle
396,-131,1383,-1787,-77,814,Idle
333,-176,1085,-2265,-28,1086,Idle
306,-206,1005,-2331,4,1131,Idle
347,-158,1230,-2084,-44,995,Idle
350,-165,1181,-2166,-12,1040,Idle
345,-101,1524,-1178,-175,497,Idle
347,-114,1494,-1293,-191,497,Idle
287,-95,1553,-931,-110,407,Idle
311,-99,1551,-1063,-159,407,Idle
395,-150,1467,-1507,-175,633,Idle
392,-146,1449,-1606,-142,678,Idle
372,-140,1488,-1408,-191,633,Idle
-108,-384,57,-2315,-61,1176,Idle
-100,-383,9,-2249,-28,1176,Idle
-103,-402,149,-2430,-28,1176,Idle
-109,-392,95,-2364,-44,1176,Idle
-159,-360,-88,-2018,101,1131,Idle
-123,-344,-106,-1936,134,1086,Idle
-102,-375,-28,-2166,20,1176,Idle
-114,-369,-58,-2100,52,1176,Idle
213,-236,732,-2479,85,1221,Idle
129,-261,588,-2512,85,1221,Idle
276,-225,921,-2397,36,1176,Idle
249,-237,852,-2446,69,1176,Idle
-51,-380,314,-2529,36,1221,Idle
-88,-402,231,-2496,20,1221,Idle
32,-312,435,-2529,69,1221,Idle
357,-41,1113,-2512,-44,1176,Idle
335,-60,1032,-2578,-12,1312,Idle
401,73,1266,-2298,-93,1086,Idle
354,12,1181,-2413,-61,1176,Idle
132,-111,678,-2710,-12,1312,Idle
62,-147,539,-2710,-12,1267,Idle
279,-69,935,-2628,-12,1267,Idle
206,-89,822,-2677,4,1312,Idle
395,51,1532,-1491,-61,678,Idle
413,79,1521,-1590,-61,724,Idle
356,37,1557,-1244,-61,588,Idle
372,40,1550,-1359,-61,543,Idle
446,114,1442,-2002,-93,905,Idle
428,106,1371,-2150,-93,995,Idle
420,96,1503,-1738,-93,769,Idle
426,108,1490,-1870,-77,859,Idle
-148,-285,-127,-2183,20,1176,Idle
-156,-275,-154,-2067,85,1176,Idle
-160,-297,-81,-2315,20,1176,Idle
-139,-291,-105,-2265,36,1176,Idle
-157,-263,-241,-1804,134,1040,Idle
-189,-278,-280,-1722,150,950,Idle
-162,-272,-186,-1969,85,1131,Idle
-156,-260,-208,-1903,101,995,Idle
-15,-231,252,-2661,-44,1267,Idle
-37,-231,174,-2578,20,1448,Idle
18,-192,416,-2694,-12,1357,Idle
-15,-225,333,-2710,-44,1267,Idle
-105,-279,18,-2496,4,1176,Idle
-144,-299,-33,-2430,4,1221,Idle
-118,-251,150,-2562,20,1448,Idle
846,1404,2014,1062,-12,-724,Idle
764,1086,2014,502,-256,-497,Idle
1482,2045,2014,3286,248,-950,Idle
1233,2043,2014,2017,216,-814,Idle
848,-284,1749,-568,-599,-181,Idle
758,-587,1551,-453,-485,-90,Idle
836,720,2014,-58,-550,-362,Idle
873,202,2007,-469,-697,-181,Idle
-274,87,27,5016,884,-2262,Idle
-378,627,534,5230,982,-2217,Idle
105,-165,323,4522,591,-2443,Idle
207,-179,147,4736,786,-2353,Idle
1065,2032,2014,5181,509,-1493,Idle
1466,2045,2014,4522,183,-1040,Idle
258,1266,1676,5345,852,-2081,Idle
264,-26,1547,-585,4,226,Idle
293,-20,1575,-700,-28,362,Idle
249,-41,1520,-387,20,181,Idle
258,-30,1533,-486,4,271,Idle
335,31,1604,-997,-44,497,Idle
350,39,1598,-1128,-77,452,Idle
314,6,1587,-766,-12,362,Idle
324,24,1598,-898,-44,362,Idle
402,-291,1268,40,-61,45,Idle
210,-69,1398,-90,85,90,Idle
644,-635,1419,-206,-305,0,Idle
519,-471,1341,-41,-159,0,Idle
203,-66,1475,-222,52,135,Idle
218,-54,1502,-305,20,226,Idle
204,-72,1436,-156,85,181,Idle
-7,-231,308,-2875,69,543,Idle
-9,-258,218,-2809,36,543,Idle
2,-126,567,-2941,134,497,Idle
18,-179,419,-2924,101,543,Idle
-64,-287,57,-2529,20,588,Idle
-64,-294,24,-2446,4,543,Idle
-21,-266,138,-2710,20,588,Idle
-57,-284,101,-2644,-12,543,Idle
149,57,1244,-2677,199,452,Idle
123,36,1136,-2759,216,452,Idle
177,135,1430,-2463,167,452,Idle
156,99,1332,-2578,183,452,Idle
83,-12,854,-2891,183,543,Idle
27,-62,708,-2941,150,497,Idle
92,-8,1073,-2825,216,497,Idle
134,-14,989,-2875,167,407,Idle
-169,-359,-264,-1540,-28,497,Idle
-189,-362,-309,-1425,-61,452,Idle
-70,-332,-183,-1722,-12,588,Idle
-126,-347,-216,-1639,-12,588,Idle
-261,-411,-408,-1128,-256,452,Idle
-271,-434,-457,-1013,-354,407,Idle
-219,-374,-340,-1343,-110,543,Idle
-228,-389,-366,-1227,-175,407,Idle
-87,-321,-31,-2166,-28,588,Idle
-99,-321,-49,-2084,-77,543,Idle
-63,-309,-1,-2364,4,543,Idle
-66,-321,-24,-2265,-12,543,Idle
-49,-326,-138,-1903,-61,588,Idle
-46,-333,-165,-1804,-44,497,Idle
-72,-317,-88,-1985,-61,543,Idle
-58,127,1418,-288,118,90,Idle
-51,127,1445,-354,101,135,Idle
-60,136,1337,-173,134,90,Idle
-57,129,1386,-222,118,90,Idle
-55,97,1550,-568,150,181,Idle
-43,115,1599,-651,134,135,Idle
-57,114,1470,-404,118,135,Idle
-64,96,1503,-502,134,135,Idle
3,153,1214,7,199,135,Idle
-12,142,1235,-8,199,135,Idle
33,138,1185,73,150,135,Idle
26,150,1205,40,183,181,Idle
-42,133,1278,-74,183,90,Idle
-48,141,1316,-123,150,135,Idle
-19,138,1247,-41,183,135,Idle
111,180,1634,-1738,118,226,Idle
111,169,1598,-1870,118,271,Idle
83,162,1656,-1507,85,181,Idle
98,172,1652,-1623,101,226,Idle
161,154,1530,-2232,118,362,Idle
177,151,1496,-2348,134,407,Idle
110,145,1583,-2002,118,316,Idle
140,142,1563,-2100,134,407,Idle
-28,147,1650,-931,85,135,Idle
9,162,1665,-1030,52,135,Idle
-52,141,1632,-733,150,181,Idle
-58,147,1647,-848,101,135,Idle
-49,183,1665,-1277,52,135,Idle
62,163,1664,-1392,52,135,Idle
38,178,1659,-1145,36,135,Idle
483,-338,1809,90,-403,-90,Idle
383,-345,1709,123,-256,-45,Idle
632,166,2014,222,-648,-271,Idle
581,-152,1958,90,-566,-181,Idle
191,-192,1440,123,-77,0,Idle
159,-207,1371,106,-61,0,Idle
291,-264,1622,156,-159,-45,Idle
228,-203,1524,139,-93,-45,Idle
915,1912,2014,3269,623,-814,Idle
626,1593,2014,2363,444,-769,Idle
944,2045,2014,4884,819,-1086,Idle
1040,2045,2014,4093,705,-950,Idle
306,1003,2014,1012,-354,-588,Idle
504,571,2014,502,-615,-407,Idle
350,1296,2014,1638,118,-678,Idle
204,-105,1397,-338,-12,226,Idle
216,-101,1434,-436,-61,181,Idle
222,-116,1278,-239,4,135,Idle
201,-119,1349,-288,4,181,Idle
288,-90,1523,-717,-61,316,Idle
285,-93,1538,-815,-77,316,Idle
245,-99,1464,-519,-44,271,Idle
273,-98,1485,-618,-61,271,Idle
86,-98,1245,106,-44,0,Idle
90,-62,1221,106,-12,-45,Idle
128,-194,1332,123,-44,0,Idle
101,-149,1290,123,-28,-45,Idle
246,-87,1221,-140,-12,135,Idle
246,-102,1256,-189,4,181,Idle
222,-78,1209,-107,-28,135,Idle
-532,-545,-895,683,-697,-271,Idle
-565,-558,-940,897,-762,-452,Idle
-408,-539,-804,238,-713,-90,Idle
-466,-545,-853,452,-713,-181,Idle
-594,-579,-1177,1688,-746,-814,Idle
-640,-530,-1239,1984,-713,-995,Idle
-568,-585,-1006,1128,-778,-588,Idle
-576,-599,-1105,1391,-762,-633,Idle
-360,-498,-664,-618,-566,226,Idle
-373,-501,-711,-453,-583,226,Idle
-297,-441,-538,-914,-436,316,Idle
-330,-488,-601,-766,-485,362,Idle
-363,-509,-730,-107,-648,90,Idle
-367,-521,-763,90,-680,0,Idle
-370,-500,-723,-272,-599,90,Idle
176,-171,321,4538,379,-2217,Idle
344,-270,162,4769,770,-2081,Idle
-369,-39,2,4439,-322,-2217,Idle
-130,-33,120,4472,4,-2308,Idle
-186,972,1283,5428,1325,-1945,Idle
413,1744,2014,5378,1129,-1629,Idle
24,-66,-49,5049,966,-1991,Idle
-418,367,171,5263,1162,-1991,Idle
-727,-366,-1068,2940,-746,-1493,Idle
-669,-263,-925,3302,-762,-1629,Idle
-696,-459,-1231,2297,-729,-1131,Idle
-738,-416,-1192,2610,-729,-1312,Idle
-543,-132,-580,3994,-664,-1991,Idle
-480,-110,-318,4258,-501,-2126,Idle
-609,-182,-777,3648,-762,-1810,Idle
488,970,1071,-535,-1268,4118,Idle
938,967,1089,-519,-1088,4072,Idle
-498,892,1199,-651,-1480,4072,Idle
-9,943,1176,-601,-1398,4072,Idle
1959,979,1295,-486,-615,4027,Idle
2020,1092,1433,-222,-501,3484,Idle
1385,922,1112,-535,-876,4072,Idle
1718,886,1206,-568,-697,4072,Idle
-2075,262,1065,-255,-1512,3439,Idle
-1983,433,1092,-288,-1480,3846,Idle
-1728,-41,1001,-41,-1545,2670,Idle
-2002,58,1040,-189,-1561,3077,Idle
-910,633,968,-618,-1659,4072,Idle
-786,781,1065,-684,-1578,4027,Idle
-1572,505,1061,-354,-1578,4118,Idle
-1171,526,1010,-486,-1675,4072,Idle
911,-164,864,189,-77,135,Idle
923,-185,867,156,-93,0,Idle
981,-75,866,189,-93,407,Idle
933,-122,852,189,-77,316,Idle
840,-174,945,123,-159,-497,Idle
809,-186,966,123,-142,-633,Idle
896,-194,875,139,-126,-181,Idle
860,-177,902,123,-159,-316,Idle
1940,550,1407,254,-126,1719,Idle
1733,352,1248,254,-110,1312,Idle
2020,1045,1583,123,-371,2805,Idle
2020,799,1572,238,-191,2262,Idle
1269,85,981,205,-126,769,Idle
1083,-9,920,189,-126,633,Idle
1529,199,1089,222,-126,995,Idle
903,64,929,90,-126,226,Idle
891,72,957,139,-77,45,Idle
963,36,926,7,-191,543,Idle
909,45,912,40,-159,452,Idle
821,-9,999,222,-28,-452,Idle
776,-27,1001,222,-28,-633,Idle
857,61,990,172,-61,-135,Idle
840,30,1002,205,-44,-271,Idle
1688,429,1092,-8,-44,1810,Idle
1497,342,1047,7,-159,1448,Idle
1841,685,1310,-25,69,2715,Idle
1818,531,1223,-41,52,2217,Idle
1176,132,984,7,-224,950,Idle
1047,61,954,7,-224,724,Idle
1335,234,1019,7,-208,1176,Idle
-855,-62,1115,123,-338,497,Idle
-1033,-59,1116,90,-501,769,Idle
-511,-45,1181,139,-93,181,Idle
-679,-50,1146,123,-224,271,Idle
-1458,-12,1122,123,-1105,1810,Idle
-1545,-45,1016,57,-1398,2217,Idle
-1209,-33,1163,106,-648,1176,Idle
-1348,1,1190,123,-844,1493,Idle
14,-141,1092,90,232,-181,Idle
9,-83,1145,106,199,-181,Idle
746,-23,989,238,-44,-724,Idle
12,-197,1061,73,199,-135,Idle
-178,-35,1223,139,85,-90,Idle
-354,-42,1208,156,-12,-45,Idle
-52,-47,1199,139,150,-135,Idle
1581,420,1128,189,-93,407,Idle
1509,307,1085,254,-77,90,Idle
1665,672,1310,24,-208,995,Idle
1617,534,1224,123,-126,678,Idle
1263,129,1031,287,-110,-633,Idle
1181,117,1044,304,-159,-814,Idle
1419,214,1053,254,-61,-181,Idle
1310,154,1011,271,-93,-407,Idle
2020,1450,1311,-881,85,3801,Idle
2020,1335,1476,-634,-77,3167,Idle
1595,1440,1113,-1211,69,4072,Idle
1962,1458,1196,-1095,183,4027,Idle
2020,928,1481,-305,-273,1945,Idle
1814,808,1385,-140,-289,1448,Idle
2020,1114,1547,-469,-208,2534,Idle
201,141,1062,436,-208,-2081,Idle
69,135,1046,419,-191,-2126,Idle
420,156,1071,452,-240,-1900,Idle
332,154,1068,452,-240,-1991,Idle
-151,156,1070,419,-142,-2081,Idle
-241,150,1089,436,-110,-2036,Idle
-31,138,1050,403,-191,-2081,Idle
-63,153,1041,419,-159,-2126,Idle
861,127,1113,419,-240,-1312,Idle
755,100,1133,436,-240,-1448,Idle
1083,117,1058,337,-208,-995,Idle
972,132,1070,370,-240,-1131,Idle
617,90,1086,436,-224,-1674,Idle
530,132,1050,452,-240,-1855,Idle
675,82,1128,436,-224,-1538,Idle
-810,-30,1001,90,-338,814,Idle
-862,-65,912,7,-452,950,Idle
-684,0,1073,156,-208,407,Idle
-747,0,1047,139,-256,543,Idle
-1254,-6,785,-321,-697,1629,Idle
-1333,70,798,-387,-746,1900,Idle
-994,-84,839,-107,-534,1176,Idle
-1153,-66,813,-222,-615,1357,Idle
617,-180,966,106,-44,-1086,Idle
578,-161,954,106,-28,-1176,Idle
710,-203,966,106,-110,-814,Idle
645,-195,965,106,-77,-950,Idle
-582,-66,1056,123,-208,45,Idle
-636,-33,1080,156,-191,271,Idle
492,-131,987,123,20,-1267,Idle
-1167,822,876,-1408,-827,3982,Idle
-912,967,870,-1507,-713,3982,Idle
-1323,660,923,-1030,-893,3982,Idle
-1320,705,948,-1244,-893,3982,Idle
611,1368,914,-1359,-305,4027,Idle
1061,1431,1044,-1293,-159,4027,Idle
-465,1116,884,-1524,-632,3982,Idle
183,1246,881,-1474,-452,4027,Idle
-1801,351,881,-535,-746,2805,Idle
-1839,478,887,-618,-729,3032,Idle
-1464,154,837,-420,-795,2172,Idle
-1630,240,872,-469,-795,2443,Idle
-1474,684,896,-733,-827,3665,Idle
-1320,667,924,-848,-876,4027,Idle
-1672,616,854,-667,-762,3348,Idle
969,256,1929,-552,-615,-135,Idle
840,-72,1736,-684,-517,-90,Idle
839,1224,2014,337,-485,-543,Idle
962,696,2014,-206,-680,-316,Idle
441,-354,1343,-354,-110,181,Idle
315,-299,1253,-255,-61,181,Idle
690,-270,1581,-618,-371,90,Idle
567,-365,1448,-502,-240,181,Idle
1017,2045,2014,5905,1047,-1991,Idle
1476,2045,2014,5115,754,-1221,Idle
-361,702,366,5691,1080,-2715,Idle
152,1494,1221,6004,1259,-2579,Idle
722,1897,2014,1671,330,-995,Idle
659,1608,2014,979,-12,-859,Idle
1502,2045,2014,3830,786,-1131,Idle
1149,2045,2014,2627,623,-1040,Idle
-1092,-173,888,-222,-893,678,Idle
-1402,-213,876,-371,-1039,995,Idle
-579,-80,1026,-41,-501,226,Idle
-777,-122,954,-123,-713,407,Idle
-1947,-93,795,-667,-1333,2217,Idle
-2075,7,854,-782,-1414,2805,Idle
-1675,-200,840,-486,-1105,1312,Idle
-1854,-156,800,-585,-1202,1583,Idle
-181,-164,1098,40,-208,-45,Idle
-309,-141,1098,24,-208,-90,Idle
233,-249,1176,-189,-61,135,Idle
-46,-176,1082,57,-191,-45,Idle
-411,-68,1098,24,-224,-45,Idle
-480,-62,1089,7,-305,135,Idle
-363,-98,1094,24,-208,-90,Idle
-817,-794,-1080,-58,-795,181,Idle
-883,-837,-1147,205,-795,0,Idle
-666,-672,-943,-552,-632,452,Idle
-738,-738,-1024,-305,-746,362,Idle
-1032,-812,-1326,1095,-517,-724,Idle
-1093,-743,-1387,1375,-387,-995,Idle
-930,-863,-1236,485,-746,-226,Idle
-988,-858,-1276,782,-648,-452,Idle
-351,-363,-517,-1408,69,769,Idle
-438,-407,-613,-1260,-44,724,Idle
-252,-302,-330,-1623,183,950,Idle
-298,-324,-396,-1507,150,859,Idle
-573,-530,-796,-947,-338,588,Idle
-618,-608,-867,-766,-501,543,Idle
-495,-462,-712,-1112,-175,678,Idle
-670,40,-150,4505,346,-2760,Idle
-474,-75,-16,4604,362,-2760,Idle
-834,-59,-523,3961,216,-2579,Idle
-777,-12,-351,4274,281,-2760,Idle
188,-158,-111,4983,558,-2624,Idle
-201,52,-43,5279,786,-2624,Idle
-237,-189,291,4752,444,-2715,Idle
119,-155,222,4818,525,-2670,Idle
-1174,-509,-1390,2380,-93,-1764,Idle
-1132,-378,-1260,2726,-61,-1945,Idle
-1152,-690,-1422,1688,-240,-1267,Idle
-1176,-615,-1414,2034,-126,-1538,Idle
-1012,-72,-919,3319,-61,-2308,Idle
-909,-50,-739,3632,69,-2443,Idle
-1087,-189,-1083,3022,-110,-2081,Idle
-1120,-107,954,-371,-697,1221,Idle
-1320,-44,950,-436,-795,1583,Idle
-766,-138,974,-222,-452,859,Idle
-921,-132,968,-288,-566,1086,Idle
-1692,208,1058,-568,-1268,2579,Idle
-1849,295,1113,-601,-1398,2986,Idle
-1492,49,956,-502,-925,1810,Idle
-1591,132,1016,-535,-1088,2172,Idle
519,31,1160,-74,-240,-859,Idle
438,28,1206,-8,-126,-905,Idle
672,33,1094,-156,-305,-497,Idle
620,24,1127,-90,-273,-724,Idle
318,4,1256,57,167,-1131,Idle
-664,-144,981,-140,-338,678,Idle
