-58,-984,-18,57,-61,45,Left
-61,-990,-31,57,-61,90,Left
-67,-986,-25,73,-61,90,Left
-52,-990,-34,90,-61,90,Left
-55,-989,-25,73,-61,135,Left
-57,-990,-25,57,-44,90,Left
-54,-984,-30,73,-61,45,Left
-60,-995,-28,73,-61,90,Left
-61,-989,-33,57,-61,90,Left
-55,-987,-28,73,-44,90,Left
-54,-978,-28,57,-44,45,Left
-31,-1022,-42,90,-61,90,Left
-70,-984,-21,73,-44,135,Left
-69,-972,-9,73,-77,90,Left
-67,-983,-25,57,-28,135,Left
-73,-993,-24,73,-77,90,Left
-85,-984,-18,90,-110,135,Left
-76,-987,-21,106,-77,90,Left
-93,-986,-16,57,-61,90,Left
-72,-996,-18,57,-77,90,Left
-85,-989,-16,73,-77,45,Left
-87,-1001,-27,90,-61,90,Left
-81,-993,-16,73,-61,45,Left
-82,-984,-21,57,-44,45,Left
-75,-992,-30,73,-61,90,Left
-88,-999,-12,57,-44,45,Left
-84,-1001,-24,73,-61,135,Left
-84,-996,-27,73,-44,45,Left
-73,-998,-24,73,-61,135,Left
-82,-980,-18,73,-61,90,Left
-73,-989,-18,57,-61,0,Left
-76,-993,-24,73,-61,45,Left
-78,-989,-12,73,-61,90,Left
-84,-995,-18,73,-61,90,Left
-72,-999,-21,73,-61,45,Left
-81,-996,-10,73,-61,135,Left
-79,-990,-16,90,-44,90,Left
-79,-993,-18,73,-61,90,Left
-72,-1001,-21,90,-44,181,Left
-75,-995,-19,73,-61,45,Left
-78,-993,-9,57,-61,45,Left
-75,-996,-25,73,-61,90,Left
-82,-987,-13,73,-61,90,Left
-73,-990,-16,57,-77,90,Left
-73,-999,-21,90,-44,135,Left
-72,-993,-13,73,-61,135,Left
-85,-987,-9,73,-61,45,Left
-67,-998,-21,73,-44,45,Left
-82,-992,-10,57,-61,90,Left
-66,-989,-21,57,-61,45,Left
-75,-995,-15,73,-61,-45,Left
-72,-989,-24,73,-61,90,Left
-69,-996,-19,73,-61,90,Left
-76,-995,-15,57,-61,90,Left
-75,-989,-18,90,-44,90,Left
-81,-1005,-13,73,-44,90,Left
-79,-984,-13,57,-61,90,Left
-73,-999,-25,57,-61,45,Left
-81,-996,-18,73,-61,90,Left
-75,-990,-15,73,-61,90,Left
-79,-992,-16,73,-77,-45,Left
-79,-999,-16,90,-61,45,Left
-67,-992,-18,73,-44,90,Left
-82,-993,-4,73,-44,135,Left
-70,-993,-18,73,-44,45,Left
-75,-995,-10,57,-61,90,Left
-78,-999,-24,57,-61,90,Left
-76,-995,-18,73,-61,90,Left
-79,-1010,-18,73,-61,90,Left
-72,-989,-19,57,-61,135,Left
-90,-1004,-7,57,-77,45,Left
-73,-996,-21,73,-44,90,Left
-82,-996,-18,73,-44,45,Left
-75,-998,-15,57,-28,90,Left
-64,-995,-21,90,-44,90,Left
-75,-999,-16,73,-61,90,Left
-69,-998,-16,73,-61,90,Left
-57,-987,-16,73,-61,90,Left
-75,-995,-9,57,-61,90,Left
-66,-993,-18,57,-77,45,Left
-67,-989,-16,57,-77,0,Left
-66,-996,-18,57,-61,45,Left
-69,-998,-15,73,-61,90,Left
-63,-989,-12,73,-61,135,Left
-72,-992,-10,73,-44,45,Left
-63,-996,-21,57,-61,135,Left
-67,-993,-9,73,-44,45,Left
-57,-990,-21,73,-61,135,Left
-66,-998,-13,73,-61,135,Left
-63,-993,-12,73,-61,90,Left
-66,-993,-16,57,-77,0,Left
-66,-992,-15,73,-61,135,Left
-63,-1001,-6,106,-28,45,Left
-66,-989,-9,73,-61,90,Left
-48,-984,-13,90,-61,90,Left
-115,-959,72,535,-126,135,Left
-57,-978,137,535,-93,45,Left
-52,-978,198,304,-28,135,Left
-61,-968,221,57,-44,90,Left
-52,-968,213,90,-61,90,Left
-46,1000,161,73,-61,135,Right
-42,973,144,57,-77,90,Right
-51,978,143,57,-61,90,Right
-31,991,158,40,-77,90,Right
-39,997,156,57,-93,90,Right
-63,988,131,90,-77,0,Right
-69,994,131,123,-44,45,Right
-58,979,137,57,-61,45,Right
-52,991,143,73,-61,45,Right
-42,984,138,73,-77,90,Right
-61,981,126,73,-77,135,Right
-69,999,120,73,-77,135,Right
-49,985,129,73,-77,0,Right
-49,999,116,139,-61,90,Right
-52,982,101,139,-61,90,Right
-61,991,101,57,-77,90,Right
-61,1000,102,73,-61,45,Right
-55,978,92,73,-61,45,Right
-34,988,95,7,-77,135,Right
-48,990,111,-25,-77,90,Right
-51,994,113,123,-44,45,Right
-43,982,113,123,-28,90,Right
-49,991,114,57,-61,45,Right
-51,1003,113,73,-61,135,Right
-63,999,104,106,-44,90,Right
-55,975,95,73,-61,135,Right
-21,991,96,-25,-93,135,Right
-51,993,99,57,-61,45,Right
-46,978,99,57,-77,90,Right
-42,993,99,24,-77,90,Right
-48,999,108,90,-61,45,Right
-45,976,102,73,-61,90,Right
-51,996,107,57,-77,45,Right
-54,996,101,90,-44,135,Right
-55,978,87,73,-44,90,Right
-49,994,102,73,-61,90,Right
-42,997,108,57,-61,90,Right
-43,988,108,24,-77,45,Right
-45,978,98,73,-61,135,Right
-45,994,99,73,-77,45,Right
-46,990,101,73,-44,90,Right
-48,990,108,90,-44,45,Right
-46,991,105,57,-61,90,Right
-52,990,101,90,-44,135,Right
-55,988,92,90,-44,90,Right
-31,996,101,73,-61,45,Right
-33,990,101,73,-77,135,Right
-37,996,98,73,-61,45,Right
-52,981,92,57,-61,90,Right
-40,991,101,40,-61,45,Right
-43,984,104,40,-61,90,Right
-46,990,104,57,-61,90,Right
-51,987,107,57,-61,90,Right
-43,985,113,90,-28,45,Right
-45,987,119,57,-61,45,Right
-40,991,108,73,-61,90,Right
-55,993,107,57,-77,90,Right
-40,985,114,57,-44,45,Right
-43,1002,114,57,-61,90,Right
-45,984,113,57,-61,0,Right
-40,985,117,73,-61,45,Right
-51,990,116,73,-61,90,Right
-48,997,114,73,-61,90,Right
-48,988,113,90,-44,90,Right
-42,997,120,73,-61,90,Right
-43,979,114,73,-61,135,Right
-49,993,116,73,-61,90,Right
-36,988,114,73,-61,45,Right
-42,987,116,57,-61,90,Right
-48,990,105,73,-77,90,Right
-51,994,113,73,-61,90,Right
-39,985,113,73,-61,45,Right
-36,987,119,73,-44,135,Right
-48,993,114,90,-61,45,Right
