#agb 122951000 10 1 0

$date 20070801
$interval 10
$var time msec
$var ax short
$var ay short
$var az short
$var gx short
$var gy short
$var gz short

$data
44991000,-12,12,1020,73,-12,45
44991010,-10,12,1026,73,-12,45
44991020,-6,13,1028,73,-12,45
44991030,-13,12,1020,73,-12,45
44991040,-9,10,1019,73,-12,45
44991050,-10,16,1019,73,-12,45
44991060,-6,16,1026,73,-28,45
44991070,-6,15,1028,90,-12,90
44991080,-10,10,1017,73,-12,45
44991090,-10,9,1023,90,-12,45
44991100,-10,9,1022,73,-12,45
44991110,-3,12,1026,73,-12,45
44991120,0,13,1023,73,-12,45
44991130,-6,12,1020,90,-12,45
44991140,-7,12,1022,73,-12,90
44991150,-9,10,1022,73,-12,45
44991160,-10,15,1020,73,-28,0
44991170,-4,13,1023,73,-28,45
44991180,-6,9,1025,73,-28,90
44991190,-3,12,1017,73,-28,45
44991200,-9,10,1020,90,-12,45
44991210,-9,13,1025,73,-28,0
44991220,-9,15,1023,73,-12,45
44991230,-9,15,1020,73,-28,0
44991240,-9,12,1020,90,-12,45
44991250,-9,12,1019,73,-12,0
44991260,-7,12,1026,73,-12,45
44991270,-7,15,1025,73,-12,0
44991280,-12,10,1022,90,-12,45
44991290,-9,10,1017,73,-12,45
44991300,-9,10,1020,73,-12,90
44991310,-10,13,1028,57,-28,0
44991320,-10,10,1025,73,-12,45
44991330,-7,12,1023,73,-44,0
44991340,-6,10,1017,73,-12,45
44991350,-9,10,1022,73,-28,90
44991360,-7,10,1026,73,-12,45
44991370,-9,12,1023,73,-28,45
44991380,-9,13,1019,90,-12,45
44991390,-9,12,1028,73,-12,45
44991400,-7,4,1022,106,-28,45
44991410,-93,31,1017,106,-61,362
44991420,-22,10,963,172,-159,497
44991430,2,31,1010,222,-191,452
44991440,-4,34,1031,40,20,452
44991450,11,15,972,-74,134,497
44991460,18,0,1026,7,85,362
44991470,2,22,1014,73,-12,226
44991480,12,16,1014,90,-44,45
44991490,5,21,1016,57,20,45
44991500,-4,12,1022,40,4,0
44991510,-12,9,1025,73,4,0
44991520,3,18,1017,73,-28,45
44991530,-7,13,1023,73,-28,45
44991540,0,12,1020,90,-28,0
44991550,-10,13,1020,73,-12,45
44991560,-12,13,1023,73,-28,0
44991570,-12,12,1025,73,-28,45
44991580,-9,12,1022,73,-12,45
44991590,-9,9,1019,73,-12,45
44991600,-12,13,1020,73,-12,0
44991610,-10,9,1022,73,-28,45
44991620,-10,12,1025,73,-28,45
44991630,-9,12,1020,73,-12,45
44991640,-4,9,1022,90,-12,45
44991650,-6,9,1020,57,-28,45
44991660,-7,7,1026,73,-28,45
44991670,-3,16,1031,73,-12,45
44991680,-10,13,1026,73,-12,45
44991690,-12,9,1014,57,-28,45
44991700,-15,13,1023,73,-28,45
44991710,-9,13,1022,73,-12,45
44991720,-9,10,1023,73,-28,45
44991730,-15,15,1022,73,-12,90
44991740,-9,15,1014,73,-28,45
44991750,-10,9,1022,73,-12,90
44991760,-6,12,1022,73,-28,45
44991770,-12,16,1025,73,-28,45
44991780,-9,10,1023,73,-12,45
44991790,-10,10,1017,73,-28,45
44991800,-6,7,1017,73,-12,45
44991810,-12,7,1023,73,-12,45
44991820,-7,12,1025,57,-28,0
44991830,-1,16,1019,73,-12,45
44991840,-10,10,1019,57,-28,0
44991850,-12,10,1017,73,-12,90
44991860,-15,10,1023,73,-28,0
44991870,-7,10,1026,73,-12,90
44991880,-4,13,1019,90,-12,45
44991890,-7,12,1011,73,-28,90
44991900,-10,10,1022,90,-12,45
44991910,-12,9,1022,73,-28,90
44991920,-7,12,1020,90,-12,0
44991930,-10,13,1019,73,-28,45
44991940,-10,12,1020,90,-12,45
44991950,-7,12,1022,57,-28,0
44991960,-7,10,1028,90,-12,45
44991970,-7,13,1023,90,4,90
44991980,-3,13,1022,90,-12,90
44991990,-9,7,1016,73,-12,90
44992000,-13,6,1019,73,-12,45
44992010,-12,9,1031,73,-28,45
44992020,-7,7,1026,73,-28,45
44992030,-22,4,1020,73,-12,45
44992040,2,0,1017,73,-12,90
44992050,-12,10,1014,73,-12,45
44992060,-7,13,1028,73,-28,0
44992070,-7,12,1020,73,-12,45
44992080,-6,9,1017,73,-28,0
44992090,-9,13,1019,73,-28,45
44992100,-6,15,1025,73,-12,45
44992110,-10,9,1020,73,-28,90
44992120,2,19,1025,73,-28,0
44992130,-9,12,1019,73,-28,45
44992140,-4,15,1017,73,-12,45
44992150,-7,12,1028,90,-12,45
44992160,-6,12,1023,73,-12,0
44992170,-4,9,1022,73,-12,45
44992180,-10,15,1022,90,-12,45
44992190,-1,13,1022,73,-12,45
44992200,-10,12,1020,73,-28,45
44992210,-4,9,1028,90,-12,0
44992220,-10,9,1013,73,-12,-45
44992230,3,10,1017,73,-12,-45
44992240,-4,15,1023,57,-28,-90
44992250,-13,9,1023,73,-12,-45
44992260,-13,-5,1020,73,-12,-45
44992270,-7,13,1026,90,-12,-90
44992280,-12,16,1005,73,-12,-135
44992290,21,6,1031,57,-28,-181
44992300,17,4,1016,73,-28,-135
44992310,-15,13,996,90,-12,-90
44992320,-45,13,1058,106,-44,-226
44992330,36,10,1016,90,-28,-135
44992340,-36,21,990,123,-61,-135
44992350,-27,21,1008,106,-44,-90
44992360,-6,7,1037,123,-77,-181
44992370,-3,15,1035,139,-77,-181
44992380,-1,7,1023,123,-77,-181
44992390,-13,19,1023,172,-28,-135
44992400,5,21,1020,156,-12,-135
44992410,-13,27,1028,189,-28,-135
44992420,5,28,1025,189,-12,-90
44992430,14,33,1022,205,-12,-271
44992440,-13,46,1016,254,-12,-316
44992450,-19,40,1023,254,20,-316
44992460,-18,36,1019,271,69,-316
44992470,-16,31,1023,222,69,-271
44992480,-10,30,1028,205,69,-226
44992490,-18,34,1049,189,85,-226
44992500,-15,33,1043,106,150,-181
44992510,-22,40,1031,73,216,-181
44992520,-22,34,1019,73,232,-181
44992530,-19,36,1014,73,216,-135
44992540,-21,36,1011,57,183,-135
44992550,-27,37,1016,73,150,-135
44992560,-40,40,1023,57,134,-135
44992570,-33,34,1028,57,150,0
44992580,-45,31,1019,57,134,-90
44992590,-45,31,1013,57,150,-45
44992600,-51,34,1010,57,118,-45
44992610,-49,28,1014,57,85,-45
44992620,-55,31,1017,73,69,-45
44992630,-61,36,1025,73,69,-45
44992640,-58,36,1025,73,85,0
44992650,-63,36,1016,73,101,0
44992660,-60,39,1017,73,101,-45
44992670,-60,36,1017,90,69,-45
44992680,-64,31,1025,90,69,0
