#agb 125126000 10 1 0

$date 20070801
$interval 10
$var time msec
$var ax short
$var ay short
$var az short
$var gx short
$var gy short
$var gz short

$data
46286000,141,-114,698,-321,-191,-1583
46286010,182,-137,701,-371,-273,-1493
46286020,216,-140,713,-436,-371,-1448
46286030,257,-144,767,-486,-452,-1448
46286040,329,-228,797,-502,-517,-1402
46286050,411,-170,806,-535,-550,-1357
46286060,428,-51,813,-618,-566,-1448
46286070,467,-12,887,-766,-599,-1538
46286080,537,-221,1023,-815,-632,-1538
46286090,641,-425,1086,-865,-599,-1493
46286100,665,-437,1110,-914,-550,-1402
46286110,629,-434,1127,-848,-485,-1267
46286120,630,-455,1110,-700,-452,-1131
46286130,641,-390,1085,-552,-436,-995
46286140,662,-372,1044,-436,-403,-995
46286150,636,-422,993,-321,-387,-905
46286160,632,-387,965,-222,-371,-814
46286170,656,-392,941,-140,-354,-678
46286180,729,-378,957,-58,-305,-678
46286190,783,-426,999,-41,-224,-633
46286200,801,-479,1038,-41,-93,-543
46286210,771,-480,1053,-58,20,-588
46286220,728,-447,1065,-25,134,-543
46286230,695,-405,1067,-25,216,-497
46286240,674,-371,1058,-74,297,-452
46286250,654,-345,1056,-123,379,-452
46286260,627,-365,1044,-173,444,-452
46286270,587,-377,1013,-255,509,-407
46286280,533,-372,968,-338,542,-316
46286290,458,-344,918,-371,574,-271
46286300,431,-336,858,-436,558,-271
46286310,410,-344,807,-469,574,-181
46286320,381,-377,786,-535,558,-90
46286330,354,-411,785,-568,542,-90
46286340,330,-446,783,-585,542,0
46286350,309,-470,782,-568,525,45
46286360,287,-491,783,-535,493,90
46286370,263,-503,779,-469,460,135
46286380,225,-503,774,-354,395,181
46286390,195,-501,771,-222,346,226
46286400,185,-485,780,-90,264,226
46286410,182,-450,792,57,183,271
46286420,180,-396,810,156,134,316
46286430,174,-360,830,222,69,316
46286440,171,-335,837,271,20,316
46286450,164,-326,854,320,-44,362
46286460,164,-314,860,353,-93,362
46286470,161,-297,866,386,-142,362
46286480,152,-272,879,419,-191,362
46286490,159,-261,903,452,-224,362
46286500,170,-252,926,485,-273,362
46286510,188,-254,962,518,-305,362
46286520,207,-263,998,551,-322,316
46286530,212,-267,1041,584,-338,362
46286540,234,-266,1077,633,-354,316
46286550,281,-281,1128,683,-354,407
46286560,336,-269,1184,699,-338,407
46286570,390,-267,1265,732,-289,407
46286580,426,-272,1323,699,-240,497
46286590,447,-270,1385,666,-159,588
46286600,473,-284,1470,666,-44,543
46286610,494,-287,1520,633,69,588
46286620,515,-263,1539,617,199,588
46286630,558,-243,1584,584,330,633
46286640,611,-215,1616,551,509,633
46286650,665,-213,1662,502,689,588
46286660,696,-227,1686,403,901,633
