0,1,-120,126,27
1,4,-355,98,64
2,1,200,146,13
3,2,-473,-243,5
4,2,-61,-363,10
5,2,320,-375,6
6,3,-283,816,4
7,3,-670,587,5
8,3,647,957,3
9,4,395,619,26
10,4,10,335,21
11,1,-169,505,-3
12,4,407,217,-4
13,4,263,523,52
14,4,795,731,1
15,4,620,224,-3
16,4,766,98,-3
17,4,578,-31,-11
18,4,415,-132,1
19,4,257,-70,-14
20,4,-625,-421,10
21,3,678,-367,1
22,2,-4,-118,7
23,3,-475,390,3
24,3,-661,917,2
25,2,385,860,4
