0,1,-120,126,-66
1,4,-355,98,-46
2,1,200,146,-8
3,2,-473,-243,-44
4,2,-61,-363,2
5,2,320,-375,-5
6,3,-283,816,13
7,3,-670,587,16
8,3,647,957,9
9,4,395,619,27
10,4,10,335,13
11,1,-169,505,-6
12,4,407,217,-20
13,4,263,523,32
14,4,795,731,2
15,4,620,224,-17
16,4,766,98,9
17,4,578,-31,-8
18,4,415,-132,14
19,4,257,-70,-16
20,4,-625,-421,-4
21,3,678,-367,10
22,2,-4,-118,-2
23,3,-475,390,6
24,3,-661,917,8
25,2,385,860,18
