0,1,-120,126,-3
1,4,-355,98,24
2,1,200,146,1
3,2,-473,-243,-1
4,2,-61,-363,5
5,2,320,-375,-5
6,3,-283,816,11
7,3,-670,587,11
8,3,647,957,7
9,4,395,619,30
10,4,10,335,14
11,1,-169,505,9
12,4,407,217,16
13,4,263,523,32
14,4,795,731,4
15,4,620,224,16
16,4,766,98,4
17,4,578,-31,-2
18,4,415,-132,14
19,4,257,-70,-4
20,4,-625,-421,8
21,3,678,-367,5
22,2,-4,-118,2
23,3,-475,390,16
24,3,-661,917,6
25,2,385,860,18
