0,2
1,6
2,2
3,6
4,7
5,1
6,23
7,15
8,3
9,1
10,14
11,14
12,7
13,7
14,7
15,6
16,2
17,6
18,2
19,14
20,16
21,22
22,0
23,21
24,21
25,22
26,0
27,1
28,1
29,1
30,1
31,1
32,1
33,0
34,0
35,1
36,0
37,0
38,7
39,7
40,7
41,21
42,21
43,0
44,21
45,21
46,23
47,23
48,2
49,0
50,0
51,0
52,5
53,5
54,5
55,5
56,10
57,4
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,1
66,1
67,0
68,1
69,1
70,1
71,1
72,1
73,0
74,0
75,7
76,7
77,0
78,0
79,6
80,6
81,6
82,6
83,7
84,7
85,13
86,7
87,7
88,7
89,6
90,1
91,1
92,0
93,6
94,6
95,6
96,6
97,6
98,0
99,0
100,22
101,0
102,22
103,21
104,21
105,22
106,21
107,23
108,24
109,3
110,22
111,22
112,22
113,22
114,22
115,22
116,0
117,0
118,0
119,0
120,2
121,2
122,2
123,2
124,0
125,3
126,0
127,0
128,3
129,3
130,3
131,2
132,5
133,2
134,5
135,5
136,0
137,0
138,0
139,13
140,13
141,13
142,14
143,14
144,14
145,0
146,7
147,7
148,7
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,7
158,0
159,7
160,7
161,0
162,0
163,0
164,5
165,5
166,5
167,0
168,0
169,0
170,0
171,8
172,21
173,19
174,14
175,0
176,15
177,14
178,2
179,0
180,5
181,5
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,46
191,0
192,1
193,1
194,0
195,1
196,1
197,1
198,31
199,31
200,1
201,1
202,1
203,0
204,1
205,1
206,1
207,1
208,1
209,31
210,32
211,38
212,0
213,0
214,31
215,31
216,1
217,1
218,7
219,0
220,0
221,7
222,7
223,7
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,22
234,22
235,38
236,38
237,16
238,22
239,22
240,22
241,22
242,0
243,0
244,31
245,0
246,31
247,31
248,31
249,31
250,31
251,31
252,31
253,31
254,31
255,31
256,31
257,31
258,31
259,13
260,13
261,13
262,17
263,23
264,2
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,5
298,7
299,7
300,5
301,5
302,7
303,7
304,0
305,7
306,7
307,0
308,0
309,0
310,5
311,5
312,5
313,5
314,2
315,0
316,5
317,5
318,0
319,0
320,0
321,0
322,0
323,0
324,15
325,15
326,15
327,0
328,5
329,5
330,5
331,0
332,0
333,15
334,15
335,15
336,15
337,15
338,15
339,15
340,15
341,15
342,18
343,17
344,15
345,20
346,18
347,19
348,19
349,19
350,19
351,19
352,19
353,0
354,19
355,19
356,0
357,19
358,19
359,19
360,19
361,19
362,19
363,0
364,5
365,5
366,5
367,5
368,5
369,5
370,5
371,0
372,15
373,15
374,15
375,15
376,0
377,0
378,0
379,0
380,0
381,0
382,5
383,19
384,31
385,0
386,19
387,19
388,5
389,31
390,31
391,0
392,5
393,22
394,22
395,36
396,0
397,35
398,0
399,0
400,41
401,35
402,19
403,19
404,29
405,15
406,15
407,0
408,20
409,17
410,12
411,18
412,26
413,31
414,55
415,60
416,66
417,4
418,75
419,66
420,51
421,0
422,0
423,0
424,0
425,0
426,5
427,5
428,0
429,5
430,5
431,5
432,5
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,5
442,5
443,0
444,0
445,5
446,0
447,0
448,19
449,0
450,21
451,23
452,14
453,14
454,17
455,5
456,24
457,14
458,14
459,21
460,33
461,0
462,39
463,17
464,0
465,25
466,25
467,0
468,66
469,66
470,66
471,66
472,0
473,0
474,0
475,0
476,0
477,39
478,0
479,0
480,0
481,31
482,27
483,0
484,0
485,25
486,66
487,91
488,91
489,0
490,0
491,19
492,21
493,6
494,31
495,0
496,0
497,0
498,0
499,25
500,25
501,39
502,39
503,39
504,0
505,0
506,99
507,132
508,101
509,132
510,99
511,100
512,61
513,50
514,71
515,57
516,44
517,45
518,14
519,14
520,0
521,14
522,14
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,76
533,76
534,76
535,0
536,0
537,0
538,0
539,0
540,0
541,5
542,5
543,5
544,76
545,0
546,0
547,0
548,0
549,17
550,17
551,17
552,17
553,17
554,17
555,17
556,17
557,17
558,17
559,17
560,0
561,14
562,0
563,0
564,14
565,14
566,14
567,0
568,0
569,0
570,14
571,14
572,14
573,0
574,14
575,14
576,0
577,0
578,0
579,8
580,0
581,0
582,76
583,14
584,14
585,0
586,0
587,0
588,0
589,0
590,0
591,9
592,9
593,90
594,90
595,85
596,99
597,76
598,76
599,76
600,0
601,4
602,162
603,102
604,120
605,108
606,24
607,24
608,24
609,18
610,18
611,22
612,24
613,24
614,24
615,23
616,25
617,24
618,24
619,22
620,4
621,4
622,6
623,5
624,0
625,0
626,0
627,0
628,0
629,0
630,102
631,104
632,102
633,103
634,102
635,102
636,0
637,115
638,115
639,115
640,124
641,101
642,17
643,0
644,39
645,39
646,17
647,17
648,17
649,17
650,17
651,17
652,66
653,0
654,0
655,0
656,0
657,0
658,0
659,66
660,66
661,0
662,0
663,66
664,66
665,66
666,66
667,0
668,0
669,66
670,66
671,66
672,66
673,0
674,0
675,0
676,0
677,66
678,66
679,0
680,0
681,0
682,0
683,0
684,0
685,76
686,76
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,76
696,76
697,0
698,0
699,9
700,9
701,0
702,0
703,0
704,0
705,9
706,0
707,9
708,9
709,0
710,9
711,9
712,9
713,0
714,0
715,39
716,39
717,0
718,0
719,0
720,39
721,39
722,0
723,0
724,39
725,39
726,0
727,39
728,39
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,39
737,39
738,8
739,8
740,8
741,0
742,0
743,0
744,42
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,34
762,40
763,37
764,0
765,0
766,3
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,3
777,3
778,0
779,0
780,0
781,0
782,0
783,37
784,37
785,3
786,4
787,5
788,0
789,0
790,8
791,8
792,9
793,7
794,28
795,28
796,29
797,0
798,14
799,23
800,23
801,23
802,0
803,0
804,7
805,14
806,23
807,9
808,9
809,0
810,11
811,41
812,41
813,115
814,115
815,115
816,115
817,115
818,115
819,115
820,115
821,115
822,115
823,115
824,115
825,115
826,115
827,30
828,30
829,115
830,115
831,142
832,30
833,30
834,149
835,142
836,142
837,0
838,0
839,0
840,0
841,142
842,146
843,142
844,142
845,142
846,148
847,142
848,142
849,142
850,28
851,28
852,32
853,57
854,54
855,2
856,33
857,33
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,28
870,28
871,28
872,0
873,28
874,30
875,28
876,0
877,28
878,28
879,28
880,28
881,28
882,0
883,0
884,0
885,0
886,30
887,30
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,30
902,30
903,0
904,0
905,0
906,0
907,0
908,30
909,30
910,0
911,0
912,30
913,30
914,30
915,30
916,30
917,0
918,30
919,30
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,30
940,30
941,28
942,28
943,30
944,55
945,55
946,53
947,30
948,35
949,35
950,42
951,42
952,1
953,1
954,2
955,2
956,35
957,19
958,46
959,115
960,115
961,76
962,0
963,0
964,46
965,45
966,42
967,0
968,0
969,115
970,7
971,7
972,14
973,14
974,8
975,8
976,8
977,8
978,8
979,0
980,0
981,66
982,66
983,6
984,6
985,0
986,0
987,5
988,0
989,0
990,5
991,5
992,0
993,7
994,7
995,7
996,7
997,0
998,7
999,14
1000,90
1001,76
1002,90
1003,77
1004,66
1005,81
1006,76
1007,76
1008,74
1009,8
1010,8
1011,4
1012,0
1013,43
1014,1
1015,14
1016,0
1017,0
1018,0
1019,14
1020,8
1021,12
1022,12
1023,17
1024,5
1025,20
1026,20
1027,20
1028,7
1029,7
1030,7
1031,13
1032,20
1033,8
1034,8
1035,8
1036,8
1037,6
1038,45
1039,43
1040,38
1041,7
1042,7
1043,56
1044,42
1045,42
1046,64
1047,45
1048,45
1049,43
1050,43
1051,59
1052,59
1053,37
1054,37
1055,37
1056,37
1057,38
1058,11
1059,27
1060,31
1061,28
1062,27
1063,19
1064,21
1065,35
1066,35
1067,35
1068,35
1069,35
1070,35
1071,35
1072,35
1073,8
1074,16
1075,34
1076,25
1077,25
1078,27
1079,27
1080,27
1081,27
1082,54
1083,44
1084,27
1085,27
1086,31
1087,31
1088,0
1089,0
1090,0
1091,0
1092,0
1093,0
1094,0
1095,0
1096,0
1097,1
1098,1
1099,3
1100,28
1101,11
1102,9
1103,6
1104,12
1105,6
1106,3
1107,3
1108,3
1109,3
1110,9
1111,9
1112,4
1113,4
1114,3
1115,3
1116,3
1117,3
1118,3
1119,3
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,13
1135,15
1136,15
1137,13
1138,13
1139,0
1140,0
1141,27
1142,21
1143,13
1144,13
1145,13
1146,24
1147,21
1148,21
1149,21
1150,21
1151,34
1152,34
1153,34
1154,21
1155,21
1156,21
1157,21
1158,21
1159,34
1160,13
1161,13
1162,13
1163,13
1164,13
1165,13
1166,13
1167,13
1168,13
1169,24
1170,24
1171,24
1172,24
1173,24
1174,3
1175,24
1176,3
1177,3
1178,3
1179,3
1180,13
1181,16
1182,21
1183,0
1184,21
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,16
1194,16
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,21
1207,21
1208,21
1209,21
1210,22
1211,16
1212,16
1213,16
1214,16
1215,16
1216,28
1217,26
1218,23
1219,7
1220,7
1221,5
1222,5
1223,28
1224,1
1225,21
1226,21
1227,1
1228,16
1229,16
1230,16
1231,16
1232,16
1233,16
1234,16
1235,16
1236,16
1237,16
1238,23
1239,22
1240,6
1241,1
1242,6
1243,16
1244,21
1245,21
1246,23
1247,23
1248,23
1249,22
1250,25
1251,22
1252,20
1253,20
1254,20
1255,24
1256,1
1257,0
1258,0
1259,0
1260,0
1261,3
1262,1
1263,0
1264,1
1265,1
1266,1
1267,2
1268,2
1269,3
1270,3
1271,3
1272,3
1273,2
1274,2
1275,26
1276,27
1277,2
1278,2
1279,2
1280,2
1281,2
1282,2
1283,1
1284,1
1285,1
1286,1
1287,1
1288,1
1289,1
1290,0
1291,0
1292,1
1293,1
1294,1
1295,1
1296,1
1297,1
1298,1
1299,1
1300,0
1301,0
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,1
1311,0
1312,0
1313,0
1314,0
1315,0
1316,1
1317,1
1318,1
1319,1
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,3
1327,3
1328,1
1329,1
1330,1
1331,2
1332,2
1333,2
1334,2
1335,2
1336,16
1337,16
1338,14
1339,14
1340,14
1341,15
1342,14
1343,14
1344,14
1345,14
1346,14
1347,15
1348,17
1349,1
1350,1
1351,1
1352,0
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,1
1365,0
1366,1
1367,1
1368,1
1369,1
1370,1
1371,1
1372,1
1373,1
1374,1
1375,1
1376,1
1377,1
1378,1
1379,1
1380,1
1381,3
1382,1
1383,2
1384,1
1385,1
1386,1
1387,1
1388,1
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0
1400,0
1401,0
1402,0
1403,2
1404,2
1405,2
1406,2
1407,2
1408,0
1409,0
1410,0
1411,0
1412,0
1413,0
1414,21
1415,33
1416,9
1417,1
1418,21
1419,31
1420,15
1421,7
1422,5
1423,5
1424,1
1425,1
1426,1
1427,1
1428,1
1429,1
1430,17
1431,17
1432,17
1433,17
1434,16
1435,17
1436,17
1437,17
1438,16
1439,4
1440,17
1441,0
1442,0
1443,4
1444,38
1445,3
1446,4
1447,4
1448,0
1449,0
1450,3
1451,0
1452,0
1453,0
1454,21
1455,22
1456,37
1457,37
1458,17
1459,17
1460,29
1461,12
1462,12
1463,29
1464,17
1465,17
1466,0
1467,0
1468,0
1469,12
1470,12
1471,12
1472,16
1473,12
1474,16
1475,12
1476,16
1477,12
1478,4
1479,4
1480,35
1481,27
1482,36
1483,32
1484,27
1485,27
1486,36
1487,27
1488,35
1489,36
1490,39
1491,38
1492,31
1493,6
1494,6
1495,7
1496,22
1497,6
1498,6
1499,6
1500,22
1501,22
1502,21
1503,22
1504,21
1505,21
1506,27
1507,9
1508,25
1509,21
1510,21
1511,9
1512,9
1513,9
1514,9
1515,9
1516,28
1517,28
1518,34
1519,47
1520,57
1521,33
1522,43
1523,43
1524,47
1525,29
1526,18
1527,18
1528,23
1529,34
1530,38
1531,40
1532,29
1533,29
1534,29
1535,29
1536,29
1537,25
1538,0
1539,0
1540,0
1541,21
1542,21
1543,9
1544,9
1545,9
1546,9
1547,9
1548,1
1549,1
1550,1
1551,1
1552,1
1553,1
1554,1
1555,5
1556,1
1557,1
1558,1
1559,1
1560,0
1561,0
1562,0
1563,1
1564,1
1565,1
1566,1
1567,0
1568,0
1569,2
1570,0
1571,0
1572,0
1573,0
1574,0
1575,0
1576,27
1577,27
1578,0
1579,0
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,1
1592,1
1593,1
1594,1
1595,0
1596,0
1597,1
1598,1
1599,0
1600,1
1601,1
1602,0
1603,0
1604,0
1605,0
